eevp,eevp_source,vote_share_trd,trump2016,votes2012,votes2016,expected_votes,state,timestamp,time_cat,vote_share_rep,vote_share_dem,votes,num_Trump,num_Biden,new_Trump,new_Biden
0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:23:07Z,4-Nov,0.407,0.585,1053,428.571,616.005,428.571,616.005
0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:28:39Z,4-Nov,0.395,0.602,2190,865.05,1318.38,436.479,702.375
0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:29:35Z,4-Nov,0.506,0.489,3709,1876.754,1813.701,1011.704,495.321
0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:32:46Z,4-Nov,0.52,0.474,4280,2225.6,2028.72,348.846,215.019
0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:40:51Z,4-Nov,0.516,0.476,5249,2708.484,2498.524,482.884,469.804
0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:41:31Z,4-Nov,0.472,0.52,8971,4234.312,4664.92,1525.828,2166.396
0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:42:13Z,4-Nov,0.463,0.53,9234,4275.342,4894.02,41.03,229.1
0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:43:04Z,4-Nov,0.439,0.551,10648,4674.472,5867.048,399.13,973.028
0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:45:58Z,4-Nov,0.475,0.515,11670,5543.25,6010.05,868.778,143.002
0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:46:29Z,4-Nov,0.475,0.515,11672,5544.2,6011.08,0.95,1.03
1,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:49:11Z,4-Nov,0.398,0.592,18631,7415.138,11029.552,1870.938,5018.472
1,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:52:02Z,4-Nov,0.406,0.58,21290,8643.74,12348.2,1228.602,1318.648
1,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:55:09Z,4-Nov,0.423,0.564,23626,9993.798,13325.064,1350.058,976.864
1,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:56:07Z,4-Nov,0.452,0.533,30815,13928.38,16424.395,3934.582,3099.331
1,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:57:36Z,4-Nov,0.454,0.53,32278,14654.212,17107.34,725.832,682.945
2,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:00:03Z,4-Nov,0.468,0.519,40640,19019.52,21092.16,4365.308,3984.82
2,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:02:35Z,4-Nov,0.462,0.526,57276,26461.512,30127.176,7441.992,9035.016
2,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:02:42Z,4-Nov,0.465,0.523,57720,26839.8,30187.56,378.288,60.384
3,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:03:00Z,4-Nov,0.489,0.499,60973,29815.797,30425.527,2975.997,237.967
3,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:04:16Z,4-Nov,0.491,0.497,61798,30342.818,30713.606,527.021,288.079
3,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:06:06Z,4-Nov,0.498,0.49,64748,32244.504,31726.52,1901.686,1012.914
3,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:08:52Z,4-Nov,0.497,0.49,66834,33216.498,32748.66,971.994,1022.14
4,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:09:29Z,4-Nov,0.538,0.449,87270,46951.26,39184.23,13734.762,6435.57
4,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:09:46Z,4-Nov,0.54,0.447,87819,47422.26,39255.093,471,70.863
4,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:10:50Z,4-Nov,0.501,0.485,96685,48439.185,46892.225,1016.925,7637.132
4,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:12:20Z,4-Nov,0.514,0.473,102521,52695.794,48492.433,4256.609,1600.208
4,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:12:31Z,4-Nov,0.517,0.47,106641,55133.397,50121.27,2437.603,1628.837
5,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:16:36Z,4-Nov,0.522,0.466,110254,57552.588,51378.364,2419.191,1257.094
5,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:16:48Z,4-Nov,0.539,0.449,115261,62125.679,51752.189,4573.091,373.825
5,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:17:24Z,4-Nov,0.544,0.444,117598,63973.312,52213.512,1847.633,461.323
6,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:18:14Z,4-Nov,0.503,0.485,150325,75613.475,72907.625,11640.163,20694.113
7,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:19:55Z,4-Nov,0.489,0.499,167645,81978.405,83654.855,6364.93,10747.23
7,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:22:05Z,4-Nov,0.502,0.487,177093,88900.686,86244.291,6922.281,2589.436
8,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:22:13Z,4-Nov,0.51,0.477,193780,98827.8,92433.06,9927.114,6188.769
8,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:22:55Z,4-Nov,0.523,0.465,200496,104859.408,93230.64,6031.608,797.58
9,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:23:15Z,4-Nov,0.531,0.457,210956,112017.636,96406.892,7158.228,3176.252
9,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:23:54Z,4-Nov,0.54,0.447,218259,117859.86,97561.773,5842.224,1154.881
9,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:25:01Z,4-Nov,0.541,0.447,218829,118386.489,97816.563,526.629,254.79
10,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:26:10Z,4-Nov,0.547,0.44,233304,127617.288,102653.76,9230.799,4837.197
10,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:26:59Z,4-Nov,0.555,0.432,242977,134852.235,104966.064,7234.947,2312.304
11,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:27:21Z,4-Nov,0.56,0.428,252138,141197.28,107915.064,6345.045,2949
11,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:27:48Z,4-Nov,0.559,0.429,255016,142553.944,109401.864,1356.664,1486.8
11,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:28:17Z,4-Nov,0.562,0.425,257678,144815.036,109513.15,2261.092,111.286
11,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:29:00Z,4-Nov,0.568,0.42,264984,150510.912,111293.28,5695.876,1780.13
11,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:31:33Z,4-Nov,0.569,0.419,269473,153330.137,112909.187,2819.225,1615.907
11,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:31:58Z,4-Nov,0.57,0.418,270553,154215.21,113091.154,885.073,181.967
11,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:32:19Z,4-Nov,0.572,0.416,273485,156433.42,113769.76,2218.21,678.606
12,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:32:33Z,4-Nov,0.591,0.397,289656,171186.696,114993.432,14753.276,1223.672
13,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:33:33Z,4-Nov,0.603,0.386,303052,182740.356,116978.072,11553.66,1984.64
13,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:33:39Z,4-Nov,0.6,0.388,307778,184666.8,119417.864,1926.444,2439.792
13,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:34:46Z,4-Nov,0.602,0.386,310028,186636.856,119670.808,1970.056,252.944
13,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:35:38Z,4-Nov,0.605,0.384,316226,191316.73,121430.784,4679.874,1759.976
15,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:35:52Z,4-Nov,0.568,0.42,351230,199498.64,147516.6,8181.91,26085.816
16,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:38:15Z,4-Nov,0.569,0.419,382216,217480.904,160148.504,17982.264,12631.904
16,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:38:29Z,4-Nov,0.573,0.414,387164,221844.972,160285.896,4364.068,137.392
16,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:38:46Z,4-Nov,0.573,0.415,388800,222782.4,161352,937.428,1066.104
17,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:39:23Z,4-Nov,0.578,0.41,394235,227867.83,161636.35,5085.43,284.35
17,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:39:35Z,4-Nov,0.578,0.41,398903,230565.934,163550.23,2698.104,1913.88
17,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:40:43Z,4-Nov,0.578,0.41,401116,231845.048,164457.56,1279.114,907.33
17,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:42:18Z,4-Nov,0.579,0.409,402460,233024.34,164606.14,1179.292,148.58
17,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:43:53Z,4-Nov,0.581,0.407,406849,236379.269,165587.543,3354.929,981.403
18,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:45:28Z,4-Nov,0.57,0.419,422048,240567.36,176838.112,4188.091,11250.569
18,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:45:43Z,4-Nov,0.571,0.417,426538,243553.198,177866.346,2985.838,1028.234
19,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:45:54Z,4-Nov,0.582,0.406,440871,256586.922,178993.626,13033.724,1127.28
19,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:50:20Z,4-Nov,0.586,0.402,452145,264956.97,181762.29,8370.048,2768.664
19,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:50:58Z,4-Nov,0.587,0.401,454854,266999.298,182396.454,2042.328,634.164
19,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:51:56Z,4-Nov,0.587,0.401,459786,269894.382,184374.186,2895.084,1977.732
20,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:52:39Z,4-Nov,0.593,0.395,473200,280607.6,186914,10713.218,2539.814
20,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:52:42Z,4-Nov,0.596,0.392,480531,286396.476,188368.152,5788.876,1454.152
22,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:54:26Z,4-Nov,0.592,0.396,514594,304639.648,203779.224,18243.172,15411.072
22,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:55:57Z,4-Nov,0.592,0.396,516083,305521.136,204368.868,881.488,589.644
23,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:56:15Z,4-Nov,0.595,0.393,554303,329810.285,217841.079,24289.149,13472.211
24,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:56:28Z,4-Nov,0.597,0.391,566449,338170.053,221481.559,8359.768,3640.48
24,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:57:53Z,4-Nov,0.594,0.394,573225,340495.65,225850.65,2325.597,4369.091
25,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:58:08Z,4-Nov,0.595,0.393,583921,347432.995,229480.953,6937.345,3630.303
25,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:58:42Z,4-Nov,0.592,0.396,589136,348768.512,233297.856,1335.517,3816.903
25,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:59:22Z,4-Nov,0.592,0.396,590341,349481.872,233775.036,713.36,477.18
25,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:01:01Z,4-Nov,0.592,0.396,593003,351057.776,234829.188,1575.904,1054.152
25,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:03:29Z,4-Nov,0.598,0.39,605794,362264.812,236259.66,11207.036,1430.472
27,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:06:21Z,4-Nov,0.607,0.381,635162,385543.334,241996.722,23278.522,5737.062
27,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:06:59Z,4-Nov,0.606,0.382,642315,389242.89,245364.33,3699.556,3367.608
27,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:08:18Z,4-Nov,0.61,0.378,652784,398198.24,246752.352,8955.35,1388.022
28,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:09:05Z,4-Nov,0.613,0.375,661443,405464.559,248041.125,7266.319,1288.773
31,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:09:25Z,4-Nov,0.586,0.401,743828,435883.208,298275.028,30418.649,50233.903
32,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:12:01Z,4-Nov,0.59,0.397,753131,444347.29,298993.007,8464.082,717.979
32,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:14:02Z,4-Nov,0.591,0.397,754766,446066.706,299642.102,1719.416,649.095
32,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:14:47Z,4-Nov,0.593,0.394,761603,451630.579,300071.582,5563.873,429.48
32,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:15:22Z,4-Nov,0.593,0.395,769023,456030.639,303764.085,4400.06,3692.503
34,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:16:18Z,4-Nov,0.596,0.392,804036,479205.456,315182.112,23174.817,11418.027
35,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:16:42Z,4-Nov,0.605,0.383,832953,503936.565,319020.999,24731.109,3838.887
36,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:17:36Z,4-Nov,0.609,0.379,845228,514743.852,320341.412,10807.287,1320.413
36,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:18:38Z,4-Nov,0.608,0.38,854682,519646.656,324779.16,4902.804,4437.748
37,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:19:26Z,4-Nov,0.606,0.382,887955,538100.73,339198.81,18454.074,14419.65
38,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:20:10Z,4-Nov,0.61,0.378,905303,552234.83,342204.534,14134.1,3005.724
39,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:20:36Z,4-Nov,0.612,0.376,917962,561792.744,345153.712,9557.914,2949.178
39,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:21:04Z,4-Nov,0.614,0.374,926122,568638.908,346369.628,6846.164,1215.916
39,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:22:41Z,4-Nov,0.614,0.374,927741,569632.974,346975.134,994.066,605.506
40,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:23:35Z,4-Nov,0.62,0.368,961095,595878.9,353682.96,26245.926,6707.826
41,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:24:12Z,4-Nov,0.621,0.367,970877,602914.617,356311.859,7035.717,2628.899
43,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:25:19Z,4-Nov,0.625,0.362,1019460,637162.5,369044.52,34247.883,12732.661
43,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:25:56Z,4-Nov,0.626,0.362,1020191,638639.566,369309.142,1477.066,264.622
44,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:26:28Z,4-Nov,0.624,0.363,1036595,646835.28,376283.985,8195.714,6974.843
44,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:26:41Z,4-Nov,0.622,0.366,1042877,648669.494,381692.982,1834.214,5408.997
44,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:28:28Z,4-Nov,0.623,0.365,1045742,651497.266,381695.83,2827.772,2.848
44,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:30:56Z,4-Nov,0.623,0.365,1053693,656450.739,384597.945,4953.473,2902.115
46,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:32:55Z,4-Nov,0.623,0.365,1091758,680165.234,398491.67,23714.495,13893.725
46,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:33:16Z,4-Nov,0.623,0.365,1093509,681256.107,399130.785,1090.873,639.115
47,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:33:50Z,4-Nov,0.625,0.363,1109466,693416.25,402736.158,12160.143,3605.373
47,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:34:12Z,4-Nov,0.627,0.361,1118645,701390.415,403830.845,7974.165,1094.687
48,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:35:23Z,4-Nov,0.629,0.359,1131209,711530.461,406104.031,10140.046,2273.186
48,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:36:04Z,4-Nov,0.631,0.358,1139283,718887.573,407863.314,7357.112,1759.283
49,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:36:19Z,4-Nov,0.632,0.356,1163951,735617.032,414366.556,16729.459,6503.242
49,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:36:41Z,4-Nov,0.632,0.356,1169348,739027.936,416287.888,3410.904,1921.332
50,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:39:21Z,4-Nov,0.627,0.361,1181775,740972.925,426620.775,1944.989,10332.887
52,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:41:28Z,4-Nov,0.627,0.361,1230361,771436.347,444160.321,30463.422,17539.546
54,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:44:11Z,4-Nov,0.624,0.364,1274884,795527.616,464057.776,24091.269,19897.455
54,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:44:37Z,4-Nov,0.624,0.364,1275671,796018.704,464344.244,491.088,286.468
54,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:44:58Z,4-Nov,0.622,0.365,1281555,797127.21,467767.575,1108.506,3423.331
54,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:46:24Z,4-Nov,0.621,0.366,1286158,798704.118,470733.828,1576.908,2966.253
54,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:48:07Z,4-Nov,0.62,0.367,1291940,801002.8,474141.98,2298.682,3408.152
55,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:49:33Z,4-Nov,0.621,0.366,1310559,813857.139,479664.594,12854.339,5522.614
56,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:49:58Z,4-Nov,0.624,0.363,1326406,827677.344,481485.378,13820.205,1820.784
57,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:50:06Z,4-Nov,0.624,0.363,1355319,845719.056,491980.797,18041.712,10495.419
61,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:51:49Z,4-Nov,0.631,0.356,1441203,909399.093,513068.268,63680.037,21087.471
61,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:52:41Z,4-Nov,0.632,0.355,1447063,914543.816,513707.365,5144.723,639.097
61,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:53:35Z,4-Nov,0.632,0.355,1458644,921863.008,517818.62,7319.192,4111.255
63,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:54:06Z,4-Nov,0.635,0.352,1504394,955290.19,529546.688,33427.182,11728.068
64,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:54:19Z,4-Nov,0.637,0.35,1527500,973017.5,534625,17727.31,5078.312
64,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:55:07Z,4-Nov,0.637,0.35,1529147,974066.639,535201.45,1049.139,576.45
65,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:55:21Z,4-Nov,0.638,0.35,1537999,981243.362,538299.65,7176.723,3098.2
65,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:56:43Z,4-Nov,0.639,0.349,1544770,987108.03,539124.73,5864.668,825.08
65,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:59:40Z,4-Nov,0.639,0.349,1546202,988023.078,539624.498,915.048,499.768
66,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:00:00Z,4-Nov,0.643,0.345,1575524,1013061.932,543555.78,25038.854,3931.282
68,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:03:03Z,4-Nov,0.644,0.343,1607898,1035486.312,551509.014,22424.38,7953.234
68,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:04:42Z,4-Nov,0.644,0.343,1608907,1036136.108,551855.101,649.796,346.087
68,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:12:03Z,4-Nov,0.645,0.342,1619603,1044643.935,553904.226,8507.827,2049.125
69,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:15:33Z,4-Nov,0.645,0.342,1641573,1058814.585,561417.966,14170.65,7513.74
70,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:17:29Z,4-Nov,0.648,0.339,1662540,1077325.92,563601.06,18511.335,2183.094
70,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:18:55Z,4-Nov,0.648,0.339,1665303,1079116.344,564537.717,1790.424,936.657
70,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:27:41Z,4-Nov,0.648,0.339,1669292,1081701.216,565889.988,2584.872,1352.271
72,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:33:36Z,4-Nov,0.648,0.339,1713773,1110524.904,580969.047,28823.688,15079.059
72,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:39:13Z,4-Nov,0.648,0.339,1715970,1111948.56,581713.83,1423.656,744.783
74,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:43:59Z,4-Nov,0.651,0.336,1750084,1139304.684,588028.224,27356.124,6314.394
76,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:47:53Z,4-Nov,0.648,0.338,1801704,1167504.192,608975.952,28199.508,20947.728
77,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T04:59:39Z,4-Nov,0.649,0.337,1823884,1183700.716,614648.908,16196.524,5672.956
78,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T05:04:23Z,4-Nov,0.647,0.339,1866433,1207582.151,632720.787,23881.435,18071.879
78,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T05:05:17Z,4-Nov,0.647,0.339,1866604,1207692.788,632778.756,110.637,57.969
82,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T05:06:58Z,4-Nov,0.64,0.347,1962099,1255743.36,680848.353,48050.572,48069.597
83,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T05:34:58Z,4-Nov,0.638,0.348,1974957,1260022.566,687285.036,4279.206,6436.683
84,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T05:40:33Z,4-Nov,0.639,0.347,1997169,1276190.991,693017.643,16168.425,5732.607
84,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T05:52:31Z,4-Nov,0.639,0.347,2002041,1279304.199,694708.227,3113.208,1690.584
84,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:12:38Z,4-Nov,0.639,0.348,2009963,1284366.357,699467.124,5062.158,4758.897
89,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:27:48Z,4-Nov,0.64,0.347,2037602,1304065.28,707047.894,19698.923,7580.77
89,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:29:29Z,4-Nov,0.64,0.346,2039674,1305391.36,705727.204,1326.08,-1320.69
89,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:30:35Z,4-Nov,0.639,0.347,2054943,1313108.577,713065.221,7717.217,7338.017
89,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:31:52Z,4-Nov,0.639,0.347,2056085,1313838.315,713461.495,729.738,396.274
90,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:32:55Z,4-Nov,0.64,0.347,2062702,1320129.28,715757.594,6290.965,2296.099
90,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:33:57Z,4-Nov,0.641,0.345,2075240,1330228.84,715957.8,10099.56,200.206
92,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:35:22Z,4-Nov,0.635,0.352,2107783,1338442.205,741939.616,8213.365,25981.816
92,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:36:18Z,4-Nov,0.635,0.352,2109338,1339429.63,742486.976,987.425,547.36
92,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:37:13Z,4-Nov,0.636,0.351,2120162,1348423.032,744176.862,8993.402,1689.886
93,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:38:09Z,4-Nov,0.634,0.352,2141270,1357565.18,753727.04,9142.148,9550.178
93,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:39:10Z,4-Nov,0.634,0.352,2145118,1360004.812,755081.536,2439.632,1354.496
94,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T06:55:35Z,4-Nov,0.634,0.353,2157715,1367991.31,761673.395,7986.498,6591.859
94,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T07:10:16Z,4-Nov,0.633,0.353,2159275,1366821.075,762224.075,-1170.235,550.68
97,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T08:02:25Z,4-Nov,0.632,0.355,2230255,1409521.16,791740.525,42700.085,29516.45
99,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T17:07:25Z,4-Nov,0.622,0.364,2279481,1417837.182,829731.084,8316.022,37990.559
99,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T20:19:14Z,4-Nov,0.623,0.363,2294456,1429446.088,832887.528,11608.906,3156.444
99,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T20:23:33Z,4-Nov,0.623,0.363,2294523,1429487.829,832911.849,41.741,24.321
99,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T20:58:46Z,4-Nov,0.623,0.363,2297471,1431324.433,833981.973,1836.604,1070.124
99,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T21:08:16Z,4-Nov,0.623,0.363,2297624,1431419.752,834037.512,95.319,55.539
99,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-06T18:37:30Z,6-Nov,0.623,0.363,2297216,1431165.568,833889.408,-254.184,-148.104
99,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-06T22:25:48Z,6-Nov,0.621,0.365,2309900,1434447.9,843113.5,3282.332,9224.092
31,edison,0,163387,300495,318608,367000,alaska,2020-11-04T07:47:41Z,4-Nov,0.605,0.352,113744,68815.12,40037.888,68815.12,40037.888
36,edison,0,163387,300495,318608,367000,alaska,2020-11-04T08:57:55Z,4-Nov,0.614,0.347,132475,81339.65,45968.825,12524.53,5930.937
