eevp,eevp_source,vote_share_trd,trump2016,votes2012,votes2016,expected_votes,state,timestamp,time_cat,vote_share_rep,vote_share_dem,votes,num_Trump,num_Biden,new_Trump,new_Biden
49,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:37:06Z,4-Nov,0.282,0.7,7932880,2237072.16,5553016,41031.87,66822.82
51,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:39:33Z,4-Nov,0.288,0.694,8315467,2394854.496,5770934.098,157782.336,217918.098
52,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:40:48Z,4-Nov,0.29,0.692,8471564,2456753.56,5862322.288,61899.064,91388.19
52,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:42:43Z,4-Nov,0.29,0.692,8471566,2456754.14,5862323.672,0.58,1.384000001
52,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:44:44Z,4-Nov,0.29,0.692,8471656,2456780.24,5862385.952,26.1,62.28
53,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:45:07Z,4-Nov,0.289,0.693,8584235,2480843.915,5948874.855,24063.675,86488.903
53,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:47:41Z,4-Nov,0.289,0.693,8584247,2480847.383,5948883.171,3.468,8.316
58,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:50:59Z,4-Nov,0.293,0.689,9436247,2764820.371,6501574.183,283972.988,552691.012
59,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:51:08Z,4-Nov,0.297,0.685,9630411,2860232.067,6596831.535,95411.696,95257.352
60,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:54:01Z,4-Nov,0.298,0.684,9691456,2888053.888,6628955.904,27821.821,32124.369
60,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:56:05Z,4-Nov,0.298,0.684,9691585,2888092.33,6629044.14,38.442,88.236
60,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T04:57:52Z,4-Nov,0.297,0.686,9783862,2905807.014,6711729.332,17714.684,82685.192
60,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:00:50Z,4-Nov,0.297,0.686,9785519,2906299.143,6712866.034,492.129,1136.702
60,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:03:07Z,4-Nov,0.297,0.685,9801015,2910901.455,6713695.275,4602.312,829.241
60,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:09:19Z,4-Nov,0.297,0.685,9808310,2913068.07,6718692.35,2166.615,4997.075
61,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:18:47Z,4-Nov,0.297,0.685,9862796,2929250.412,6756015.26,16182.342,37322.91
61,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:21:28Z,4-Nov,0.297,0.685,9862819,2929257.243,6756031.015,6.831,15.755
61,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:25:28Z,4-Nov,0.298,0.685,9882281,2944919.738,6769362.485,15662.495,13331.47
61,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:25:50Z,4-Nov,0.298,0.685,9882317,2944930.466,6769387.145,10.728,24.66
61,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:28:48Z,4-Nov,0.298,0.684,9919692,2956068.216,6785069.328,11137.75,15682.183
61,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:30:22Z,4-Nov,0.298,0.684,9919803,2956101.294,6785145.252,33.078,75.924
61,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:30:54Z,4-Nov,0.298,0.684,9919837,2956111.426,6785168.508,10.132,23.256
61,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:31:37Z,4-Nov,0.299,0.683,9943479,2973100.221,6791396.157,16988.795,6227.649
62,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:32:16Z,4-Nov,0.301,0.681,10072480,3031816.48,6859358.88,58716.259,67962.723
62,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:32:58Z,4-Nov,0.301,0.681,10072505,3031824.005,6859375.905,7.525,17.025
62,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:36:14Z,4-Nov,0.301,0.681,10072506,3031824.306,6859376.586,0.301,0.681
62,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:38:12Z,4-Nov,0.301,0.68,10109691,3043016.991,6874589.88,11192.685,15213.294
62,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:44:54Z,4-Nov,0.301,0.68,10114608,3044497.008,6877933.44,1480.017,3343.56
62,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:45:05Z,4-Nov,0.301,0.68,10114631,3044503.931,6877949.08,6.923,15.64
62,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:46:48Z,4-Nov,0.301,0.68,10116488,3045062.888,6879211.84,558.957,1262.76
62,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:48:29Z,4-Nov,0.301,0.68,10139811,3052083.111,6895071.48,7020.223,15859.64
63,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:51:56Z,4-Nov,0.301,0.68,10150780,3055384.78,6902530.4,3301.669,7458.92
63,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:53:03Z,4-Nov,0.301,0.68,10152788,3055989.188,6903895.84,604.408,1365.44
63,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T05:58:57Z,4-Nov,0.301,0.68,10155734,3056875.934,6905899.12,886.746,2003.28
63,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:06:40Z,4-Nov,0.304,0.677,10261928,3119626.112,6947325.256,62750.178,41426.136
63,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:07:13Z,4-Nov,0.304,0.677,10263129,3119991.216,6948138.333,365.104,813.077
63,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:07:44Z,4-Nov,0.304,0.677,10263156,3119999.424,6948156.612,8.208,18.279
63,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:10:54Z,4-Nov,0.304,0.677,10275375,3123714,6956428.875,3714.576,8272.263
63,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:11:41Z,4-Nov,0.304,0.677,10275458,3123739.232,6956485.066,25.232,56.191
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:16:50Z,4-Nov,0.308,0.673,10691369,3292941.652,7195291.337,169202.42,238806.271
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:17:27Z,4-Nov,0.308,0.673,10691419,3292957.052,7195324.987,15.4,33.65
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:18:41Z,4-Nov,0.308,0.673,10692102,3293167.416,7195784.646,210.364,459.659
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:20:04Z,4-Nov,0.308,0.673,10692175,3293189.9,7195833.775,22.484,49.129
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:20:49Z,4-Nov,0.308,0.673,10705161,3297189.588,7204573.353,3999.688,8739.578
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:23:34Z,4-Nov,0.308,0.673,10709956,3298666.448,7207800.388,1476.86,3227.035
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:25:11Z,4-Nov,0.308,0.673,10717754,3301068.232,7213048.442,2401.784,5248.054
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:30:24Z,4-Nov,0.309,0.673,10776429,3329916.561,7252536.717,28848.329,39488.275
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:30:39Z,4-Nov,0.309,0.673,10776670,3329991.03,7252698.91,74.469,162.193
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:30:57Z,4-Nov,0.309,0.673,10776857,3330048.813,7252824.761,57.783,125.851
66,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:33:06Z,4-Nov,0.309,0.673,10776859,3330049.431,7252826.107,0.618,1.346
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:33:51Z,4-Nov,0.312,0.67,10868253,3390894.936,7281729.51,60845.505,28903.403
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:34:58Z,4-Nov,0.312,0.67,10880759,3394796.808,7290108.53,3901.872,8379.02
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:36:00Z,4-Nov,0.312,0.67,10880761,3394797.432,7290109.87,0.624,1.34
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:37:23Z,4-Nov,0.312,0.67,10880762,3394797.744,7290110.54,0.312,0.67
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:42:38Z,4-Nov,0.313,0.669,10921700,3418492.1,7306617.3,23694.356,16506.76
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:45:20Z,4-Nov,0.313,0.669,10927632,3420348.816,7310585.808,1856.716,3968.508
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:45:44Z,4-Nov,0.313,0.669,10927778,3420394.514,7310683.482,45.698,97.674
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:45:56Z,4-Nov,0.313,0.669,10928506,3420622.378,7311170.514,227.864,487.032
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:46:28Z,4-Nov,0.313,0.669,10928511,3420623.943,7311173.859,1.565,3.345
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:46:52Z,4-Nov,0.313,0.669,10928512,3420624.256,7311174.528,0.313,0.669
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:48:59Z,4-Nov,0.313,0.669,10930542,3421259.646,7312532.598,635.39,1358.07
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:49:25Z,4-Nov,0.313,0.669,10932491,3421869.683,7313836.479,610.037,1303.881
67,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:49:42Z,4-Nov,0.313,0.669,10939277,3423993.701,7318376.313,2124.018,4539.834
68,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:50:13Z,4-Nov,0.313,0.669,10957819,3429797.347,7330780.911,5803.646,12404.598
68,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:52:07Z,4-Nov,0.313,0.669,10957854,3429808.302,7330804.326,10.955,23.415
68,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:52:45Z,4-Nov,0.314,0.668,10997811,3453312.654,7346537.748,23504.352,15733.422
68,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:53:17Z,4-Nov,0.314,0.668,10997830,3453318.62,7346550.44,5.966,12.692
68,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:54:56Z,4-Nov,0.314,0.668,10998086,3453399.004,7346721.448,80.384,171.008
68,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:57:16Z,4-Nov,0.314,0.668,11000058,3454018.212,7348038.744,619.208,1317.296
68,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T06:59:59Z,4-Nov,0.314,0.668,11017081,3459363.434,7359410.108,5345.222,11371.364
68,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:00:43Z,4-Nov,0.317,0.665,11097066,3517769.922,7379548.89,58406.488,20138.782
69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:09:58Z,4-Nov,0.318,0.664,11151736,3546252.048,7404752.704,28482.126,25203.814
69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:12:29Z,4-Nov,0.318,0.664,11157531,3548094.858,7408600.584,1842.81,3847.88
69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:13:58Z,4-Nov,0.318,0.664,11159167,3548615.106,7409686.888,520.248,1086.304
69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:14:28Z,4-Nov,0.318,0.664,11159347,3548672.346,7409806.408,57.24,119.52
69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:17:08Z,4-Nov,0.318,0.664,11179206,3554987.508,7422992.784,6315.162,13186.376
69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:20:23Z,4-Nov,0.318,0.663,11203890,3562837.02,7428179.07,7849.512,5186.286
69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:21:42Z,4-Nov,0.319,0.663,11210050,3576005.95,7432263.15,13168.93,4084.08
69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:22:38Z,4-Nov,0.318,0.663,11221083,3568304.394,7439578.029,-7701.556,7314.879
69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:29:49Z,4-Nov,0.319,0.663,11267250,3594252.75,7470186.75,25948.356,30608.721
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:30:58Z,4-Nov,0.32,0.662,11289217,3612549.44,7473461.654,18296.69,3274.904
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:32:49Z,4-Nov,0.32,0.662,11289235,3612555.2,7473473.57,5.76,11.916
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:34:58Z,4-Nov,0.32,0.662,11319841,3622349.12,7493734.742,9793.92,20261.172
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:47:33Z,4-Nov,0.32,0.662,11330001,3625600.32,7500460.662,3251.2,6725.92
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:48:45Z,4-Nov,0.32,0.661,11354553,3633456.96,7505359.533,7856.64,4898.871
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:49:55Z,4-Nov,0.32,0.661,11354555,3633457.6,7505360.855,0.64,1.322000001
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:53:08Z,4-Nov,0.32,0.661,11356226,3633992.32,7506465.386,534.72,1104.531
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:53:52Z,4-Nov,0.321,0.661,11376318,3651798.078,7519746.198,17805.758,13280.812
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:54:42Z,4-Nov,0.321,0.661,11385784,3654836.664,7526003.224,3038.586,6257.026
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:00:55Z,4-Nov,0.321,0.66,11399003,3659079.963,7523341.98,4243.299,-2661.244
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:04:14Z,4-Nov,0.321,0.66,11410386,3662733.906,7530854.76,3653.943,7512.78
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:05:56Z,4-Nov,0.322,0.659,11434364,3681865.208,7535245.876,19131.302,4391.116
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:09:28Z,4-Nov,0.322,0.659,11434365,3681865.53,7535246.535,0.322,0.659
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:09:57Z,4-Nov,0.322,0.659,11441827,3684268.294,7540163.993,2402.764,4917.458
70,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:12:34Z,4-Nov,0.322,0.659,11441852,3684276.344,7540180.468,8.05,16.475
71,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:15:56Z,4-Nov,0.322,0.659,11449895,3686866.19,7545480.805,2589.846,5300.337
71,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:16:48Z,4-Nov,0.322,0.659,11457970,3689466.34,7550802.23,2600.15,5321.425
71,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:17:18Z,4-Nov,0.322,0.658,11469700,3693243.4,7547062.6,3777.06,-3739.63
71,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:44:38Z,4-Nov,0.324,0.658,11551663,3742738.812,7600994.254,49495.412,53931.654
71,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:45:56Z,4-Nov,0.324,0.658,11553959,3743482.716,7602505.022,743.904,1510.768
71,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:49:56Z,4-Nov,0.324,0.658,11554838,3743767.512,7603083.404,284.796,578.382
71,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:53:19Z,4-Nov,0.324,0.657,11557142,3744514.008,7593042.294,746.496,-10041.11
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:54:46Z,4-Nov,0.325,0.657,11628787,3779355.775,7640113.059,34841.767,47070.765
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T08:59:54Z,4-Nov,0.325,0.656,11636584,3781889.8,7633599.104,2534.025,-6513.955
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T09:17:24Z,4-Nov,0.326,0.656,11678462,3807178.612,7661071.072,25288.812,27471.968
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T09:19:54Z,4-Nov,0.326,0.656,11680531,3807853.106,7662428.336,674.494,1357.264
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T09:22:47Z,4-Nov,0.326,0.655,11707092,3816511.992,7668145.26,8658.886,5716.924
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T09:27:01Z,4-Nov,0.326,0.655,11723649,3821909.574,7678990.095,5397.582,10844.835
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T09:39:57Z,4-Nov,0.327,0.655,11741482,3839464.614,7690670.71,17555.04,11680.615
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T09:47:42Z,4-Nov,0.327,0.654,11751450,3842724.15,7685448.3,3259.536,-5222.41
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T09:48:06Z,4-Nov,0.327,0.654,11751475,3842732.325,7685464.65,8.175,16.35
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T09:49:12Z,4-Nov,0.327,0.654,11751533,3842751.291,7685502.582,18.966,37.932
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T09:59:59Z,4-Nov,0.327,0.654,11752178,3842962.206,7685924.412,210.915,421.83
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T10:08:54Z,4-Nov,0.327,0.654,11763791,3846759.657,7693519.314,3797.451,7594.902
72,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T10:15:55Z,4-Nov,0.327,0.654,11764642,3847037.934,7694075.868,278.277,556.554
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T10:25:56Z,4-Nov,0.327,0.654,11771035,3849128.445,7698256.89,2090.511,4181.022
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T10:39:55Z,4-Nov,0.327,0.654,11777635,3851286.645,7702573.29,2158.2,4316.4
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T10:46:41Z,4-Nov,0.327,0.654,11777723,3851315.421,7702630.842,28.776,57.552
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T11:15:55Z,4-Nov,0.327,0.654,11778152,3851455.704,7702911.408,140.283,280.566
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T11:51:21Z,4-Nov,0.328,0.653,11825289,3878694.792,7721913.717,27239.088,19002.309
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T12:15:58Z,4-Nov,0.329,0.653,11826494,3890916.526,7722700.582,12221.734,786.865
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T12:49:57Z,4-Nov,0.329,0.652,11847771,3897916.659,7724746.692,7000.133,2046.11
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T13:09:57Z,4-Nov,0.329,0.652,11848516,3898161.764,7725232.432,245.105,485.74
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T14:20:02Z,4-Nov,0.329,0.652,11850347,3898764.163,7726426.244,602.399,1193.812
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T15:16:00Z,4-Nov,0.329,0.652,11850874,3898937.546,7726769.848,173.383,343.604
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T16:19:59Z,4-Nov,0.329,0.652,11852273,3899397.817,7727681.996,460.271,912.148
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T17:29:57Z,4-Nov,0.329,0.652,11856274,3900714.146,7730290.648,1316.329,2608.652
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T17:35:07Z,4-Nov,0.329,0.652,11857005,3900954.645,7730767.26,240.499,476.612
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T18:31:42Z,4-Nov,0.329,0.652,11857350,3901068.15,7730992.2,113.505,224.94
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T18:45:42Z,4-Nov,0.329,0.652,11858787,3901540.923,7731929.124,472.773,936.924
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T19:11:44Z,4-Nov,0.329,0.652,11860013,3901944.277,7732728.476,403.354,799.352
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T23:35:43Z,4-Nov,0.329,0.652,11860046,3901955.134,7732749.992,10.857,21.516
73,edison,0,4483810,13038547,14237884,16230000,california,2020-11-05T00:02:42Z,5-Nov,0.329,0.652,11861061,3902289.069,7733411.772,333.935,661.78
74,edison,0,4483810,13038547,14237884,16230000,california,2020-11-05T00:46:47Z,5-Nov,0.328,0.653,12053139,3953429.592,7870699.767,51140.523,137287.995
74,edison,0,4483810,13038547,14237884,16230000,california,2020-11-05T00:54:58Z,5-Nov,0.328,0.653,12064359,3957109.752,7878026.427,3680.16,7326.66
74,edison,0,4483810,13038547,14237884,16230000,california,2020-11-05T01:00:56Z,5-Nov,0.329,0.653,12077768,3973585.672,7886782.504,16475.92,8756.077
76,edison,0,4483810,13038547,14237884,16230000,california,2020-11-06T01:22:59Z,6-Nov,0.331,0.651,12317606,4077127.586,8018761.506,103541.914,131979.002
77,edison,0,4483810,13038547,14237884,16230000,california,2020-11-06T01:26:34Z,6-Nov,0.33,0.651,12499561,4124855.13,8137214.211,47727.544,118452.705
77,edison,0,4483810,13038547,14237884,16230000,california,2020-11-06T01:55:01Z,6-Nov,0.33,0.651,12570927,4148405.91,8183673.477,23550.78,46459.266
11,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:09:20Z,4-Nov,0.27,0.713,366048,98832.96,260992.224,98832.96,260992.224
11,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:11:09Z,4-Nov,0.271,0.711,371654,100718.234,264245.994,1885.274,3253.77
14,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:12:59Z,4-Nov,0.311,0.671,465025,144622.775,312031.775,43904.541,47785.781
15,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:17:28Z,4-Nov,0.311,0.67,480454,149421.194,321904.18,4798.419,9872.405
24,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:18:07Z,4-Nov,0.328,0.652,785490,257640.72,512139.48,108219.526,190235.3
31,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:18:14Z,4-Nov,0.375,0.605,1025680,384630,620536.4,126989.28,108396.92
32,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:20:35Z,4-Nov,0.377,0.603,1054882,397690.514,636093.846,13060.514,15557.446
32,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:22:05Z,4-Nov,0.379,0.6,1065224,403719.896,639134.4,6029.382,3040.554
34,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:27:32Z,4-Nov,0.376,0.604,1113080,418518.08,672300.32,14798.184,33165.92
35,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:31:49Z,4-Nov,0.383,0.597,1143322,437892.326,682563.234,19374.246,10262.914
45,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:32:08Z,4-Nov,0.383,0.595,1491619,571290.077,887513.305,133397.751,204950.071
46,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:34:25Z,4-Nov,0.386,0.592,1507385,581850.61,892371.92,10560.533,4858.615
47,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:34:33Z,4-Nov,0.386,0.593,1533734,592021.324,909504.262,10170.714,17132.342
56,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:34:54Z,4-Nov,0.406,0.572,1842843,748194.258,1054106.196,156172.934,144601.934
63,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:35:53Z,4-Nov,0.405,0.572,2065128,836376.84,1181253.216,88182.582,127147.02
64,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:38:20Z,4-Nov,0.408,0.569,2090420,852891.36,1189448.98,16514.52,8195.764
68,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:40:42Z,4-Nov,0.393,0.584,2217396,871436.628,1294959.264,18545.268,105510.284
68,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:41:12Z,4-Nov,0.394,0.584,2231984,879401.696,1303478.656,7965.068,8519.392
70,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:42:37Z,4-Nov,0.4,0.577,2303151,921260.4,1328918.127,41858.704,25439.471
71,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:46:02Z,4-Nov,0.401,0.577,2343344,939680.944,1352109.488,18420.544,23191.361
72,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:49:20Z,4-Nov,0.401,0.576,2351546,942969.946,1354490.496,3289.002,2381.008
72,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:50:04Z,4-Nov,0.403,0.575,2360476,951271.828,1357273.7,8301.882,2783.204
72,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:50:27Z,4-Nov,0.404,0.574,2365130,955512.52,1357584.62,4240.692,310.92
72,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:52:23Z,4-Nov,0.404,0.574,2369034,957089.736,1359825.516,1577.216,2240.896
78,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:00:09Z,4-Nov,0.403,0.574,2573457,1037103.171,1477164.318,80013.435,117338.802
78,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:02:45Z,4-Nov,0.403,0.574,2574359,1037466.677,1477682.066,363.506,517.748
79,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:05:05Z,4-Nov,0.403,0.574,2575866,1038073.998,1478547.084,607.321,865.018
79,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:07:16Z,4-Nov,0.404,0.574,2579008,1041919.232,1480350.592,3845.234,1803.508
79,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:08:31Z,4-Nov,0.404,0.573,2583397,1043692.388,1480286.481,1773.156,-64.111
79,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:13:21Z,4-Nov,0.404,0.573,2584151,1043997.004,1480718.523,304.616,432.042
79,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:14:02Z,4-Nov,0.404,0.573,2592492,1047366.768,1485497.916,3369.764,4779.393
79,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:27:18Z,4-Nov,0.406,0.571,2604443,1057403.858,1487136.953,10037.09,1639.037
79,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:29:18Z,4-Nov,0.406,0.571,2604504,1057428.624,1487171.784,24.766,34.831
80,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:37:56Z,4-Nov,0.406,0.571,2618442,1063087.452,1495130.382,5658.828,7958.598
80,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:41:08Z,4-Nov,0.406,0.571,2618561,1063135.766,1495198.331,48.314,67.949
