id,eevp,eevp_source,trump2016,votes2012,votes2016,expected_votes,state,timestamp,weird_timestamps,hour_seconds,mail_in,time_cat,votes,vote_share_rep,vote_share_dem,absolute_diff_in_percent_vote_share,cum_num_Trump,cum_num_Biden,new_Trump_votes_added,new_Biden_votes_added,d1_NEW_votes,r_NEW_votes_added,rabs_NEW,diff_cat,outlier_new,d1_num,r_num,rabs_num,outlier_num
3855,52,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T05:17:04Z,normal,05:17:04Z,overnight,4-Nov,2959093,0.54,0.442,0.098,1597910.22,1307919.106,3304.26,2704.598,1.20E-07,0.069748477,0.069748477,low,normal,8.01E-06,-0.556705081,0.556705081,normal
8034,66,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:17:19Z,normal,05:17:19Z,overnight,4-Nov,2387873,0.516,0.467,0.049,1232142.468,1115136.691,4557.828,1745.971,4.09E-08,-0.040923202,0.040923202,low,normal,1.61E-06,-0.259438714,0.259438714,normal
3060,44,edison,335593,713180,747927,860000,maine,2020-11-04T05:17:19Z,normal,05:17:19Z,overnight,4-Nov,377223,0.46,0.508,0.048,173522.58,191629.284,1366.66,1135.016,3.58E-07,0.118770929,0.118770929,low,normal,7.34E-10,0.004468306,0.004468306,normal
2896,86,edison,1178638,1994065,2029032,2150000,louisiana,2020-11-04T05:17:28Z,normal,05:17:28Z,overnight,4-Nov,1950936,0.613,0.37,0.243,1195923.768,721846.32,0.613,0.37,6.00E-07,0.152210647,0.152210647,high,normal,1.69E-05,-0.84056475,0.84056475,normal
3061,44,edison,335593,713180,747927,860000,maine,2020-11-04T05:17:33Z,normal,05:17:33Z,overnight,4-Nov,378186,0.46,0.508,0.048,173965.56,192118.488,442.98,489.204,5.50E-07,0.146237426,0.146237426,low,normal,7.52E-10,0.004525547,0.004525547,normal
3062,44,edison,335593,713180,747927,860000,maine,2020-11-04T05:17:42Z,normal,05:17:42Z,overnight,4-Nov,379876,0.46,0.508,0.048,174742.96,192977.008,777.4,858.52,5.14E-07,0.141712524,0.141712524,low,normal,7.86E-10,0.004626,0.004626,normal
596,86,edison,1202484,2569520,2780247,3325000,colorado,2020-11-04T05:17:45Z,normal,05:17:45Z,overnight,4-Nov,2829798,0.413,0.563,0.15,1168706.574,1593176.274,689.71,940.21,5.77E-07,0.150039517,0.150039517,low,normal,9.38E-06,0.626658513,0.626658513,normal
8035,66,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:17:46Z,normal,05:17:46Z,overnight,4-Nov,2390630,0.516,0.467,0.049,1233565.08,1116424.21,1422.612,1287.519,3.75E-07,0.121642003,0.121642003,low,normal,1.61E-06,-0.25971753,0.25971753,normal
2272,85,edison,800983,1582180,1566031,1825000,iowa,2020-11-04T05:17:51Z,normal,05:17:51Z,overnight,4-Nov,1544446,0.523,0.458,0.065,807745.258,707356.268,403.233,353.118,5.27E-07,0.143087935,0.143087935,low,normal,1.19E-06,-0.214907593,0.214907593,normal
5534,78,edison,2819534,7073151,7721453,8930000,new-york,2020-11-04T05:17:58Z,normal,05:17:58Z,overnight,4-Nov,6586680,0.404,0.583,0.179,2661018.72,3840034.44,404.808,584.166,5.97E-07,0.152238056,0.152238056,high,normal,0.000161627,1.796694595,1.796694595,normal
8036,66,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:18:00Z,normal,05:18:00Z,overnight,4-Nov,2392985,0.516,0.467,0.049,1234780.26,1117523.995,1215.18,1099.785,4.04E-07,0.126102228,0.126102228,low,normal,1.61E-06,-0.259955692,0.259955692,normal
2273,86,edison,800983,1582180,1566031,1825000,iowa,2020-11-04T05:18:01Z,normal,05:18:01Z,overnight,4-Nov,1569289,0.525,0.456,0.069,823876.725,715595.784,16131.467,8239.516,5.00E-06,-0.449004406,0.449004406,low,normal,1.34E-06,-0.228446521,0.228446521,normal
3856,52,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T05:18:06Z,normal,05:18:06Z,overnight,4-Nov,2961905,0.54,0.442,0.098,1599428.7,1309162.01,1518.48,1242.904,3.31E-07,0.114326,0.114326,low,normal,8.02E-06,-0.557217077,0.557217077,normal
3271,66,edison,943169,2707327,2781446,3115000,maryland,2020-11-04T05:18:12Z,normal,05:18:12Z,overnight,4-Nov,2059780,0.349,0.632,0.283,718863.22,1301780.96,35.249,63.832,6.04E-07,0.152750372,0.152750372,high,normal,2.18E-05,0.903660538,0.903660538,normal
6298,58,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T05:18:14Z,normal,05:18:14Z,overnight,4-Nov,4122172,0.565,0.422,0.143,2329027.18,1739556.584,11463.85,4460.498,2.62E-06,-0.330828345,0.330828345,low,normal,4.57E-05,-1.075404427,1.075404427,normal
7473,92,edison,95369,299290,315067,370000,vermont,2020-11-04T05:18:20Z,normal,05:18:20Z,overnight,4-Nov,330992,0.312,0.655,0.343,103269.504,216799.76,409.968,860.67,6.84E-07,0.16299938,0.16299938,high,normal,1.03E-06,0.163055854,0.163055854,normal
3063,45,edison,335593,713180,747927,860000,maine,2020-11-04T05:18:20Z,normal,05:18:20Z,overnight,4-Nov,383937,0.462,0.507,0.045,177378.894,194656.059,2635.934,1679.051,1.13E-07,0.067293102,0.067293102,low,normal,3.20E-10,0.002956452,0.002956452,normal
8037,67,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:18:25Z,normal,05:18:25Z,overnight,4-Nov,2408891,0.516,0.467,0.049,1242987.756,1124952.097,8207.496,7428.102,1.41E-08,-0.024246267,0.024246267,low,normal,1.64E-06,-0.261564272,0.261564272,normal
4883,73,edison,495961,794379,844227,945000,nebraska,2020-11-04T05:18:26Z,normal,05:18:26Z,overnight,4-Nov,691187,0.543,0.436,0.107,375314.541,301357.532,268.242,215.384,5.45E-07,0.145368121,0.145368121,low,normal,7.63E-07,-0.154033295,0.154033295,normal
2274,86,edison,800983,1582180,1566031,1825000,iowa,2020-11-04T05:18:27Z,normal,05:18:27Z,overnight,4-Nov,1569296,0.525,0.456,0.069,823880.4,715598.976,3.675,3.192,6.00E-07,0.152146838,0.152146838,low,normal,1.34E-06,-0.22844746,0.22844746,normal
3857,52,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T05:18:31Z,normal,05:18:31Z,overnight,4-Nov,2964847,0.54,0.442,0.098,1601017.38,1310462.374,1588.68,1300.364,3.21E-07,0.112573629,0.112573629,low,normal,8.05E-06,-0.557752743,0.557752743,normal
4208,65,edison,1323232,2936561,2945233,3415000,minnesota,2020-11-04T05:18:34Z,normal,05:18:34Z,overnight,4-Nov,2224997,0.441,0.539,0.098,981223.677,1199273.383,1.323,1.617,6.01E-07,0.152219555,0.152219555,low,normal,2.17E-06,0.297551116,0.297551116,normal
6299,58,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T05:18:39Z,normal,05:18:39Z,overnight,4-Nov,4122222,0.565,0.422,0.143,2329055.43,1739577.684,28.25,21.1,5.94E-07,0.151445105,0.151445105,low,normal,4.57E-05,-1.075417256,1.075417256,normal
4338,95,edison,1323232,2936561,2945233,3415000,minnesota,2020-11-05T05:18:44Z,normal,05:18:44Z,overnight,5-Nov,3257417,0.454,0.525,0.071,1478867.318,1710143.925,5.902,6.825,6.06E-08,0.013889486,0.013889486,low,normal,9.38E-08,-0.017282307,0.017282307,normal
8038,67,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:18:46Z,normal,05:18:46Z,overnight,4-Nov,2409411,0.516,0.467,0.049,1243256.076,1125194.937,268.32,242.84,5.54E-07,0.146461751,0.146461751,low,normal,1.64E-06,-0.26161686,0.26161686,normal
415,61,edison,4483810,13038547,14237884,16230000,california,2020-11-04T05:18:47Z,normal,05:18:47Z,overnight,4-Nov,9862796,0.297,0.685,0.388,2929250.412,6756015.26,16182.342,37322.91,1.26E-05,0.711276544,0.711276544,high,normal,0.002258111,6.106390681,6.106390681,outlier
3064,45,edison,335593,713180,747927,860000,maine,2020-11-04T05:18:47Z,normal,05:18:47Z,overnight,4-Nov,384318,0.462,0.507,0.045,177554.916,194849.226,176.022,193.167,5.80E-07,0.149800635,0.149800635,low,normal,3.25E-10,0.002977202,0.002977202,normal
1378,80,edison,2089104,3900050,4141445,5025000,georgia,2020-11-04T05:18:58Z,normal,05:18:58Z,overnight,4-Nov,4112396,0.53,0.458,0.072,2179569.88,1883477.368,-3907.526,27112.682,5.97E-05,1.462103686,1.462103686,low,normal,1.24E-05,-0.590552622,0.590552622,normal
3858,52,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T05:18:58Z,normal,05:18:58Z,overnight,4-Nov,2973481,0.54,0.442,0.098,1605679.74,1314278.602,4662.36,3816.228,3.14E-08,0.035847024,0.035847024,low,normal,8.11E-06,-0.559324783,0.559324783,normal
2469,85,edison,671018,1159971,1194755,1330000,kansas,2020-11-04T05:18:58Z,normal,05:18:58Z,overnight,4-Nov,1134935,0.56,0.414,0.146,635563.6,469863.09,4724.833,1530.195,8.55E-08,-0.059189481,0.059189481,low,normal,2.74E-06,-0.31440766,0.31440766,normal
3065,45,edison,335593,713180,747927,860000,maine,2020-11-04T05:19:01Z,normal,05:19:01Z,overnight,4-Nov,384617,0.462,0.507,0.045,177693.054,195000.819,138.138,151.593,5.84E-07,0.150323753,0.150323753,low,normal,3.28E-10,0.002993487,0.002993487,normal
5535,78,edison,2819534,7073151,7721453,8930000,new-york,2020-11-04T05:19:15Z,normal,05:19:15Z,overnight,4-Nov,6587088,0.404,0.583,0.179,2661183.552,3840272.304,164.832,237.864,5.99E-07,0.152234002,0.152234002,high,normal,0.000161667,1.796807032,1.796807032,normal
7416,73,edison,515231,1017440,1143601,1350000,utah,2020-11-04T05:19:19Z,normal,05:19:19Z,overnight,4-Nov,983616,0.577,0.388,0.189,567546.432,381643.008,22826.8,6370.432,2.29E-05,-0.910087152,0.910087152,high,normal,3.41E-06,-0.344581122,0.344581122,normal
2275,86,edison,800983,1582180,1566031,1825000,iowa,2020-11-04T05:19:29Z,normal,05:19:29Z,overnight,4-Nov,1570162,0.525,0.456,0.069,824335.05,715993.872,454.65,394.896,5.17E-07,0.141792122,0.141792122,low,normal,1.34E-06,-0.228563617,0.228563617,normal
3066,45,edison,335593,713180,747927,860000,maine,2020-11-04T05:19:29Z,normal,05:19:29Z,overnight,4-Nov,386347,0.462,0.506,0.044,178492.314,195491.582,799.26,490.763,4.05E-07,0.125742395,0.125742395,low,normal,2.21E-10,0.002457304,0.002457304,normal
2276,86,edison,800983,1582180,1566031,1825000,iowa,2020-11-04T05:19:36Z,normal,05:19:36Z,overnight,4-Nov,1570459,0.525,0.456,0.069,824490.975,716129.304,155.925,135.432,5.71E-07,0.148651065,0.148651065,low,normal,1.34E-06,-0.228603453,0.228603453,normal
3067,45,edison,335593,713180,747927,860000,maine,2020-11-04T05:19:40Z,normal,05:19:40Z,overnight,4-Nov,387036,0.463,0.506,0.043,179197.668,195840.216,705.354,348.634,4.04E-07,0.125476186,0.125476186,low,normal,1.25E-10,0.00184629,0.00184629,normal
1637,60,edison,409055,652346,690433,875000,idaho,2020-11-04T05:19:45Z,normal,05:19:45Z,overnight,4-Nov,464481,0.548,0.424,0.124,254535.588,196939.944,990.695,407.888,3.17E-07,0.111381921,0.111381921,low,normal,5.21E-07,-0.122380139,0.122380139,normal
1379,80,edison,2089104,3900050,4141445,5025000,georgia,2020-11-04T05:19:48Z,normal,05:19:48Z,overnight,4-Nov,4115565,0.53,0.458,0.072,2181249.45,1884928.77,1679.57,1451.402,3.25E-07,0.113370188,0.113370188,low,normal,1.25E-05,-0.590993936,0.590993936,normal
4209,67,edison,1323232,2936561,2945233,3415000,minnesota,2020-11-04T05:19:48Z,normal,05:19:48Z,overnight,4-Nov,2279780,0.444,0.535,0.091,1012222.32,1219682.3,30998.643,20408.917,2.28E-05,-0.820133276,0.820133276,low,normal,1.89E-06,0.278999966,0.278999966,normal
7272,90,edison,4685047,7993851,8969226,11660000,texas,2020-11-04T05:19:53Z,normal,05:19:53Z,overnight,4-Nov,10456154,0.522,0.463,0.059,5458112.388,4841199.302,6375.186,-4789.322,4.00E-06,-0.407168442,0.407168442,low,normal,0.000384473,-1.249398514,1.249398514,normal
3068,45,edison,335593,713180,747927,860000,maine,2020-11-04T05:20:03Z,normal,05:20:03Z,overnight,4-Nov,387647,0.463,0.506,0.043,179480.561,196149.382,282.893,309.166,5.67E-07,0.148273663,0.148273663,low,normal,1.29E-10,0.001877547,0.001877547,normal
6300,58,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T05:20:07Z,normal,05:20:07Z,overnight,4-Nov,4146280,0.564,0.423,0.141,2338501.92,1753876.44,9446.49,14298.756,7.66E-07,0.179061466,0.179061466,low,normal,4.54E-05,-1.067888327,1.067888327,normal
8039,67,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:20:13Z,normal,05:20:13Z,overnight,4-Nov,2413813,0.516,0.467,0.049,1245527.508,1127250.671,2271.432,2055.734,2.68E-07,0.10339061,0.10339061,low,normal,1.64E-06,-0.262062036,0.262062036,normal
4759,50,edison,279240,484048,501822,605000,montana,2020-11-04T05:20:15Z,normal,05:20:15Z,overnight,4-Nov,294016,0.495,0.476,0.019,145537.92,139951.616,1512.9,308.696,1.51E-07,0.077283421,0.077283421,low,normal,4.09E-08,-0.033043037,0.033043037,normal
3069,45,edison,335593,713180,747927,860000,maine,2020-11-04T05:20:18Z,normal,05:20:18Z,overnight,4-Nov,387650,0.463,0.506,0.043,179481.95,196150.9,1.389,1.518,6.00E-07,0.152211787,0.152211787,low,normal,1.29E-10,0.001877701,0.001877701,normal
2277,86,edison,800983,1582180,1566031,1825000,iowa,2020-11-04T05:20:22Z,normal,05:20:22Z,overnight,4-Nov,1574814,0.526,0.455,0.071,828352.164,716540.37,3861.189,411.066,7.21E-08,-0.054118026,0.054118026,low,normal,1.40E-06,-0.234391304,0.234391304,normal
1380,80,edison,2089104,3900050,4141445,5025000,georgia,2020-11-04T05:20:27Z,normal,05:20:27Z,overnight,4-Nov,4116531,0.53,0.458,0.072,2181761.43,1885371.198,511.98,442.428,5.07E-07,0.140385266,0.140385266,low,normal,1.25E-05,-0.591128461,0.591128461,normal
4884,74,edison,495961,794379,844227,945000,nebraska,2020-11-04T05:20:31Z,normal,05:20:31Z,overnight,4-Nov,695511,0.544,0.435,0.109,378357.984,302547.285,3043.443,1189.753,1.46E-08,0.024209986,0.024209986,low,normal,7.93E-07,-0.157182821,0.157182821,normal
3070,45,edison,335593,713180,747927,860000,maine,2020-11-04T05:20:34Z,normal,05:20:34Z,overnight,4-Nov,388118,0.463,0.505,0.042,179698.634,195999.59,216.684,-151.31,4.62E-07,0.133676724,0.133676724,low,normal,5.89E-11,0.00126835,0.00126835,normal
7846,95,edison,489371,670667,721231,795000,west-virginia,2020-11-04T05:20:44Z,normal,05:20:44Z,overnight,4-Nov,754015,0.683,0.299,0.384,514992.245,225450.485,3005.979,236.585,3.43E-09,-0.011751162,0.011751162,high,normal,7.74E-06,-0.511528262,0.511528262,normal
5536,82,edison,2819534,7073151,7721453,8930000,new-york,2020-11-04T05:20:50Z,normal,05:20:50Z,overnight,4-Nov,6910101,0.401,0.586,0.185,2770950.501,4049319.186,109766.949,209046.882,0.00116077,2.181152932,2.181152932,high,outlier,0.000206838,1.954327035,1.954327035,normal
3859,52,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T05:21:00Z,normal,05:21:00Z,overnight,4-Nov,2973861,0.54,0.442,0.098,1605884.94,1314446.562,205.2,167.96,5.59E-07,0.147108881,0.147108881,low,normal,8.11E-06,-0.559393972,0.559393972,normal
5537,82,edison,2819534,7073151,7721453,8930000,new-york,2020-11-04T05:21:06Z,normal,05:21:06Z,overnight,4-Nov,6911903,0.401,0.586,0.185,2771673.103,4050375.158,722.602,1055.972,5.98E-07,0.152771662,0.152771662,high,normal,0.000207053,1.954841526,1.954841526,normal
8040,67,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:21:16Z,normal,05:21:16Z,overnight,4-Nov,2415075,0.516,0.467,0.049,1246178.7,1127840.025,651.192,589.354,4.90E-07,0.138229173,0.138229173,low,normal,1.64E-06,-0.262189663,0.262189663,normal
1638,60,edison,409055,652346,690433,875000,idaho,2020-11-04T05:21:16Z,normal,05:21:16Z,overnight,4-Nov,466322,0.549,0.422,0.127,256010.778,196787.884,1475.19,-152.06,9.44E-08,0.061030907,0.061030907,low,normal,5.44E-07,-0.125095853,0.125095853,normal
357,86,edison,684872,1069468,1130635,1225000,arkansas,2020-11-04T05:21:19Z,normal,05:21:19Z,overnight,4-Nov,1087494,0.637,0.335,0.302,692733.678,364310.49,27504.483,8050.305,3.82E-05,-1.112812744,1.112812744,high,normal,9.16E-06,-0.582261001,0.582261001,normal
3272,67,edison,943169,2707327,2781446,3115000,maryland,2020-11-04T05:21:20Z,normal,05:21:20Z,overnight,4-Nov,2074916,0.352,0.629,0.277,730370.432,1305122.164,11507.212,3341.204,3.42E-06,-0.378097372,0.378097372,high,normal,2.10E-05,0.889863753,0.889863753,normal
3071,45,edison,335593,713180,747927,860000,maine,2020-11-04T05:21:23Z,normal,05:21:23Z,overnight,4-Nov,388175,0.463,0.505,0.042,179725.025,196028.375,26.391,28.785,5.97E-07,0.151859739,0.151859739,low,normal,5.91E-11,0.001271173,0.001271173,normal
416,61,edison,4483810,13038547,14237884,16230000,california,2020-11-04T05:21:28Z,normal,05:21:28Z,overnight,4-Nov,9862819,0.297,0.685,0.388,2929257.243,6756031.015,6.831,15.755,6.02E-07,0.152467206,0.152467206,high,normal,0.002258132,6.106404969,6.106404969,outlier
8041,67,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:21:33Z,normal,05:21:33Z,overnight,4-Nov,2416138,0.516,0.467,0.049,1246727.208,1128336.446,548.508,496.421,5.07E-07,0.140437101,0.140437101,low,normal,1.64E-06,-0.262297164,0.262297164,normal
8042,67,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:21:46Z,normal,05:21:46Z,overnight,4-Nov,2422193,0.516,0.468,0.048,1249851.588,1133586.324,3124.38,5249.878,8.21E-07,0.181928279,0.181928279,low,normal,1.60E-06,-0.25895736,0.25895736,normal
6000,95,edison,949136,1334872,1452992,1630000,oklahoma,2020-11-04T05:21:47Z,normal,05:21:47Z,overnight,4-Nov,1553729,0.654,0.323,0.331,1016138.766,501854.467,1685.358,832.371,1.97E-07,0.088277486,0.088277486,high,normal,1.96E-05,-0.898789576,0.898789576,normal
3860,52,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T05:21:48Z,normal,05:21:48Z,overnight,4-Nov,2973869,0.54,0.442,0.098,1605889.26,1314450.098,4.32,3.536,6.00E-07,0.15212338,0.15212338,low,normal,8.11E-06,-0.559395428,0.559395428,normal
3425,47,edison,1090893,3167767,3325046,3725000,massachusetts,2020-11-04T05:21:51Z,normal,05:21:51Z,overnight,4-Nov,1755203,0.323,0.654,0.331,566930.569,1147902.762,836.797,6979.203,3.75E-06,0.383088085,0.383088085,high,normal,2.36E-05,0.906727936,0.906727936,normal
7273,90,edison,4685047,7993851,8969226,11660000,texas,2020-11-04T05:21:54Z,normal,05:21:54Z,overnight,4-Nov,10456156,0.522,0.463,0.059,5458113.432,4841200.228,1.044,0.926,6.00E-07,0.152208016,0.152208016,low,normal,0.000384473,-1.24939875,1.24939875,normal
5100,53,edison,345790,710972,744296,805000,new-hampshire,2020-11-04T05:21:56Z,normal,05:21:56Z,overnight,4-Nov,456800,0.46,0.526,0.066,210128,240276.8,5000.9,4760.5,7.12E-08,0.054080316,0.054080316,low,normal,1.83E-08,0.022614823,0.022614823,normal
4210,67,edison,1323232,2936561,2945233,3415000,minnesota,2020-11-04T05:22:06Z,normal,05:22:06Z,overnight,4-Nov,2279806,0.444,0.535,0.091,1012233.864,1219696.21,11.544,13.91,6.00E-07,0.152121472,0.152121472,low,normal,1.89E-06,0.279003353,0.279003353,normal
5101,53,edison,345790,710972,744296,805000,new-hampshire,2020-11-04T05:22:06Z,normal,05:22:06Z,overnight,4-Nov,459273,0.46,0.526,0.066,211265.58,241577.598,1137.58,1300.798,4.89E-07,0.138619461,0.138619461,low,normal,1.87E-08,0.022834449,0.022834449,normal
8043,67,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:22:08Z,normal,05:22:08Z,overnight,4-Nov,2422964,0.516,0.468,0.048,1250249.424,1133947.152,397.836,360.828,5.32E-07,0.143707712,0.143707712,low,normal,1.60E-06,-0.259034074,0.259034074,normal
1381,80,edison,2089104,3900050,4141445,5025000,georgia,2020-11-04T05:22:15Z,normal,05:22:15Z,overnight,4-Nov,4129470,0.53,0.457,0.073,2188619.1,1887167.79,6857.67,1796.592,7.08E-07,-0.171598581,0.171598581,low,normal,1.29E-05,-0.599668401,0.599668401,normal
5725,86,edison,216794,322932,344360,395000,north-dakota,2020-11-04T05:22:17Z,normal,05:22:17Z,overnight,4-Nov,339837,0.644,0.324,0.32,218855.028,110107.188,3003.143,1342.008,2.64E-08,0.032624864,0.032624864,high,normal,1.49E-06,-0.204380807,0.204380807,normal
3861,53,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T05:22:28Z,normal,05:22:28Z,overnight,4-Nov,2977716,0.54,0.442,0.098,1607966.64,1316150.472,2077.38,1700.374,2.53E-07,0.100374441,0.100374441,low,normal,8.13E-06,-0.560095873,0.560095873,normal
5340,81,edison,319667,783757,798319,920000,new-mexico,2020-11-04T05:22:40Z,normal,05:22:40Z,overnight,4-Nov,745465,0.449,0.53,0.081,334713.785,395096.45,56.574,66.78,5.95E-07,0.151637825,0.151637825,low,normal,1.47E-07,0.066832934,0.066832934,normal
6301,60,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T05:22:49Z,normal,05:22:49Z,overnight,4-Nov,4267542,0.571,0.416,0.155,2436766.482,1775297.472,98264.562,21421.032,0.004268108,-4.663255202,4.663255202,high,outlier,6.11E-05,-1.197319151,1.197319151,normal
8199,56,edison,174419,249061,255849,280000,wyoming,2020-11-04T05:22:51Z,normal,05:22:51Z,overnight,4-Nov,161337,0.749,0.216,0.533,120841.413,34848.792,1001.341,242.568,2.77E-07,0.104155511,0.104155511,high,normal,1.01E-06,-0.163229185,0.163229185,normal
5538,82,edison,2819534,7073151,7721453,8930000,new-york,2020-11-04T05:23:00Z,normal,05:23:00Z,overnight,4-Nov,6914650,0.401,0.586,0.185,2772774.65,4051984.9,1101.547,1609.742,5.97E-07,0.153055084,0.153055084,high,normal,0.000207382,1.955625824,1.955625824,normal
8044,67,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:23:00Z,normal,05:23:00Z,overnight,4-Nov,2424623,0.516,0.468,0.048,1251105.468,1134723.564,856.044,776.412,4.58E-07,0.133890769,0.133890769,low,normal,1.61E-06,-0.259199143,0.259199143,normal
6877,76,edison,227721,363815,370093,430000,south-dakota,2020-11-04T05:23:00Z,normal,05:23:00Z,overnight,4-Nov,314168,0.647,0.327,0.32,203266.696,102732.936,3827.762,1469.824,2.39E-09,-0.009843347,0.009843347,high,normal,1.30E-06,-0.190338266,0.190338266,normal
7274,90,edison,4685047,7993851,8969226,11660000,texas,2020-11-04T05:23:15Z,normal,05:23:15Z,overnight,4-Nov,10456442,0.522,0.463,0.059,5458262.724,4841332.646,149.292,132.418,5.73E-07,0.148913242,0.148913242,low,normal,0.000384519,-1.249432491,1.249432491,normal
1382,80,edison,2089104,3900050,4141445,5025000,georgia,2020-11-04T05:23:16Z,normal,05:23:16Z,overnight,4-Nov,4129613,0.53,0.457,0.073,2188694.89,1887233.141,75.79,65.351,5.86E-07,0.150471904,0.150471904,low,normal,1.29E-05,-0.599688549,0.599688549,normal
6302,60,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T05:23:34Z,normal,05:23:34Z,overnight,4-Nov,4295324,0.569,0.418,0.151,2444039.356,1795445.432,7272.874,20147.96,6.96E-06,0.538421968,0.538421968,low,normal,5.94E-05,-1.176609771,1.176609771,normal
2278,86,edison,800983,1582180,1566031,1825000,iowa,2020-11-04T05:23:34Z,normal,05:23:34Z,overnight,4-Nov,1575604,0.526,0.455,0.071,828767.704,716899.82,415.54,359.45,5.24E-07,0.142631075,0.142631075,low,normal,1.41E-06,-0.234499877,0.234499877,normal
5102,54,edison,345790,710972,744296,805000,new-hampshire,2020-11-04T05:23:38Z,normal,05:23:38Z,overnight,4-Nov,464683,0.461,0.525,0.064,214218.863,243958.575,2953.283,2380.977,1.48E-07,0.077056279,0.077056279,low,normal,1.70E-08,0.02177939,0.02177939,normal
1462,95,edison,2089104,3900050,4141445,5025000,georgia,2020-11-05T05:23:50Z,normal,05:23:50Z,overnight,5-Nov,4887209,0.497,0.491,0.006,2428942.873,2399619.619,2158.968,2132.904,2.02E-07,-0.025341475,0.025341475,low,normal,7.51E-05,-0.481901397,0.481901397,normal
2470,85,edison,671018,1159971,1194755,1330000,kansas,2020-11-04T05:23:53Z,normal,05:23:53Z,overnight,4-Nov,1135106,0.56,0.414,0.146,635659.36,469933.884,95.76,70.794,5.79E-07,0.149537331,0.149537331,low,normal,2.74E-06,-0.314452326,0.314452326,normal
1639,61,edison,409055,652346,690433,875000,idaho,2020-11-04T05:23:54Z,normal,05:23:54Z,overnight,4-Nov,471060,0.551,0.42,0.131,259554.06,197845.2,3543.282,1057.316,2.43E-09,-0.009927545,0.009927545,low,normal,5.80E-07,-0.129297598,0.129297598,normal
6303,60,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T05:23:55Z,normal,05:23:55Z,overnight,4-Nov,4316112,0.57,0.417,0.153,2460183.84,1799818.704,16144.484,4373.272,9.06E-06,-0.604389383,0.604389383,low,normal,6.21E-05,-1.196481732,1.196481732,normal
1856,64,edison,2146015,5242014,5594420,6100000,illinois,2020-11-04T05:24:01Z,normal,05:24:01Z,overnight,4-Nov,3978575,0.424,0.557,0.133,1686915.8,2216066.275,9471.23,3267.055,1.66E-06,-0.263587566,0.263587566,low,normal,1.61E-05,0.776196436,0.776196436,normal
8045,68,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:24:07Z,normal,05:24:07Z,overnight,4-Nov,2436212,0.516,0.467,0.049,1257085.392,1137711.004,5979.924,2987.44,1.30E-07,-0.073324055,0.073324055,low,normal,1.67E-06,-0.264327259,0.264327259,normal
2279,87,edison,800983,1582180,1566031,1825000,iowa,2020-11-04T05:24:10Z,normal,05:24:10Z,overnight,4-Nov,1580915,0.527,0.454,0.073,833142.205,717735.41,4374.501,835.59,1.09E-07,-0.066756761,0.066756761,low,normal,1.48E-06,-0.240453664,0.240453664,normal
7275,90,edison,4685047,7993851,8969226,11660000,texas,2020-11-04T05:24:15Z,normal,05:24:15Z,overnight,4-Nov,10467515,0.522,0.463,0.059,5464042.83,4846459.445,5780.106,5126.799,1.37E-08,0.023770796,0.023770796,low,normal,0.000386269,-1.250738837,1.250738837,normal
8046,68,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T05:24:16Z,weird,05:24:16Z,overnight,4-Nov,2432869,0.516,0.467,0.049,1255360.404,1136149.823,-1724.988,-1561.181,9.57E-07,0.189322373,0.189322373,low,normal,1.67E-06,-0.263989179,0.263989179,normal
1640,62,edison,409055,652346,690433,875000,idaho,2020-11-04T05:24:16Z,normal,05:24:16Z,overnight,4-Nov,483216,0.557,0.415,0.142,269151.312,200534.64,9597.252,2689.44,2.06E-06,-0.293961151,0.293961151,low,normal,6.85E-07,-0.140962876,0.140962876,normal
