id,eevp,eevp_source,trump2016,votes2012,votes2016,expected_votes,state,timestamp,weird_timestamps,hour_seconds,mail_in,time_cat,votes,vote_share_rep,vote_share_dem,absolute_diff_in_percent_vote_share,cum_num_Trump,cum_num_Biden,new_Trump_votes_added,new_Biden_votes_added,d1_NEW_votes,r_NEW_votes_added,rabs_NEW,diff_cat,outlier_new,d1_num,r_num,rabs_num,outlier_num
5005,16,edison,345790,710972,744296,805000,new-hampshire,2020-11-04T02:18:05Z,normal,02:18:05Z,overnight,4-Nov,137555,0.449,0.539,0.09,61762.195,74142.145,35.022,42.042,5.98E-07,0.151891957,0.151891957,low,normal,3.31E-12,-0.000288599,0.000288599,normal
543,24,edison,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:18:07Z,normal,02:18:07Z,overnight,4-Nov,785490,0.328,0.652,0.324,257640.72,512139.48,108219.526,190235.3,0.000546359,1.51758625,1.51758625,high,outlier,5.19E-06,0.386734912,0.386734912,normal
5792,58,edison,2841005,5590898,5536528,6315000,ohio,2020-11-04T02:18:11Z,normal,02:18:11Z,overnight,4-Nov,3676230,0.474,0.514,0.04,1742533.02,1889582.22,70.626,76.586,5.92E-07,0.151219223,0.151219223,low,normal,6.23E-07,0.150456432,0.150456432,normal
544,31,edison,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:18:14Z,normal,02:18:14Z,overnight,4-Nov,1025680,0.375,0.605,0.23,384630,620536.4,126989.28,108396.92,0.002636444,-2.842157177,2.842157177,high,outlier,3.94E-06,0.351182466,0.351182466,normal
31,6,edison,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:18:14Z,normal,02:18:14Z,overnight,4-Nov,150325,0.503,0.485,0.018,75613.475,72907.625,11640.163,20694.113,2.28E-06,0.308274793,0.308274793,low,normal,2.55E-08,-0.025472906,0.025472906,normal
5006,16,edison,345790,710972,744296,805000,new-hampshire,2020-11-04T02:18:30Z,normal,02:18:30Z,overnight,4-Nov,140977,0.446,0.541,0.095,62875.742,76268.557,1113.547,2126.412,7.63E-07,0.173027404,0.173027404,low,normal,6.89E-11,0.001318402,0.001318402,normal
1066,93,edison,4617886,8474179,9501617,11500000,florida,2020-11-04T02:18:37Z,normal,02:18:37Z,overnight,4-Nov,10866185,0.51,0.48,0.03,5541754.35,5215768.8,4825.62,4541.76,7.50E-08,0.055445234,0.055445234,low,normal,0.000154368,-0.777848729,0.777848729,normal
2841,8,edison,1178638,1994065,2029032,2150000,louisiana,2020-11-04T02:18:38Z,normal,02:18:38Z,overnight,4-Nov,175033,0.618,0.372,0.246,108170.394,65112.276,3238.893,578.547,3.28E-09,-0.011513167,0.011513167,high,normal,3.30E-07,-0.092652496,0.092652496,normal
7579,40,edison,1769443,3854489,3982752,4430000,virginia,2020-11-04T02:18:47Z,normal,02:18:47Z,overnight,4-Nov,1867776,0.579,0.401,0.178,1081442.304,748978.176,23424.284,19310.576,5.11E-06,-0.427005459,0.427005459,high,normal,8.80E-06,-0.604804024,0.604804024,normal
5191,82,edison,345790,710972,744296,805000,new-hampshire,2020-11-05T02:18:54Z,normal,02:18:54Z,overnight,5-Nov,706327,0.453,0.527,0.074,319966.131,372234.329,174.405,202.895,4.53E-08,0.012007265,0.012007265,low,normal,2.28E-05,-0.262019024,0.262019024,normal
6452,88,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-05T02:18:57Z,normal,02:18:57Z,overnight,5-Nov,6288273,0.509,0.478,0.031,3200730.957,3005794.494,654.065,614.23,1.88E-10,0.000772971,0.000772971,low,normal,0.000213502,-0.784128465,0.784128465,normal
7856,0,edison,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T02:18:58Z,normal,02:18:58Z,overnight,4-Nov,9001,0.619,0.362,0.257,5571.619,3258.362,5291.299,2464.487,7.22E-08,-0.05450658,0.05450658,high,normal,1.99E-08,-0.021957385,0.021957385,normal
6117,18,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T02:18:59Z,normal,02:18:59Z,overnight,4-Nov,1288475,0.299,0.677,0.378,385254.025,872297.575,146137.057,337019.395,0.011746346,5.205917771,5.205917771,high,outlier,1.85E-05,0.760932383,0.760932383,normal
7811,51,edison,489371,670667,721231,795000,west-virginia,2020-11-04T02:19:01Z,normal,02:19:01Z,overnight,4-Nov,401894,0.627,0.355,0.272,251987.538,142672.37,1092.998,391.92,2.80E-07,0.10484038,0.10484038,high,normal,1.49E-06,-0.206666027,0.206666027,normal
4412,4,edison,700714,1285584,1211088,1330000,mississippi,2020-11-04T02:19:02Z,normal,02:19:02Z,overnight,4-Nov,48688,0.607,0.372,0.235,29553.616,18111.936,3832.309,3111.303,7.60E-08,0.05554668,0.05554668,high,normal,5.81E-08,-0.037836801,0.037836801,normal
2739,79,edison,1202971,1797212,1924149,2200000,kentucky,2020-11-04T02:19:04Z,normal,02:19:04Z,overnight,4-Nov,1832326,0.622,0.362,0.26,1139706.772,663302.012,4066.014,2366.394,3.70E-09,0.012268674,0.012268674,high,normal,1.70E-05,-0.842054726,0.842054726,normal
669,5,edison,673215,1558993,1644920,1850000,connecticut,2020-11-04T02:19:06Z,normal,02:19:06Z,overnight,4-Nov,90250,0.358,0.624,0.266,32309.5,56316,2284.978,1458.516,1.55E-07,0.078722719,0.078722719,high,normal,1.60E-08,0.019891667,0.019891667,normal
4605,15,edison,1594511,2757323,2827673,3090000,missouri,2020-11-04T02:19:07Z,normal,02:19:07Z,overnight,4-Nov,463065,0.396,0.592,0.196,183373.74,274134.48,4876.707,41547.437,5.73E-05,1.532570848,1.532570848,high,normal,5.49E-07,0.122613707,0.122613707,normal
2926,4,edison,335593,713180,747927,860000,maine,2020-11-04T02:19:09Z,normal,02:19:09Z,overnight,4-Nov,35276,0.546,0.418,0.128,19260.696,14745.368,906.21,480.924,3.63E-07,0.119177854,0.119177854,low,normal,2.79E-08,-0.026112438,0.026112438,normal
3654,17,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T02:19:12Z,normal,02:19:12Z,overnight,4-Nov,980979,0.594,0.383,0.211,582701.526,375714.957,7420.959,3189.261,5.28E-07,-0.148399208,0.148399208,high,normal,4.11E-06,-0.37960354,0.37960354,normal
7002,61,edison,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:19:16Z,normal,02:19:16Z,overnight,4-Nov,1769819,0.622,0.36,0.262,1100827.418,637134.84,45119.03,27094.68,9.63E-05,-1.367560367,1.367560367,high,normal,1.61E-05,-0.819717362,0.819717362,normal
7140,67,edison,4685047,7993851,8969226,11660000,texas,2020-11-04T02:19:16Z,normal,02:19:16Z,overnight,4-Nov,7781825,0.494,0.491,0.003,3844221.55,3820876.075,25407.068,2061.593,4.45E-05,-1.231312729,1.231312729,low,normal,5.01E-06,-0.213888393,0.213888393,normal
6118,18,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T02:19:33Z,normal,02:19:33Z,overnight,4-Nov,1288604,0.299,0.677,0.378,385292.596,872384.908,38.571,87.333,6.10E-07,0.153498639,0.153498639,high,normal,1.85E-05,0.761010362,0.761010362,normal
7812,54,edison,489371,670667,721231,795000,west-virginia,2020-11-04T02:19:39Z,normal,02:19:39Z,overnight,4-Nov,426519,0.635,0.346,0.289,270839.565,147575.574,18852.027,4903.204,1.41E-05,-0.739420956,0.739420956,high,normal,1.82E-06,-0.230199764,0.230199764,normal
4841,9,edison,495961,794379,844227,945000,nebraska,2020-11-04T02:19:39Z,normal,02:19:39Z,overnight,4-Nov,89257,0.598,0.38,0.218,53375.686,33917.66,47689.654,29253.836,0.00011367,-1.429550135,1.429550135,high,normal,1.08E-07,-0.051894991,0.051894991,normal
4413,4,edison,700714,1285584,1211088,1330000,mississippi,2020-11-04T02:19:41Z,normal,02:19:41Z,overnight,4-Nov,50717,0.601,0.379,0.222,30480.917,19221.743,927.301,1109.807,5.23E-07,0.143113698,0.143113698,high,normal,5.73E-08,-0.037577062,0.037577062,normal
2354,40,edison,671018,1159971,1194755,1330000,kansas,2020-11-04T02:19:42Z,normal,02:19:42Z,overnight,4-Nov,529456,0.474,0.504,0.03,250962.144,266845.824,1279.634,-256.396,1.18E-07,0.068141458,0.068141458,low,normal,1.91E-10,-0.002337682,0.002337682,normal
637,92,edison,1202484,2569520,2780247,3325000,colorado,2020-11-05T02:19:45Z,normal,02:19:45Z,overnight,5-Nov,3040482,0.42,0.554,0.134,1277002.44,1684427.028,8074.92,7629.948,6.79E-06,-0.1469369,0.1469369,low,normal,2.44E-05,0.278671482,0.278671482,normal
4414,4,edison,700714,1285584,1211088,1330000,mississippi,2020-11-04T02:19:51Z,normal,02:19:51Z,overnight,4-Nov,51427,0.598,0.381,0.217,30753.346,19593.687,272.429,371.944,5.91E-07,0.151388307,0.151388307,high,normal,5.68E-08,-0.037425863,0.037425863,normal
4842,27,edison,495961,794379,844227,945000,nebraska,2020-11-04T02:19:54Z,normal,02:19:54Z,overnight,4-Nov,251344,0.475,0.505,0.03,119388.4,126928.72,66012.714,93011.06,3.76E-07,0.063386022,0.063386022,low,normal,4.24E-09,-0.010550883,0.010550883,normal
7003,61,edison,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:19:55Z,normal,02:19:55Z,overnight,4-Nov,1778177,0.623,0.36,0.263,1107804.271,640143.72,6976.853,3008.88,4.06E-07,-0.129988957,0.129988957,high,normal,1.64E-05,-0.826478001,0.826478001,normal
7141,67,edison,4685047,7993851,8969226,11660000,texas,2020-11-04T02:19:55Z,normal,02:19:55Z,overnight,4-Nov,7827256,0.496,0.49,0.006,3882318.976,3835355.44,38097.426,14479.365,8.96E-05,-1.466940892,1.466940892,low,normal,7.23E-06,-0.254000525,0.254000525,normal
7813,54,edison,489371,670667,721231,795000,west-virginia,2020-11-04T02:19:55Z,normal,02:19:55Z,overnight,4-Nov,429964,0.637,0.345,0.292,273887.068,148337.58,3047.503,762.006,1.17E-09,0.006867598,0.006867598,high,normal,1.88E-06,-0.234054035,0.234054035,normal
32,7,edison,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:19:55Z,normal,02:19:55Z,overnight,4-Nov,167645,0.489,0.499,0.01,81978.405,83654.855,6364.93,10747.23,1.11E-06,0.214820359,0.214820359,low,normal,1.35E-08,-0.018583491,0.018583491,normal
2355,40,edison,671018,1159971,1194755,1330000,kansas,2020-11-04T02:19:55Z,normal,02:19:55Z,overnight,4-Nov,537109,0.478,0.5,0.022,256738.102,268554.5,5775.958,1708.676,3.07E-07,-0.112700513,0.112700513,low,normal,2.95E-09,-0.009211326,0.009211326,normal
2740,79,edison,1202971,1797212,1924149,2200000,kentucky,2020-11-04T02:19:58Z,normal,02:19:58Z,overnight,4-Nov,1840178,0.622,0.362,0.26,1144590.716,666144.436,4883.944,2842.424,6.15E-09,-0.015886424,0.015886424,high,normal,1.71E-05,-0.845586202,0.845586202,normal
5928,58,edison,949136,1334872,1452992,1630000,oklahoma,2020-11-04T02:20:14Z,normal,02:20:14Z,overnight,4-Nov,940220,0.623,0.355,0.268,585757.06,333778.1,43464.159,19265.739,0.000123033,-1.585205655,1.585205655,high,normal,5.85E-06,-0.453141334,0.453141334,normal
4606,15,edison,1594511,2757323,2827673,3090000,missouri,2020-11-04T02:20:14Z,normal,02:20:14Z,overnight,4-Nov,476968,0.408,0.581,0.173,194602.944,277118.408,11229.204,2983.928,3.39E-06,-0.376345929,0.376345929,high,normal,4.28E-07,0.108698851,0.108698851,normal
5613,79,edison,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T02:20:17Z,normal,02:20:17Z,overnight,4-Nov,4691754,0.484,0.505,0.021,2270808.936,2369335.77,33426.632,20548.538,3.31E-05,-0.95465396,0.95465396,low,normal,9.34E-08,0.049602359,0.049602359,normal
5007,17,edison,345790,710972,744296,805000,new-hampshire,2020-11-04T02:20:19Z,normal,02:20:19Z,overnight,4-Nov,143575,0.446,0.541,0.095,64034.45,77674.075,1158.708,1405.518,5.10E-07,0.141588753,0.141588753,low,normal,1.11E-10,0.001673564,0.001673564,normal
4415,4,edison,700714,1285584,1211088,1330000,mississippi,2020-11-04T02:20:20Z,normal,02:20:20Z,overnight,4-Nov,53249,0.595,0.385,0.21,31683.155,20500.865,929.809,907.178,4.65E-07,0.13486464,0.13486464,high,normal,5.70E-08,-0.037500954,0.037500954,normal
3655,17,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T02:20:21Z,normal,02:20:21Z,overnight,4-Nov,985138,0.594,0.383,0.211,585171.972,377307.854,2470.446,1592.897,1.35E-07,0.073395929,0.073395929,high,normal,4.14E-06,-0.381136764,0.381136764,normal
545,32,edison,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:20:35Z,normal,02:20:35Z,overnight,4-Nov,1054882,0.377,0.603,0.226,397690.514,636093.846,13060.514,15557.446,1.05E-08,0.020876,0.020876,high,normal,3.99E-06,0.354720295,0.354720295,normal
2927,4,edison,335593,713180,747927,860000,maine,2020-11-04T02:20:35Z,normal,02:20:35Z,overnight,4-Nov,35919,0.547,0.417,0.13,19647.693,14978.223,386.997,232.855,4.99E-07,0.139214714,0.139214714,low,normal,2.85E-08,-0.026379839,0.026379839,normal
4843,27,edison,495961,794379,844227,945000,nebraska,2020-11-04T02:20:35Z,normal,02:20:35Z,overnight,4-Nov,251975,0.474,0.503,0.029,119436.15,126743.425,47.75,-185.295,5.23E-07,0.142064972,0.142064972,low,normal,4.56E-09,-0.010933105,0.010933105,normal
7814,55,edison,489371,670667,721231,795000,west-virginia,2020-11-04T02:20:39Z,normal,02:20:39Z,overnight,4-Nov,439463,0.636,0.345,0.291,279498.468,151614.735,5611.4,3277.155,3.97E-08,-0.040472964,0.040472964,high,normal,1.94E-06,-0.238093044,0.238093044,normal
7772,95,edison,1221747,3125516,3316996,4100000,washington,2020-11-07T02:20:42Z,normal,02:20:42Z,overnight,7-Nov,3878340,0.386,0.589,0.203,1497039.24,2284342.26,9115.88,4148.02,0.000253131,-0.346301264,0.346301264,high,normal,0.001645093,0.882500104,0.882500104,outlier
2741,79,edison,1202971,1797212,1924149,2200000,kentucky,2020-11-04T02:20:43Z,normal,02:20:43Z,overnight,4-Nov,1840179,0.622,0.362,0.26,1144591.338,666144.798,0.622,0.362,6.00E-07,0.152209807,0.152209807,high,normal,1.71E-05,-0.845586652,0.845586652,normal
1606,99,edison,2089104,3900050,4141445,5025000,georgia,2020-11-07T02:20:44Z,normal,02:20:44Z,overnight,7-Nov,4972734,0.493,0.494,0.001,2451557.862,2456530.596,92.684,92.872,4.36E-07,0.014381556,0.014381556,low,normal,0.000411605,-0.441377598,0.441377598,normal
5793,59,edison,2841005,5590898,5536528,6315000,ohio,2020-11-04T02:20:44Z,normal,02:20:44Z,overnight,4-Nov,3696835,0.475,0.512,0.037,1755996.625,1892779.52,13463.605,3197.3,5.97E-06,-0.49673643,0.49673643,low,normal,4.91E-07,0.133152772,0.133152772,normal
2903,99,edison,1178638,1994065,2029032,2150000,louisiana,2020-11-05T02:20:45Z,weird,02:20:45Z,overnight,5-Nov,2147314,0.585,0.398,0.187,1256178.69,854630.972,0,0,6.12E-08,0.013957116,0.013957116,high,normal,0.000341689,-1.041577014,1.041577014,normal
3302,4,edison,1090893,3167767,3325046,3725000,massachusetts,2020-11-04T02:20:46Z,normal,02:20:46Z,overnight,4-Nov,142988,0.325,0.652,0.327,46471.1,93228.176,3182.212,6650.4,1.36E-06,0.234606508,0.234606508,high,normal,1.28E-07,0.056432916,0.056432916,normal
4416,4,edison,700714,1285584,1211088,1330000,mississippi,2020-11-04T02:20:52Z,normal,02:20:52Z,overnight,4-Nov,54939,0.604,0.376,0.228,33183.156,20657.064,1500.001,156.199,1.31E-07,0.071928429,0.071928429,high,normal,6.40E-08,-0.039755233,0.039755233,normal
4607,15,edison,1594511,2757323,2827673,3090000,missouri,2020-11-04T02:20:53Z,normal,02:20:53Z,overnight,4-Nov,478855,0.409,0.579,0.17,195851.695,277257.045,1248.751,138.637,1.87E-07,0.085723134,0.085723134,high,normal,4.13E-07,0.106836209,0.106836209,normal
2356,40,edison,671018,1159971,1194755,1330000,kansas,2020-11-04T02:20:53Z,normal,02:20:53Z,overnight,4-Nov,538309,0.478,0.5,0.022,257311.702,269154.5,573.6,600,5.26E-07,0.143132036,0.143132036,low,normal,2.93E-09,-0.009191794,0.009191794,normal
3303,4,edison,1090893,3167767,3325046,3725000,massachusetts,2020-11-04T02:20:54Z,normal,02:20:54Z,overnight,4-Nov,152466,0.322,0.655,0.333,49094.052,99865.23,2622.952,6637.054,1.77E-06,0.266342028,0.266342028,high,normal,1.58E-07,0.062875127,0.062875127,normal
4608,16,edison,1594511,2757323,2827673,3090000,missouri,2020-11-04T02:21:47Z,normal,02:21:47Z,overnight,4-Nov,495938,0.413,0.575,0.162,204822.394,285164.35,8970.699,7907.305,5.76E-08,-0.049116681,0.049116681,high,normal,3.94E-07,0.104732777,0.104732777,normal
7142,69,edison,4685047,7993851,8969226,11660000,texas,2020-11-04T02:21:53Z,normal,02:21:53Z,overnight,4-Nov,8034414,0.491,0.495,0.004,3944897.274,3977034.93,62578.298,141679.49,0.000416244,2.208476364,2.208476364,low,normal,1.89E-06,-0.127472492,0.127472492,normal
5192,82,edison,345790,710972,744296,805000,new-hampshire,2020-11-05T02:21:54Z,normal,02:21:54Z,overnight,5-Nov,706823,0.453,0.527,0.074,320190.819,372495.721,224.688,261.392,4.11E-08,0.0114451,0.0114451,low,normal,2.28E-05,-0.261968306,0.261968306,normal
6119,19,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T02:21:59Z,normal,02:21:59Z,overnight,4-Nov,1325632,0.312,0.664,0.352,413597.184,880219.648,28304.588,7834.74,4.30E-05,-1.167603576,1.167603576,high,normal,1.66E-05,0.726447097,0.726447097,normal
3304,5,edison,1090893,3167767,3325046,3725000,massachusetts,2020-11-04T02:21:59Z,normal,02:21:59Z,overnight,4-Nov,192848,0.276,0.701,0.425,53226.048,135186.448,4131.996,35321.218,4.32E-05,1.326518225,1.326518225,high,normal,5.15E-07,0.113597551,0.113597551,normal
7815,56,edison,489371,670667,721231,795000,west-virginia,2020-11-04T02:22:02Z,normal,02:22:02Z,overnight,4-Nov,444632,0.638,0.343,0.295,283675.216,152508.776,4176.748,894.041,6.89E-08,-0.053008679,0.053008679,high,normal,2.03E-06,-0.243620783,0.243620783,normal
1067,93,edison,4617886,8474179,9501617,11500000,florida,2020-11-04T02:22:03Z,normal,02:22:03Z,overnight,4-Nov,10866637,0.51,0.48,0.03,5541984.87,5215985.76,230.52,216.96,5.63E-07,0.147607719,0.147607719,low,normal,0.000154395,-0.777880395,0.777880395,normal
3656,18,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T02:22:03Z,normal,02:22:03Z,overnight,4-Nov,1002101,0.594,0.383,0.211,595247.994,383804.683,10076.022,6496.829,6.85E-07,-0.169306483,0.169306483,high,normal,4.25E-06,-0.387390211,0.387390211,normal
1719,15,edison,2146015,5242014,5594420,6100000,illinois,2020-11-04T02:22:03Z,normal,02:22:03Z,overnight,4-Nov,932757,0.409,0.572,0.163,381497.613,533537.004,5562.725,2042.852,1.84E-07,-0.087031405,0.087031405,high,normal,1.47E-06,0.214466928,0.214466928,normal
7004,62,edison,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:22:04Z,normal,02:22:04Z,overnight,4-Nov,1794686,0.624,0.358,0.266,1119884.064,642497.588,12079.793,2353.868,4.88E-06,-0.450624441,0.450624441,high,normal,1.70E-05,-0.842842981,0.842842981,normal
5008,17,edison,345790,710972,744296,805000,new-hampshire,2020-11-04T02:22:04Z,normal,02:22:04Z,overnight,4-Nov,143784,0.447,0.541,0.094,64271.448,77787.144,236.998,113.069,5.29E-07,0.143078711,0.143078711,low,normal,8.47E-11,0.001461619,0.001461619,normal
5368,16,edison,2819534,7073151,7721453,8930000,new-york,2020-11-04T02:22:05Z,normal,02:22:05Z,overnight,4-Nov,1362175,0.238,0.755,0.517,324197.65,1028442.125,12578.25,21977.765,2.25E-06,0.3054883,0.3054883,high,normal,4.15E-05,1.11784525,1.11784525,normal
2066,54,edison,1557286,2624534,2757828,3070000,indiana,2020-11-04T02:22:05Z,normal,02:22:05Z,overnight,4-Nov,1644084,0.603,0.376,0.227,991382.652,618175.584,33134.236,23236.584,2.48E-05,-0.830266933,0.830266933,high,normal,1.09E-05,-0.667586047,0.667586047,normal
546,32,edison,1202484,2569520,2780247,3325000,colorado,2020-11-04T02:22:05Z,normal,02:22:05Z,overnight,4-Nov,1065224,0.379,0.6,0.221,403719.896,639134.4,6029.382,3040.554,1.33E-07,-0.074053425,0.074053425,high,normal,3.86E-06,0.349595877,0.349595877,normal
5794,59,edison,2841005,5590898,5536528,6315000,ohio,2020-11-04T02:22:05Z,normal,02:22:05Z,overnight,4-Nov,3703752,0.476,0.511,0.035,1762985.952,1892617.272,6989.327,-162.248,1.59E-06,-0.257540514,0.257540514,low,normal,4.08E-07,0.121196987,0.121196987,normal
33,7,edison,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:22:05Z,normal,02:22:05Z,overnight,4-Nov,177093,0.502,0.487,0.015,88900.686,86244.291,6922.281,2589.436,4.96E-07,-0.143616175,0.143616175,low,normal,2.62E-08,-0.02593759,0.02593759,normal
5614,79,edison,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T02:22:06Z,normal,02:22:06Z,overnight,4-Nov,4691790,0.484,0.505,0.021,2270826.36,2369353.95,17.424,18.18,5.98E-07,0.151952979,0.151952979,low,normal,9.34E-08,0.049602878,0.049602878,normal
2928,4,edison,335593,713180,747927,860000,maine,2020-11-04T02:22:11Z,normal,02:22:11Z,overnight,4-Nov,38244,0.552,0.413,0.139,21110.688,15794.772,1462.995,816.549,2.56E-07,0.100475006,0.100475006,low,normal,3.09E-08,-0.02749471,0.02749471,normal
34,8,edison,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:22:13Z,normal,02:22:13Z,overnight,4-Nov,193780,0.51,0.477,0.033,98827.8,92433.06,9927.114,6188.769,7.15E-07,-0.17303565,0.17303565,low,normal,4.07E-08,-0.032444959,0.032444959,normal
3248,3,edison,943169,2707327,2781446,3115000,maryland,2020-11-04T02:22:18Z,normal,02:22:18Z,overnight,4-Nov,93185,0.577,0.402,0.175,53767.745,37460.37,53767.745,37460.37,0.000140383,-1.452076698,1.452076698,high,normal,8.73E-08,-0.046770105,0.046770105,normal
1256,37,edison,2089104,3900050,4141445,5025000,georgia,2020-11-04T02:22:19Z,normal,02:22:19Z,overnight,4-Nov,1936925,0.574,0.416,0.158,1111794.95,805760.8,184.254,133.536,5.58E-07,0.146940645,0.146940645,high,normal,7.60E-06,-0.562925494,0.562925494,normal
5795,59,edison,2841005,5590898,5536528,6315000,ohio,2020-11-04T02:22:22Z,normal,02:22:22Z,overnight,4-Nov,3703812,0.476,0.511,0.035,1763014.512,1892647.932,28.56,30.66,5.97E-07,0.15180958,0.15180958,low,normal,4.08E-07,0.121199242,0.121199242,normal
7005,62,edison,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:22:26Z,normal,02:22:26Z,overnight,4-Nov,1796670,0.624,0.358,0.266,1121122.08,643207.86,1238.016,710.272,3.03E-07,0.10920564,0.10920564,high,normal,1.71E-05,-0.843754879,0.843754879,normal
6678,27,edison,1155389,1964118,2103027,2525000,south-carolina,2020-11-04T02:22:26Z,normal,02:22:26Z,overnight,4-Nov,669341,0.563,0.424,0.139,376838.983,283800.584,26670.547,13957.524,2.07E-05,-0.828423549,0.828423549,low,normal,1.10E-06,-0.185230599,0.185230599,normal
6590,34,edison,180543,446049,464144,520000,rhode-island,2020-11-04T02:22:26Z,normal,02:22:26Z,overnight,4-Nov,174291,0.542,0.438,0.104,94465.722,76339.458,418.282,23.698,4.29E-07,0.129044121,0.129044121,low,normal,1.03E-07,-0.051408407,0.051408407,normal
5369,16,edison,2819534,7073151,7721453,8930000,new-york,2020-11-04T02:22:27Z,normal,02:22:27Z,overnight,4-Nov,1377906,0.243,0.75,0.507,334831.158,1033429.5,10633.508,4987.375,1.64E-06,-0.261845021,0.261845021,high,normal,4.05E-05,1.108195307,1.108195307,normal
5615,79,edison,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T02:22:30Z,normal,02:22:30Z,overnight,4-Nov,4691876,0.484,0.505,0.021,2270867.984,2369397.38,41.624,43.43,5.95E-07,0.151566535,0.151566535,low,normal,9.34E-08,0.049604116,0.049604116,normal
3657,18,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T02:22:31Z,normal,02:22:31Z,overnight,4-Nov,1002799,0.594,0.383,0.211,595662.606,384072.017,414.612,267.334,4.97E-07,0.139000348,0.139000348,high,normal,4.26E-06,-0.38764753,0.38764753,normal
7006,62,edison,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:22:45Z,normal,02:22:45Z,overnight,4-Nov,1797031,0.624,0.358,0.266,1121347.344,643337.098,225.264,129.238,5.38E-07,0.14440246,0.14440246,high,normal,1.71E-05,-0.843920804,0.843920804,normal
1257,37,edison,2089104,3900050,4141445,5025000,georgia,2020-11-04T02:22:45Z,normal,02:22:45Z,overnight,4-Nov,1948605,0.575,0.414,0.161,1120447.875,806722.47,8652.925,961.67,2.28E-06,-0.308577389,0.308577389,high,normal,7.94E-06,-0.575829997,0.575829997,normal
6120,19,edison,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T02:22:45Z,weird,02:22:45Z,overnight,4-Nov,739443,0.363,0.627,0.264,268417.809,463630.761,-145179.375,-416588.887,0.036573377,-8.14562992,8.14562992,high,outlier,2.89E-06,0.289556049,0.289556049,normal
6808,8,edison,227721,363815,370093,430000,south-dakota,2020-11-04T02:22:45Z,normal,02:22:45Z,overnight,4-Nov,33614,0.617,0.359,0.258,20739.838,12067.426,6581.848,5934.376,2.32E-09,0.009810254,0.009810254,high,normal,4.44E-08,-0.032956363,0.032956363,normal
4844,27,edison,495961,794379,844227,945000,nebraska,2020-11-04T02:22:45Z,normal,02:22:45Z,overnight,4-Nov,258152,0.481,0.496,0.015,124171.112,128043.392,4734.962,1299.967,1.16E-07,-0.068982085,0.068982085,low,normal,1.06E-08,-0.016732374,0.016732374,normal
5370,16,edison,2819534,7073151,7721453,8930000,new-york,2020-11-04T02:22:46Z,normal,02:22:46Z,overnight,4-Nov,1385486,0.243,0.751,0.508,336673.098,1040499.986,1841.94,7070.486,2.72E-06,0.328742022,0.328742022,high,normal,4.11E-05,1.116650913,1.116650913,normal
1720,15,edison,2146015,5242014,5594420,6100000,illinois,2020-11-04T02:22:52Z,normal,02:22:52Z,overnight,4-Nov,934371,0.409,0.571,0.162,382157.739,533525.841,660.126,-11.163,3.32E-07,0.113695404,0.113695404,high,normal,1.46E-06,0.213344494,0.213344494,normal
35,8,edison,1318255,2074338,2123372,2300000,alabama,2020-11-04T02:22:55Z,normal,02:22:55Z,overnight,4-Nov,200496,0.523,0.465,0.058,104859.408,93230.64,6031.608,797.58,6.49E-07,-0.163891448,0.163891448,low,normal,6.55E-08,-0.041232954,0.041232954,normal
5009,17,edison,345790,710972,744296,805000,new-hampshire,2020-11-04T02:23:02Z,normal,02:23:02Z,overnight,4-Nov,147124,0.444,0.543,0.099,65323.056,79888.332,1051.608,2101.188,7.86E-07,0.175592432,0.175592432,low,normal,3.88E-10,0.003131071,0.003131071,normal
3658,18,edison,2279543,4730984,4824260,5550000,michigan,2020-11-04T02:23:05Z,normal,02:23:05Z,overnight,4-Nov,1015997,0.59,0.387,0.203,599438.23,393190.839,3775.624,9118.822,2.20E-06,0.299093376,0.299093376,high,normal,4.06E-06,-0.379084146,0.379084146,normal
