,eevp,eevp_source,expected_votes,state,timestamp,trump2016,vote_share_dem,vote_share_rep,vote_share_trd,votes,votes2012,votes2016
722,70,edison,430000,south-dakota,2020-11-04T05:14:30Z,227721,0.326,0.648,0,291797,363815,370093
723,74,edison,430000,south-dakota,2020-11-04T05:16:35Z,227721,0.328,0.646,0,308729,363815,370093
724,76,edison,430000,south-dakota,2020-11-04T05:23:00Z,227721,0.327,0.647,0,314168,363815,370093
725,77,edison,430000,south-dakota,2020-11-04T05:27:26Z,227721,0.328,0.646,0,319563,363815,370093
726,78,edison,430000,south-dakota,2020-11-04T05:31:56Z,227721,0.326,0.648,0,325411,363815,370093
727,78,edison,430000,south-dakota,2020-11-04T05:32:14Z,227721,0.326,0.648,0,325502,363815,370093
728,78,edison,430000,south-dakota,2020-11-04T05:33:20Z,227721,0.326,0.648,0,325507,363815,370093
729,79,edison,430000,south-dakota,2020-11-04T05:37:13Z,227721,0.326,0.648,0,326400,363815,370093
730,79,edison,430000,south-dakota,2020-11-04T05:42:02Z,227721,0.326,0.647,0,326994,363815,370093
731,79,edison,430000,south-dakota,2020-11-04T05:44:35Z,227721,0.326,0.647,0,328931,363815,370093
732,80,edison,430000,south-dakota,2020-11-04T05:46:50Z,227721,0.328,0.646,0,332808,363815,370093
733,81,edison,430000,south-dakota,2020-11-04T05:48:04Z,227721,0.328,0.645,0,334892,363815,370093
734,81,edison,430000,south-dakota,2020-11-04T05:51:48Z,227721,0.328,0.645,0,335389,363815,370093
735,81,edison,430000,south-dakota,2020-11-04T05:56:57Z,227721,0.329,0.645,0,335707,363815,370093
736,82,edison,430000,south-dakota,2020-11-04T06:01:47Z,227721,0.329,0.645,0,339592,363815,370093
737,82,edison,430000,south-dakota,2020-11-04T06:06:25Z,227721,0.329,0.644,0,341785,363815,370093
738,83,edison,430000,south-dakota,2020-11-04T06:15:54Z,227721,0.33,0.644,0,343443,363815,370093
739,86,edison,430000,south-dakota,2020-11-04T06:20:53Z,227721,0.331,0.642,0,358631,363815,370093
740,87,edison,430000,south-dakota,2020-11-04T06:30:53Z,227721,0.332,0.642,0,360437,363815,370093
741,89,edison,430000,south-dakota,2020-11-04T06:35:52Z,227721,0.333,0.641,0,369109,363815,370093
742,90,edison,430000,south-dakota,2020-11-04T06:50:50Z,227721,0.332,0.641,0,373345,363815,370093
743,90,edison,430000,south-dakota,2020-11-04T06:55:53Z,227721,0.332,0.641,0,373491,363815,370093
744,90,edison,430000,south-dakota,2020-11-04T07:01:50Z,227721,0.331,0.642,0,375204,363815,370093
745,91,edison,430000,south-dakota,2020-11-04T07:05:52Z,227721,0.332,0.641,0,377001,363815,370093
746,91,edison,430000,south-dakota,2020-11-04T07:10:04Z,227721,0.332,0.641,0,377061,363815,370093
747,91,edison,430000,south-dakota,2020-11-04T07:11:50Z,227721,0.332,0.641,0,377224,363815,370093
748,91,edison,430000,south-dakota,2020-11-04T07:15:15Z,227721,0.333,0.64,0,377747,363815,370093
749,91,edison,430000,south-dakota,2020-11-04T07:21:49Z,227721,0.333,0.64,0,378160,363815,370093
750,91,edison,430000,south-dakota,2020-11-04T07:25:50Z,227721,0.333,0.64,0,378979,363815,370093
751,92,edison,430000,south-dakota,2020-11-04T07:45:50Z,227721,0.333,0.64,0,379779,363815,370093
752,92,edison,430000,south-dakota,2020-11-04T07:56:50Z,227721,0.333,0.641,0,381097,363815,370093
753,92,edison,430000,south-dakota,2020-11-04T08:20:53Z,227721,0.333,0.64,0,381611,363815,370093
754,92,edison,430000,south-dakota,2020-11-04T15:15:51Z,227721,0.333,0.64,0,381614,363815,370093
755,92,edison,430000,south-dakota,2020-11-04T15:20:52Z,227721,0.333,0.64,0,381616,363815,370093
756,92,edison,430000,south-dakota,2020-11-04T15:30:53Z,227721,0.333,0.64,0,381617,363815,370093
757,92,edison,430000,south-dakota,2020-11-04T15:36:22Z,227721,0.333,0.64,0,381618,363815,370093
758,92,edison,430000,south-dakota,2020-11-04T15:45:50Z,227721,0.333,0.64,0,381619,363815,370093
759,92,edison,430000,south-dakota,2020-11-04T15:55:51Z,227721,0.333,0.64,0,381621,363815,370093
760,92,edison,430000,south-dakota,2020-11-04T16:01:18Z,227721,0.333,0.64,0,381623,363815,370093
761,92,edison,430000,south-dakota,2020-11-04T16:11:52Z,227721,0.333,0.64,0,381625,363815,370093
762,92,edison,430000,south-dakota,2020-11-04T16:20:51Z,227721,0.333,0.64,0,381627,363815,370093
763,92,edison,430000,south-dakota,2020-11-04T17:05:55Z,227721,0.333,0.64,0,381628,363815,370093
764,92,edison,430000,south-dakota,2020-11-04T17:11:52Z,227721,0.333,0.64,0,381629,363815,370093
765,92,edison,430000,south-dakota,2020-11-04T17:45:58Z,227721,0.333,0.64,0,381630,363815,370093
766,92,edison,430000,south-dakota,2020-11-04T18:05:53Z,227721,0.333,0.64,0,381632,363815,370093
767,92,edison,430000,south-dakota,2020-11-04T18:11:52Z,227721,0.333,0.64,0,381633,363815,370093
768,92,edison,430000,south-dakota,2020-11-04T18:40:57Z,227721,0.333,0.64,0,381638,363815,370093
769,92,edison,430000,south-dakota,2020-11-04T20:45:52Z,227721,0.333,0.64,0,381639,363815,370093
770,92,edison,430000,south-dakota,2020-11-04T21:11:53Z,227721,0.333,0.64,0,381646,363815,370093
771,92,edison,430000,south-dakota,2020-11-04T21:35:51Z,227721,0.333,0.64,0,381647,363815,370093
772,92,edison,430000,south-dakota,2020-11-04T21:45:52Z,227721,0.333,0.64,0,381648,363815,370093
773,92,edison,430000,south-dakota,2020-11-04T21:51:16Z,227721,0.333,0.64,0,381650,363815,370093
774,92,edison,430000,south-dakota,2020-11-04T21:55:52Z,227721,0.333,0.64,0,381652,363815,370093
775,92,edison,430000,south-dakota,2020-11-04T23:05:52Z,227721,0.333,0.64,0,381653,363815,370093
776,99,edison,430000,south-dakota,2020-11-04T23:45:56Z,227721,0.357,0.617,0,422227,363815,370093
777,99,edison,430000,south-dakota,2020-11-04T23:51:50Z,227721,0.357,0.616,0,422641,363815,370093
778,99,edison,430000,south-dakota,2020-11-05T14:31:18Z,227721,0.357,0.616,0,422642,363815,370093
779,99,edison,430000,south-dakota,2020-11-05T14:35:45Z,227721,0.357,0.616,0,422645,363815,370093
780,99,edison,430000,south-dakota,2020-11-05T15:01:08Z,227721,0.356,0.618,0,422646,363815,370093
781,99,edison,430000,south-dakota,2020-11-05T15:01:46Z,227721,0.356,0.618,0,422649,363815,370093
782,99,edison,430000,south-dakota,2020-11-05T15:21:10Z,227721,0.356,0.618,0,422654,363815,370093
783,99,edison,430000,south-dakota,2020-11-05T15:25:45Z,227721,0.356,0.618,0,422656,363815,370093
784,99,edison,430000,south-dakota,2020-11-05T15:31:12Z,227721,0.356,0.618,0,422657,363815,370093
785,99,edison,430000,south-dakota,2020-11-05T15:35:45Z,227721,0.356,0.618,0,422659,363815,370093
786,99,edison,430000,south-dakota,2020-11-05T15:45:49Z,227721,0.356,0.618,0,422660,363815,370093
787,99,edison,430000,south-dakota,2020-11-05T16:55:45Z,227721,0.356,0.618,0,422661,363815,370093
788,99,edison,430000,south-dakota,2020-11-05T17:35:45Z,227721,0.356,0.618,0,422662,363815,370093
789,99,edison,430000,south-dakota,2020-11-05T17:51:46Z,227721,0.356,0.618,0,422665,363815,370093
790,99,edison,430000,south-dakota,2020-11-05T18:41:49Z,227721,0.356,0.618,0,422667,363815,370093
791,99,edison,430000,south-dakota,2020-11-05T19:25:42Z,227721,0.356,0.618,0,422668,363815,370093
792,99,edison,430000,south-dakota,2020-11-05T22:25:42Z,227721,0.356,0.618,0,422673,363815,370093
793,99,edison,430000,south-dakota,2020-11-06T21:10:40Z,227721,0.356,0.618,0,422677,363815,370093
794,99,edison,430000,south-dakota,2020-11-06T21:20:38Z,227721,0.356,0.618,0,422678,363815,370093
795,0,edison,3325000,wisconsin,2020-11-04T10:02:04Z,1405284,0.0,0.0,0,0,3068434,2976150
796,0,edison,3325000,wisconsin,2020-11-04T02:14:29Z,1405284,0.725,0.256,0,1095,3068434,2976150
797,0,edison,3325000,wisconsin,2020-11-04T02:18:58Z,1405284,0.362,0.619,0,9001,3068434,2976150
798,1,edison,3325000,wisconsin,2020-11-04T02:23:05Z,1405284,0.624,0.359,0,43641,3068434,2976150
799,3,edison,3325000,wisconsin,2020-11-04T02:24:58Z,1405284,0.441,0.543,0,109676,3068434,2976150
800,3,edison,3325000,wisconsin,2020-11-04T02:27:50Z,1405284,0.433,0.55,0,116441,3068434,2976150
801,4,edison,3325000,wisconsin,2020-11-04T02:27:56Z,1405284,0.487,0.496,0,138795,3068434,2976150
802,4,edison,3325000,wisconsin,2020-11-04T02:28:29Z,1405284,0.486,0.498,0,139671,3068434,2976150
803,6,edison,3325000,wisconsin,2020-11-04T02:29:02Z,1405284,0.508,0.474,0,213227,3068434,2976150
804,8,edison,3325000,wisconsin,2020-11-04T02:30:00Z,1405284,0.489,0.492,0,279037,3068434,2976150
805,8,edison,3325000,wisconsin,2020-11-04T02:32:26Z,1405284,0.488,0.493,0,281229,3068434,2976150
806,9,edison,3325000,wisconsin,2020-11-04T02:34:02Z,1405284,0.471,0.509,0,316869,3068434,2976150
807,10,edison,3325000,wisconsin,2020-11-04T02:34:40Z,1405284,0.504,0.477,0,352596,3068434,2976150
808,10,edison,3325000,wisconsin,2020-11-04T02:35:06Z,1405284,0.504,0.477,0,353826,3068434,2976150
809,10,edison,3325000,wisconsin,2020-11-04T02:36:25Z,1405284,0.502,0.48,0,359150,3068434,2976150
810,10,edison,3325000,wisconsin,2020-11-04T02:37:36Z,1405284,0.501,0.48,0,359709,3068434,2976150
811,10,edison,3325000,wisconsin,2020-11-04T02:38:19Z,1405284,0.499,0.482,0,376689,3068434,2976150
812,11,edison,3325000,wisconsin,2020-11-04T02:39:00Z,1405284,0.495,0.486,0,393072,3068434,2976150
813,13,edison,3325000,wisconsin,2020-11-04T02:42:35Z,1405284,0.512,0.469,0,468775,3068434,2976150
814,14,edison,3325000,wisconsin,2020-11-04T02:43:50Z,1405284,0.504,0.477,0,511953,3068434,2976150
815,14,edison,3325000,wisconsin,2020-11-04T02:44:16Z,1405284,0.504,0.477,0,512037,3068434,2976150
816,15,edison,3325000,wisconsin,2020-11-04T02:46:37Z,1405284,0.483,0.498,0,555995,3068434,2976150
817,17,edison,3325000,wisconsin,2020-11-04T02:46:58Z,1405284,0.516,0.466,0,623182,3068434,2976150
818,18,edison,3325000,wisconsin,2020-11-04T02:47:06Z,1405284,0.51,0.473,0,661164,3068434,2976150
819,18,edison,3325000,wisconsin,2020-11-04T02:48:16Z,1405284,0.509,0.472,0,661737,3068434,2976150
820,19,edison,3325000,wisconsin,2020-11-04T02:48:52Z,1405284,0.508,0.474,0,670482,3068434,2976150
821,19,edison,3325000,wisconsin,2020-11-04T02:49:19Z,1405284,0.507,0.474,0,688302,3068434,2976150
822,20,edison,3325000,wisconsin,2020-11-04T02:51:09Z,1405284,0.5,0.482,0,730981,3068434,2976150
823,21,edison,3325000,wisconsin,2020-11-04T02:51:39Z,1405284,0.509,0.474,0,751724,3068434,2976150
824,22,edison,3325000,wisconsin,2020-11-04T02:52:35Z,1405284,0.501,0.482,0,781761,3068434,2976150
825,23,edison,3325000,wisconsin,2020-11-04T02:53:41Z,1405284,0.496,0.487,0,819913,3068434,2976150
826,23,edison,3325000,wisconsin,2020-11-04T02:54:34Z,1405284,0.496,0.487,0,820289,3068434,2976150
827,23,edison,3325000,wisconsin,2020-11-04T02:55:58Z,1405284,0.495,0.487,0,821494,3068434,2976150
828,23,edison,3325000,wisconsin,2020-11-04T02:56:07Z,1405284,0.495,0.487,0,844894,3068434,2976150
829,24,edison,3325000,wisconsin,2020-11-04T02:57:10Z,1405284,0.495,0.488,0,847690,3068434,2976150
830,24,edison,3325000,wisconsin,2020-11-04T02:57:38Z,1405284,0.497,0.485,0,855189,3068434,2976150
831,25,edison,3325000,wisconsin,2020-11-04T02:58:08Z,1405284,0.488,0.495,0,915557,3068434,2976150
832,26,edison,3325000,wisconsin,2020-11-04T02:58:29Z,1405284,0.485,0.498,0,944136,3068434,2976150
833,26,edison,3325000,wisconsin,2020-11-04T02:59:11Z,1405284,0.485,0.498,0,945040,3068434,2976150
834,27,edison,3325000,wisconsin,2020-11-04T02:59:37Z,1405284,0.478,0.505,0,983937,3068434,2976150
835,28,edison,3325000,wisconsin,2020-11-04T03:00:20Z,1405284,0.477,0.505,0,992552,3068434,2976150
836,29,edison,3325000,wisconsin,2020-11-04T03:01:17Z,1405284,0.476,0.507,0,1026828,3068434,2976150
837,30,edison,3325000,wisconsin,2020-11-04T03:03:52Z,1405284,0.478,0.504,0,1067172,3068434,2976150
838,30,edison,3325000,wisconsin,2020-11-04T03:04:05Z,1405284,0.478,0.505,0,1068544,3068434,2976150
839,30,edison,3325000,wisconsin,2020-11-04T03:06:03Z,1405284,0.477,0.506,0,1087928,3068434,2976150
840,30,edison,3325000,wisconsin,2020-11-04T03:06:21Z,1405284,0.477,0.506,0,1089047,3068434,2976150
841,31,edison,3325000,wisconsin,2020-11-04T03:09:17Z,1405284,0.475,0.508,0,1115492,3068434,2976150
842,31,edison,3325000,wisconsin,2020-11-04T03:10:18Z,1405284,0.475,0.508,0,1116936,3068434,2976150
843,31,edison,3325000,wisconsin,2020-11-04T03:10:42Z,1405284,0.475,0.508,0,1118820,3068434,2976150
844,31,edison,3325000,wisconsin,2020-11-04T03:11:07Z,1405284,0.474,0.509,0,1127793,3068434,2976150
845,31,edison,3325000,wisconsin,2020-11-04T03:11:30Z,1405284,0.474,0.509,0,1128436,3068434,2976150
846,31,edison,3325000,wisconsin,2020-11-04T03:13:28Z,1405284,0.474,0.509,0,1129435,3068434,2976150
847,32,edison,3325000,wisconsin,2020-11-04T03:14:01Z,1405284,0.473,0.51,0,1144057,3068434,2976150
848,32,edison,3325000,wisconsin,2020-11-04T03:14:27Z,1405284,0.473,0.51,0,1144934,3068434,2976150
849,32,edison,3325000,wisconsin,2020-11-04T03:15:00Z,1405284,0.473,0.51,0,1146504,3068434,2976150
850,32,edison,3325000,wisconsin,2020-11-04T03:16:53Z,1405284,0.472,0.511,0,1150829,3068434,2976150
851,32,edison,3325000,wisconsin,2020-11-04T03:22:01Z,1405284,0.472,0.511,0,1162185,3068434,2976150
852,33,edison,3325000,wisconsin,2020-11-04T03:24:08Z,1405284,0.472,0.511,0,1177333,3068434,2976150
853,34,edison,3325000,wisconsin,2020-11-04T03:27:32Z,1405284,0.483,0.5,0,1231243,3068434,2976150
854,35,edison,3325000,wisconsin,2020-11-04T03:28:57Z,1405284,0.483,0.5,0,1271741,3068434,2976150
855,35,edison,3325000,wisconsin,2020-11-04T03:30:09Z,1405284,0.483,0.5,0,1273241,3068434,2976150
856,36,edison,3325000,wisconsin,2020-11-04T03:30:28Z,1405284,0.481,0.502,0,1293950,3068434,2976150
857,36,edison,3325000,wisconsin,2020-11-04T03:30:52Z,1405284,0.481,0.503,0,1295948,3068434,2976150
858,37,edison,3325000,wisconsin,2020-11-04T03:35:25Z,1405284,0.48,0.503,0,1314342,3068434,2976150
859,37,edison,3325000,wisconsin,2020-11-04T03:37:17Z,1405284,0.481,0.502,0,1315928,3068434,2976150
860,37,edison,3325000,wisconsin,2020-11-04T03:39:29Z,1405284,0.482,0.501,0,1338972,3068434,2976150
861,38,edison,3325000,wisconsin,2020-11-04T03:44:05Z,1405284,0.483,0.501,0,1371871,3068434,2976150
862,39,edison,3325000,wisconsin,2020-11-04T03:44:54Z,1405284,0.481,0.502,0,1390806,3068434,2976150
863,39,edison,3325000,wisconsin,2020-11-04T03:46:25Z,1405284,0.483,0.5,0,1420086,3068434,2976150
864,40,edison,3325000,wisconsin,2020-11-04T03:46:46Z,1405284,0.484,0.499,0,1433951,3068434,2976150
865,40,edison,3325000,wisconsin,2020-11-04T03:50:10Z,1405284,0.483,0.5,0,1441731,3068434,2976150
866,40,edison,3325000,wisconsin,2020-11-04T03:51:23Z,1405284,0.483,0.5,0,1445245,3068434,2976150
867,41,edison,3325000,wisconsin,2020-11-04T03:53:26Z,1405284,0.481,0.502,0,1469107,3068434,2976150
868,41,edison,3325000,wisconsin,2020-11-04T03:54:07Z,1405284,0.481,0.502,0,1469186,3068434,2976150
869,41,edison,3325000,wisconsin,2020-11-04T03:55:00Z,1405284,0.481,0.502,0,1473224,3068434,2976150
870,41,edison,3325000,wisconsin,2020-11-04T03:55:27Z,1405284,0.481,0.502,0,1474586,3068434,2976150
871,41,edison,3325000,wisconsin,2020-11-04T03:56:12Z,1405284,0.48,0.503,0,1483756,3068434,2976150
872,41,edison,3325000,wisconsin,2020-11-04T03:57:47Z,1405284,0.479,0.503,0,1485560,3068434,2976150
873,42,edison,3325000,wisconsin,2020-11-04T03:59:40Z,1405284,0.485,0.498,0,1512162,3068434,2976150
874,42,edison,3325000,wisconsin,2020-11-04T04:00:08Z,1405284,0.485,0.498,0,1512685,3068434,2976150
875,42,edison,3325000,wisconsin,2020-11-04T04:00:47Z,1405284,0.483,0.5,0,1526911,3068434,2976150
876,43,edison,3325000,wisconsin,2020-11-04T04:01:02Z,1405284,0.483,0.5,0,1532318,3068434,2976150
877,43,edison,3325000,wisconsin,2020-11-04T04:02:43Z,1405284,0.483,0.5,0,1534123,3068434,2976150
878,43,edison,3325000,wisconsin,2020-11-04T04:03:17Z,1405284,0.482,0.501,0,1543265,3068434,2976150
879,44,edison,3325000,wisconsin,2020-11-04T04:05:14Z,1405284,0.479,0.504,0,1584658,3068434,2976150
880,44,edison,3325000,wisconsin,2020-11-04T04:05:40Z,1405284,0.479,0.504,0,1590491,3068434,2976150
881,45,edison,3325000,wisconsin,2020-11-04T04:06:06Z,1405284,0.477,0.506,0,1605217,3068434,2976150
882,45,edison,3325000,wisconsin,2020-11-04T04:06:31Z,1405284,0.476,0.507,0,1621498,3068434,2976150
883,45,edison,3325000,wisconsin,2020-11-04T04:06:39Z,1405284,0.476,0.507,0,1631584,3068434,2976150
884,45,edison,3325000,wisconsin,2020-11-04T04:07:40Z,1405284,0.476,0.507,0,1636652,3068434,2976150
885,46,edison,3325000,wisconsin,2020-11-04T04:07:55Z,1405284,0.476,0.507,0,1659168,3068434,2976150
886,46,edison,3325000,wisconsin,2020-11-04T04:08:08Z,1405284,0.476,0.507,0,1664344,3068434,2976150
887,46,edison,3325000,wisconsin,2020-11-04T04:08:32Z,1405284,0.476,0.507,0,1665623,3068434,2976150
888,47,edison,3325000,wisconsin,2020-11-04T04:10:26Z,1405284,0.475,0.508,0,1704202,3068434,2976150
889,48,edison,3325000,wisconsin,2020-11-04T04:11:25Z,1405284,0.475,0.508,0,1712007,3068434,2976150
890,48,edison,3325000,wisconsin,2020-11-04T04:12:06Z,1405284,0.474,0.509,0,1719528,3068434,2976150
891,48,edison,3325000,wisconsin,2020-11-04T04:12:37Z,1405284,0.474,0.509,0,1722833,3068434,2976150
892,48,edison,3325000,wisconsin,2020-11-04T04:12:47Z,1405284,0.474,0.509,0,1724515,3068434,2976150
893,48,edison,3325000,wisconsin,2020-11-04T04:13:10Z,1405284,0.474,0.509,0,1724524,3068434,2976150
894,48,edison,3325000,wisconsin,2020-11-04T04:13:33Z,1405284,0.474,0.509,0,1731454,3068434,2976150
895,48,edison,3325000,wisconsin,2020-11-04T04:14:01Z,1405284,0.474,0.509,0,1732068,3068434,2976150
896,48,edison,3325000,wisconsin,2020-11-04T04:14:31Z,1405284,0.474,0.509,0,1743303,3068434,2976150
897,49,edison,3325000,wisconsin,2020-11-04T04:14:54Z,1405284,0.474,0.509,0,1749777,3068434,2976150
898,49,edison,3325000,wisconsin,2020-11-04T04:15:05Z,1405284,0.473,0.51,0,1753194,3068434,2976150
899,50,edison,3325000,wisconsin,2020-11-04T04:15:49Z,1405284,0.476,0.508,0,1794163,3068434,2976150
900,50,edison,3325000,wisconsin,2020-11-04T04:16:17Z,1405284,0.475,0.508,0,1802632,3068434,2976150
901,50,edison,3325000,wisconsin,2020-11-04T04:16:23Z,1405284,0.475,0.508,0,1810071,3068434,2976150
902,50,edison,3325000,wisconsin,2020-11-04T04:17:17Z,1405284,0.475,0.508,0,1814894,3068434,2976150
903,51,edison,3325000,wisconsin,2020-11-04T04:19:21Z,1405284,0.474,0.509,0,1829503,3068434,2976150
904,51,edison,3325000,wisconsin,2020-11-04T04:19:27Z,1405284,0.474,0.509,0,1835831,3068434,2976150
905,51,edison,3325000,wisconsin,2020-11-04T04:20:07Z,1405284,0.473,0.51,0,1836812,3068434,2976150
906,51,edison,3325000,wisconsin,2020-11-04T04:20:46Z,1405284,0.473,0.51,0,1852682,3068434,2976150
907,52,edison,3325000,wisconsin,2020-11-04T04:21:42Z,1405284,0.473,0.51,0,1854041,3068434,2976150
908,52,edison,3325000,wisconsin,2020-11-04T04:22:12Z,1405284,0.473,0.51,0,1854677,3068434,2976150
909,52,edison,3325000,wisconsin,2020-11-04T04:23:03Z,1405284,0.472,0.511,0,1860030,3068434,2976150
910,52,edison,3325000,wisconsin,2020-11-04T04:23:32Z,1405284,0.472,0.512,0,1881277,3068434,2976150
911,52,edison,3325000,wisconsin,2020-11-04T04:23:49Z,1405284,0.472,0.511,0,1887368,3068434,2976150
912,53,edison,3325000,wisconsin,2020-11-04T04:25:29Z,1405284,0.47,0.513,0,1902470,3068434,2976150
913,53,edison,3325000,wisconsin,2020-11-04T04:26:46Z,1405284,0.47,0.513,0,1907132,3068434,2976150
914,53,edison,3325000,wisconsin,2020-11-04T04:27:42Z,1405284,0.47,0.513,0,1924046,3068434,2976150
915,54,edison,3325000,wisconsin,2020-11-04T04:29:44Z,1405284,0.47,0.513,0,1927940,3068434,2976150
916,54,edison,3325000,wisconsin,2020-11-04T04:31:23Z,1405284,0.469,0.514,0,1935872,3068434,2976150
917,54,edison,3325000,wisconsin,2020-11-04T04:32:06Z,1405284,0.473,0.51,0,1958427,3068434,2976150
918,55,edison,3325000,wisconsin,2020-11-04T04:32:35Z,1405284,0.473,0.51,0,1971743,3068434,2976150
919,55,edison,3325000,wisconsin,2020-11-04T04:34:41Z,1405284,0.473,0.51,0,1971746,3068434,2976150
920,55,edison,3325000,wisconsin,2020-11-04T04:34:47Z,1405284,0.472,0.511,0,1989485,3068434,2976150
921,55,edison,3325000,wisconsin,2020-11-04T04:35:50Z,1405284,0.472,0.511,0,1989995,3068434,2976150
922,56,edison,3325000,wisconsin,2020-11-04T04:36:05Z,1405284,0.473,0.511,0,2001023,3068434,2976150
923,56,edison,3325000,wisconsin,2020-11-04T04:36:47Z,1405284,0.472,0.512,0,2021850,3068434,2976150
924,56,edison,3325000,wisconsin,2020-11-04T04:38:51Z,1405284,0.471,0.513,0,2030410,3068434,2976150
925,57,edison,3325000,wisconsin,2020-11-04T04:39:18Z,1405284,0.471,0.512,0,2037298,3068434,2976150
926,57,edison,3325000,wisconsin,2020-11-04T04:41:08Z,1405284,0.471,0.512,0,2038636,3068434,2976150
927,57,edison,3325000,wisconsin,2020-11-04T04:41:25Z,1405284,0.471,0.512,0,2040177,3068434,2976150
928,57,edison,3325000,wisconsin,2020-11-04T04:41:51Z,1405284,0.471,0.512,0,2040182,3068434,2976150
929,57,edison,3325000,wisconsin,2020-11-04T04:42:09Z,1405284,0.471,0.512,0,2042749,3068434,2976150
930,59,edison,3325000,wisconsin,2020-11-04T04:42:45Z,1405284,0.469,0.514,0,2108233,3068434,2976150
931,59,edison,3325000,wisconsin,2020-11-04T04:43:22Z,1405284,0.469,0.515,0,2113207,3068434,2976150
932,59,edison,3325000,wisconsin,2020-11-04T04:44:00Z,1405284,0.469,0.514,0,2121422,3068434,2976150
933,59,edison,3325000,wisconsin,2020-11-04T04:46:16Z,1405284,0.469,0.515,0,2123976,3068434,2976150
934,59,edison,3325000,wisconsin,2020-11-04T04:46:50Z,1405284,0.469,0.515,0,2128835,3068434,2976150
935,59,edison,3325000,wisconsin,2020-11-04T04:47:22Z,1405284,0.469,0.515,0,2129606,3068434,2976150
936,59,edison,3325000,wisconsin,2020-11-04T04:47:38Z,1405284,0.468,0.515,0,2131642,3068434,2976150
937,59,edison,3325000,wisconsin,2020-11-04T04:47:40Z,1405284,0.468,0.515,0,2132059,3068434,2976150
938,59,edison,3325000,wisconsin,2020-11-04T04:49:29Z,1405284,0.468,0.515,0,2135490,3068434,2976150
939,59,edison,3325000,wisconsin,2020-11-04T04:49:53Z,1405284,0.468,0.515,0,2137383,3068434,2976150
940,59,edison,3325000,wisconsin,2020-11-04T04:50:03Z,1405284,0.468,0.515,0,2138774,3068434,2976150
941,60,edison,3325000,wisconsin,2020-11-04T04:50:32Z,1405284,0.468,0.516,0,2142892,3068434,2976150
942,60,edison,3325000,wisconsin,2020-11-04T04:51:27Z,1405284,0.468,0.515,0,2165402,3068434,2976150
943,60,edison,3325000,wisconsin,2020-11-04T04:52:34Z,1405284,0.468,0.515,0,2166643,3068434,2976150
944,61,edison,3325000,wisconsin,2020-11-04T04:52:50Z,1405284,0.468,0.515,0,2188006,3068434,2976150
945,61,edison,3325000,wisconsin,2020-11-04T04:53:20Z,1405284,0.468,0.516,0,2197641,3068434,2976150
946,61,edison,3325000,wisconsin,2020-11-04T04:53:58Z,1405284,0.468,0.516,0,2200270,3068434,2976150
947,61,edison,3325000,wisconsin,2020-11-04T04:55:25Z,1405284,0.468,0.516,0,2200276,3068434,2976150
948,61,edison,3325000,wisconsin,2020-11-04T04:59:29Z,1405284,0.468,0.515,0,2207989,3068434,2976150
949,62,edison,3325000,wisconsin,2020-11-04T04:59:48Z,1405284,0.468,0.515,0,2221011,3068434,2976150
950,62,edison,3325000,wisconsin,2020-11-04T05:00:01Z,1405284,0.467,0.516,0,2234990,3068434,2976150
951,62,edison,3325000,wisconsin,2020-11-04T05:00:27Z,1405284,0.467,0.516,0,2244377,3068434,2976150
952,62,edison,3325000,wisconsin,2020-11-04T05:00:51Z,1405284,0.467,0.516,0,2244384,3068434,2976150
953,63,edison,3325000,wisconsin,2020-11-04T05:00:56Z,1405284,0.468,0.516,0,2252222,3068434,2976150
954,63,edison,3325000,wisconsin,2020-11-04T05:02:42Z,1405284,0.468,0.515,0,2265835,3068434,2976150
955,63,edison,3325000,wisconsin,2020-11-04T05:02:56Z,1405284,0.468,0.515,0,2269427,3068434,2976150
956,63,edison,3325000,wisconsin,2020-11-04T05:04:32Z,1405284,0.468,0.515,0,2270451,3068434,2976150
957,63,edison,3325000,wisconsin,2020-11-04T05:05:01Z,1405284,0.468,0.515,0,2274150,3068434,2976150
958,64,edison,3325000,wisconsin,2020-11-04T05:05:56Z,1405284,0.467,0.516,0,2293057,3068434,2976150
959,64,edison,3325000,wisconsin,2020-11-04T05:07:35Z,1405284,0.467,0.516,0,2293064,3068434,2976150
960,64,edison,3325000,wisconsin,2020-11-04T05:08:03Z,1405284,0.467,0.516,0,2293067,3068434,2976150
961,64,edison,3325000,wisconsin,2020-11-04T05:08:23Z,1405284,0.467,0.516,0,2293582,3068434,2976150
962,64,edison,3325000,wisconsin,2020-11-04T05:08:36Z,1405284,0.467,0.516,0,2302567,3068434,2976150
963,65,edison,3325000,wisconsin,2020-11-04T05:08:56Z,1405284,0.469,0.515,0,2322181,3068434,2976150
964,65,edison,3325000,wisconsin,2020-11-04T05:09:20Z,1405284,0.469,0.515,0,2322855,3068434,2976150
965,65,edison,3325000,wisconsin,2020-11-04T05:10:01Z,1405284,0.468,0.515,0,2327389,3068434,2976150
966,65,edison,3325000,wisconsin,2020-11-04T05:10:46Z,1405284,0.468,0.515,0,2329272,3068434,2976150
967,65,edison,3325000,wisconsin,2020-11-04T05:11:09Z,1405284,0.469,0.514,0,2342477,3068434,2976150
968,65,edison,3325000,wisconsin,2020-11-04T05:11:17Z,1405284,0.469,0.514,0,2346044,3068434,2976150
