,eevp,eevp_source,expected_votes,state,timestamp,trump2016,vote_share_dem,vote_share_rep,vote_share_trd,votes,votes2012,votes2016
0,0,edison,280000,wyoming,2020-11-04T08:04:01Z,174419,0.0,0.0,0,0,249061,255849
1,1,edison,280000,wyoming,2020-11-04T02:39:32Z,174419,0.179,0.797,0,1741,249061,255849
2,2,edison,280000,wyoming,2020-11-04T02:57:26Z,174419,0.131,0.84,0,4638,249061,255849
3,2,edison,280000,wyoming,2020-11-04T03:08:33Z,174419,0.182,0.788,0,6617,249061,255849
4,4,edison,280000,wyoming,2020-11-04T03:39:34Z,174419,0.163,0.803,0,12088,249061,255849
5,4,edison,280000,wyoming,2020-11-04T03:44:20Z,174419,0.155,0.812,0,12872,249061,255849
6,6,edison,280000,wyoming,2020-11-04T03:46:00Z,174419,0.196,0.759,0,17764,249061,255849
7,12,edison,280000,wyoming,2020-11-04T03:53:08Z,174419,0.272,0.688,0,35182,249061,255849
8,12,edison,280000,wyoming,2020-11-04T03:54:29Z,174419,0.27,0.691,0,35744,249061,255849
9,13,edison,280000,wyoming,2020-11-04T03:57:47Z,174419,0.257,0.704,0,38500,249061,255849
10,16,edison,280000,wyoming,2020-11-04T03:58:17Z,174419,0.271,0.692,0,46971,249061,255849
11,19,edison,280000,wyoming,2020-11-04T04:00:29Z,174419,0.257,0.704,0,55250,249061,255849
12,25,edison,280000,wyoming,2020-11-04T04:07:04Z,174419,0.245,0.719,0,71949,249061,255849
13,25,edison,280000,wyoming,2020-11-04T04:11:14Z,174419,0.244,0.719,0,72137,249061,255849
14,31,edison,280000,wyoming,2020-11-04T04:11:40Z,174419,0.256,0.708,0,90248,249061,255849
15,33,edison,280000,wyoming,2020-11-04T04:15:12Z,174419,0.252,0.712,0,94260,249061,255849
16,34,edison,280000,wyoming,2020-11-04T04:17:56Z,174419,0.247,0.718,0,97802,249061,255849
17,35,edison,280000,wyoming,2020-11-04T04:19:06Z,174419,0.243,0.723,0,100714,249061,255849
18,36,edison,280000,wyoming,2020-11-04T04:20:14Z,174419,0.239,0.726,0,105684,249061,255849
19,43,edison,280000,wyoming,2020-11-04T04:26:05Z,174419,0.225,0.739,0,123462,249061,255849
20,45,edison,280000,wyoming,2020-11-04T04:29:34Z,174419,0.234,0.731,0,131507,249061,255849
21,46,edison,280000,wyoming,2020-11-04T04:45:26Z,174419,0.234,0.73,0,133393,249061,255849
22,49,edison,280000,wyoming,2020-11-04T05:07:53Z,174419,0.223,0.74,0,141662,249061,255849
23,52,edison,280000,wyoming,2020-11-04T05:11:00Z,174419,0.22,0.744,0,151062,249061,255849
24,55,edison,280000,wyoming,2020-11-04T05:12:49Z,174419,0.216,0.748,0,160214,249061,255849
25,56,edison,280000,wyoming,2020-11-04T05:22:51Z,174419,0.216,0.749,0,161337,249061,255849
26,58,edison,280000,wyoming,2020-11-04T05:25:57Z,174419,0.215,0.75,0,167578,249061,255849
27,60,edison,280000,wyoming,2020-11-04T05:28:01Z,174419,0.211,0.754,0,174547,249061,255849
28,62,edison,280000,wyoming,2020-11-04T05:36:30Z,174419,0.211,0.754,0,181209,249061,255849
29,67,edison,280000,wyoming,2020-11-04T05:37:45Z,174419,0.235,0.73,0,193043,249061,255849
30,68,edison,280000,wyoming,2020-11-04T06:00:44Z,174419,0.232,0.733,0,197162,249061,255849
31,72,edison,280000,wyoming,2020-11-04T06:12:59Z,174419,0.227,0.739,0,208457,249061,255849
32,72,edison,280000,wyoming,2020-11-04T06:18:38Z,174419,0.226,0.739,0,210191,249061,255849
33,73,edison,280000,wyoming,2020-11-04T06:48:32Z,174419,0.225,0.74,0,211837,249061,255849
34,75,edison,280000,wyoming,2020-11-04T07:15:43Z,174419,0.223,0.743,0,217589,249061,255849
35,80,edison,280000,wyoming,2020-11-04T07:16:15Z,174419,0.251,0.715,0,232266,249061,255849
36,93,edison,280000,wyoming,2020-11-04T08:29:35Z,174419,0.268,0.697,0,268852,249061,255849
37,94,edison,280000,wyoming,2020-11-04T08:45:32Z,174419,0.267,0.698,0,271429,249061,255849
38,95,edison,280000,wyoming,2020-11-04T08:50:19Z,174419,0.266,0.699,0,276343,249061,255849
39,99,edison,280000,wyoming,2020-11-05T03:23:59Z,174419,0.266,0.699,0,276343,249061,255849
40,99,edison,280000,wyoming,2020-11-06T02:42:54Z,174419,0.266,0.7,0,276528,249061,255849
41,0,edison,3325000,colorado,2020-11-04T10:01:44Z,1202484,0.0,0.0,0,0,2569520,2780247
42,11,edison,3325000,colorado,2020-11-04T02:09:20Z,1202484,0.713,0.27,0,366048,2569520,2780247
43,11,edison,3325000,colorado,2020-11-04T02:11:09Z,1202484,0.711,0.271,0,371654,2569520,2780247
44,14,edison,3325000,colorado,2020-11-04T02:12:59Z,1202484,0.671,0.311,0,465025,2569520,2780247
45,15,edison,3325000,colorado,2020-11-04T02:17:28Z,1202484,0.67,0.311,0,480454,2569520,2780247
46,24,edison,3325000,colorado,2020-11-04T02:18:07Z,1202484,0.652,0.328,0,785490,2569520,2780247
47,31,edison,3325000,colorado,2020-11-04T02:18:14Z,1202484,0.605,0.375,0,1025680,2569520,2780247
48,32,edison,3325000,colorado,2020-11-04T02:20:35Z,1202484,0.603,0.377,0,1054882,2569520,2780247
49,32,edison,3325000,colorado,2020-11-04T02:22:05Z,1202484,0.6,0.379,0,1065224,2569520,2780247
50,34,edison,3325000,colorado,2020-11-04T02:27:32Z,1202484,0.604,0.376,0,1113080,2569520,2780247
51,35,edison,3325000,colorado,2020-11-04T02:31:49Z,1202484,0.597,0.383,0,1143322,2569520,2780247
52,45,edison,3325000,colorado,2020-11-04T02:32:08Z,1202484,0.595,0.383,0,1491619,2569520,2780247
53,46,edison,3325000,colorado,2020-11-04T02:34:25Z,1202484,0.592,0.386,0,1507385,2569520,2780247
54,47,edison,3325000,colorado,2020-11-04T02:34:33Z,1202484,0.593,0.386,0,1533734,2569520,2780247
55,56,edison,3325000,colorado,2020-11-04T02:34:54Z,1202484,0.572,0.406,0,1842843,2569520,2780247
56,63,edison,3325000,colorado,2020-11-04T02:35:53Z,1202484,0.572,0.405,0,2065128,2569520,2780247
57,64,edison,3325000,colorado,2020-11-04T02:38:20Z,1202484,0.569,0.408,0,2090420,2569520,2780247
58,68,edison,3325000,colorado,2020-11-04T02:40:42Z,1202484,0.584,0.393,0,2217396,2569520,2780247
59,68,edison,3325000,colorado,2020-11-04T02:41:12Z,1202484,0.584,0.394,0,2231984,2569520,2780247
60,70,edison,3325000,colorado,2020-11-04T02:42:37Z,1202484,0.577,0.4,0,2303151,2569520,2780247
61,71,edison,3325000,colorado,2020-11-04T02:46:02Z,1202484,0.577,0.401,0,2343344,2569520,2780247
62,72,edison,3325000,colorado,2020-11-04T02:49:20Z,1202484,0.576,0.401,0,2351546,2569520,2780247
63,72,edison,3325000,colorado,2020-11-04T02:50:04Z,1202484,0.575,0.403,0,2360476,2569520,2780247
64,72,edison,3325000,colorado,2020-11-04T02:50:27Z,1202484,0.574,0.404,0,2365130,2569520,2780247
65,72,edison,3325000,colorado,2020-11-04T02:52:23Z,1202484,0.574,0.404,0,2369034,2569520,2780247
66,78,edison,3325000,colorado,2020-11-04T03:00:09Z,1202484,0.574,0.403,0,2573457,2569520,2780247
67,78,edison,3325000,colorado,2020-11-04T03:02:45Z,1202484,0.574,0.403,0,2574359,2569520,2780247
68,79,edison,3325000,colorado,2020-11-04T03:05:05Z,1202484,0.574,0.403,0,2575866,2569520,2780247
69,79,edison,3325000,colorado,2020-11-04T03:07:16Z,1202484,0.574,0.404,0,2579008,2569520,2780247
70,79,edison,3325000,colorado,2020-11-04T03:08:31Z,1202484,0.573,0.404,0,2583397,2569520,2780247
71,79,edison,3325000,colorado,2020-11-04T03:13:21Z,1202484,0.573,0.404,0,2584151,2569520,2780247
72,79,edison,3325000,colorado,2020-11-04T03:14:02Z,1202484,0.573,0.404,0,2592492,2569520,2780247
73,79,edison,3325000,colorado,2020-11-04T03:27:18Z,1202484,0.571,0.406,0,2604443,2569520,2780247
74,79,edison,3325000,colorado,2020-11-04T03:29:18Z,1202484,0.571,0.406,0,2604504,2569520,2780247
75,80,edison,3325000,colorado,2020-11-04T03:37:56Z,1202484,0.571,0.406,0,2618442,2569520,2780247
76,80,edison,3325000,colorado,2020-11-04T03:41:08Z,1202484,0.571,0.406,0,2618561,2569520,2780247
77,80,edison,3325000,colorado,2020-11-04T03:44:43Z,1202484,0.57,0.407,0,2630166,2569520,2780247
78,83,edison,3325000,colorado,2020-11-04T03:46:57Z,1202484,0.565,0.412,0,2716506,2569520,2780247
79,83,edison,3325000,colorado,2020-11-04T03:55:36Z,1202484,0.565,0.412,0,2716750,2569520,2780247
80,83,edison,3325000,colorado,2020-11-04T03:56:19Z,1202484,0.565,0.412,0,2721090,2569520,2780247
81,83,edison,3325000,colorado,2020-11-04T04:01:48Z,1202484,0.565,0.412,0,2721111,2569520,2780247
82,83,edison,3325000,colorado,2020-11-04T04:04:34Z,1202484,0.565,0.412,0,2721765,2569520,2780247
83,85,edison,3325000,colorado,2020-11-04T04:05:36Z,1202484,0.566,0.411,0,2772820,2569520,2780247
84,85,edison,3325000,colorado,2020-11-04T04:06:24Z,1202484,0.566,0.411,0,2774090,2569520,2780247
85,85,edison,3325000,colorado,2020-11-04T04:12:15Z,1202484,0.566,0.411,0,2781733,2569520,2780247
86,85,edison,3325000,colorado,2020-11-04T04:12:56Z,1202484,0.566,0.411,0,2781734,2569520,2780247
87,85,edison,3325000,colorado,2020-11-04T04:14:34Z,1202484,0.566,0.411,0,2787572,2569520,2780247
88,85,edison,3325000,colorado,2020-11-04T04:20:22Z,1202484,0.565,0.412,0,2792909,2569520,2780247
89,85,edison,3325000,colorado,2020-11-04T04:26:17Z,1202484,0.565,0.412,0,2796550,2569520,2780247
90,85,edison,3325000,colorado,2020-11-04T04:31:25Z,1202484,0.565,0.412,0,2796669,2569520,2780247
91,85,edison,3325000,colorado,2020-11-04T04:38:42Z,1202484,0.564,0.412,0,2800876,2569520,2780247
92,85,edison,3325000,colorado,2020-11-04T04:43:59Z,1202484,0.564,0.412,0,2801564,2569520,2780247
93,86,edison,3325000,colorado,2020-11-04T04:49:06Z,1202484,0.564,0.413,0,2805923,2569520,2780247
94,86,edison,3325000,colorado,2020-11-04T05:00:25Z,1202484,0.564,0.413,0,2807699,2569520,2780247
95,86,edison,3325000,colorado,2020-11-04T05:09:28Z,1202484,0.564,0.413,0,2807919,2569520,2780247
96,86,edison,3325000,colorado,2020-11-04T05:10:23Z,1202484,0.564,0.413,0,2818673,2569520,2780247
97,86,edison,3325000,colorado,2020-11-04T05:11:56Z,1202484,0.563,0.413,0,2825473,2569520,2780247
98,86,edison,3325000,colorado,2020-11-04T05:16:57Z,1202484,0.563,0.413,0,2828128,2569520,2780247
99,86,edison,3325000,colorado,2020-11-04T05:17:45Z,1202484,0.563,0.413,0,2829798,2569520,2780247
100,86,edison,3325000,colorado,2020-11-04T05:30:25Z,1202484,0.563,0.414,0,2832591,2569520,2780247
101,86,edison,3325000,colorado,2020-11-04T05:32:58Z,1202484,0.563,0.414,0,2833788,2569520,2780247
102,86,edison,3325000,colorado,2020-11-04T05:37:30Z,1202484,0.563,0.414,0,2835705,2569520,2780247
103,87,edison,3325000,colorado,2020-11-04T05:44:21Z,1202484,0.562,0.414,0,2839938,2569520,2780247
104,87,edison,3325000,colorado,2020-11-04T05:47:56Z,1202484,0.562,0.414,0,2840622,2569520,2780247
105,87,edison,3325000,colorado,2020-11-04T05:54:44Z,1202484,0.562,0.415,0,2843848,2569520,2780247
106,87,edison,3325000,colorado,2020-11-04T06:00:42Z,1202484,0.562,0.415,0,2844486,2569520,2780247
107,87,edison,3325000,colorado,2020-11-04T06:08:54Z,1202484,0.56,0.416,0,2861382,2569520,2780247
108,87,edison,3325000,colorado,2020-11-04T06:13:36Z,1202484,0.56,0.416,0,2862265,2569520,2780247
109,87,edison,3325000,colorado,2020-11-04T06:14:32Z,1202484,0.56,0.416,0,2862266,2569520,2780247
110,87,edison,3325000,colorado,2020-11-04T06:14:57Z,1202484,0.56,0.416,0,2862267,2569520,2780247
111,87,edison,3325000,colorado,2020-11-04T06:15:44Z,1202484,0.56,0.416,0,2866771,2569520,2780247
112,88,edison,3325000,colorado,2020-11-04T06:29:52Z,1202484,0.56,0.416,0,2871505,2569520,2780247
113,88,edison,3325000,colorado,2020-11-04T06:43:43Z,1202484,0.56,0.416,0,2875830,2569520,2780247
114,88,edison,3325000,colorado,2020-11-04T06:51:42Z,1202484,0.559,0.417,0,2886003,2569520,2780247
115,88,edison,3325000,colorado,2020-11-04T06:56:43Z,1202484,0.559,0.417,0,2888110,2569520,2780247
116,88,edison,3325000,colorado,2020-11-04T06:59:44Z,1202484,0.559,0.417,0,2890540,2569520,2780247
117,88,edison,3325000,colorado,2020-11-04T07:05:44Z,1202484,0.559,0.417,0,2895470,2569520,2780247
118,88,edison,3325000,colorado,2020-11-04T07:13:43Z,1202484,0.559,0.417,0,2898804,2569520,2780247
119,88,edison,3325000,colorado,2020-11-04T07:19:42Z,1202484,0.559,0.417,0,2899402,2569520,2780247
120,88,edison,3325000,colorado,2020-11-04T07:49:42Z,1202484,0.558,0.417,0,2901237,2569520,2780247
121,88,edison,3325000,colorado,2020-11-04T08:01:46Z,1202484,0.558,0.417,0,2901819,2569520,2780247
122,89,edison,3325000,colorado,2020-11-04T08:02:43Z,1202484,0.558,0.418,0,2905875,2569520,2780247
123,89,edison,3325000,colorado,2020-11-04T08:20:43Z,1202484,0.558,0.417,0,2915298,2569520,2780247
124,89,edison,3325000,colorado,2020-11-04T08:21:57Z,1202484,0.558,0.417,0,2915299,2569520,2780247
125,89,edison,3325000,colorado,2020-11-04T08:34:49Z,1202484,0.558,0.417,0,2915895,2569520,2780247
126,89,edison,3325000,colorado,2020-11-04T11:31:43Z,1202484,0.558,0.418,0,2923315,2569520,2780247
127,89,edison,3325000,colorado,2020-11-04T18:49:48Z,1202484,0.558,0.418,0,2926964,2569520,2780247
128,89,edison,3325000,colorado,2020-11-04T19:07:43Z,1202484,0.558,0.418,0,2930894,2569520,2780247
129,90,edison,3325000,colorado,2020-11-04T20:15:45Z,1202484,0.556,0.419,0,2951057,2569520,2780247
130,90,edison,3325000,colorado,2020-11-04T21:07:44Z,1202484,0.556,0.419,0,2957978,2569520,2780247
131,91,edison,3325000,colorado,2020-11-04T21:50:43Z,1202484,0.555,0.42,0,2975093,2569520,2780247
132,91,edison,3325000,colorado,2020-11-04T22:06:43Z,1202484,0.555,0.42,0,2976696,2569520,2780247
133,91,edison,3325000,colorado,2020-11-04T23:00:43Z,1202484,0.555,0.42,0,2976887,2569520,2780247
134,91,edison,3325000,colorado,2020-11-04T23:32:43Z,1202484,0.554,0.421,0,2977835,2569520,2780247
135,91,edison,3325000,colorado,2020-11-04T23:40:45Z,1202484,0.554,0.421,0,2978209,2569520,2780247
136,91,edison,3325000,colorado,2020-11-04T23:54:42Z,1202484,0.554,0.421,0,2979303,2569520,2780247
137,92,edison,3325000,colorado,2020-11-05T00:25:44Z,1202484,0.555,0.42,0,3001489,2569520,2780247
138,92,edison,3325000,colorado,2020-11-05T01:06:43Z,1202484,0.555,0.42,0,3005660,2569520,2780247
139,92,edison,3325000,colorado,2020-11-05T01:21:43Z,1202484,0.555,0.42,0,3021256,2569520,2780247
140,92,edison,3325000,colorado,2020-11-05T02:19:45Z,1202484,0.554,0.42,0,3040482,2569520,2780247
141,92,edison,3325000,colorado,2020-11-05T03:35:43Z,1202484,0.554,0.42,0,3050649,2569520,2780247
142,92,edison,3325000,colorado,2020-11-05T04:54:42Z,1202484,0.554,0.421,0,3055607,2569520,2780247
143,93,edison,3325000,colorado,2020-11-05T16:30:43Z,1202484,0.551,0.423,0,3089746,2569520,2780247
144,93,edison,3325000,colorado,2020-11-05T20:49:37Z,1202484,0.551,0.423,0,3089843,2569520,2780247
145,93,edison,3325000,colorado,2020-11-05T23:11:38Z,1202484,0.551,0.422,0,3092877,2569520,2780247
146,94,edison,3325000,colorado,2020-11-06T00:05:38Z,1202484,0.552,0.422,0,3120846,2569520,2780247
147,94,edison,3325000,colorado,2020-11-06T00:18:38Z,1202484,0.552,0.422,0,3121389,2569520,2780247
148,94,edison,3325000,colorado,2020-11-06T15:08:37Z,1202484,0.552,0.421,0,3135852,2569520,2780247
149,95,edison,3325000,colorado,2020-11-06T18:52:38Z,1202484,0.552,0.422,0,3152462,2569520,2780247
150,95,edison,3325000,colorado,2020-11-06T23:09:37Z,1202484,0.552,0.422,0,3153850,2569520,2780247
151,95,edison,3325000,colorado,2020-11-06T23:25:36Z,1202484,0.553,0.421,0,3173127,2569520,2780247
152,0,edison,805000,new-hampshire,2020-11-04T09:15:43Z,345790,0.0,0.0,0,0,710972,744296
153,0,edison,805000,new-hampshire,2020-11-03T14:16:25Z,345790,0.385,0.615,0,26,710972,744296
154,0,edison,805000,new-hampshire,2020-11-04T09:15:43Z,345790,0.0,0.0,0,0,710972,744296
155,0,edison,805000,new-hampshire,2020-11-03T14:16:25Z,345790,0.385,0.615,0,26,710972,744296
156,0,edison,805000,new-hampshire,2020-11-04T00:10:45Z,345790,0.748,0.252,0,2613,710972,744296
157,1,edison,805000,new-hampshire,2020-11-04T00:15:59Z,345790,0.722,0.278,0,5315,710972,744296
158,1,edison,805000,new-hampshire,2020-11-04T00:24:02Z,345790,0.712,0.288,0,7298,710972,744296
159,1,edison,805000,new-hampshire,2020-11-04T00:27:18Z,345790,0.685,0.315,0,9583,710972,744296
160,2,edison,805000,new-hampshire,2020-11-04T00:30:09Z,345790,0.584,0.411,0,16047,710972,744296
161,2,edison,805000,new-hampshire,2020-11-04T00:30:57Z,345790,0.592,0.404,0,17732,710972,744296
162,3,edison,805000,new-hampshire,2020-11-04T00:35:17Z,345790,0.566,0.427,0,22148,710972,744296
163,3,edison,805000,new-hampshire,2020-11-04T00:42:32Z,345790,0.544,0.448,0,24937,710972,744296
164,3,edison,805000,new-hampshire,2020-11-04T00:48:54Z,345790,0.55,0.442,0,27454,710972,744296
165,3,edison,805000,new-hampshire,2020-11-04T00:49:40Z,345790,0.548,0.444,0,29222,710972,744296
166,4,edison,805000,new-hampshire,2020-11-04T00:51:44Z,345790,0.559,0.433,0,30941,710972,744296
167,4,edison,805000,new-hampshire,2020-11-04T00:52:36Z,345790,0.552,0.439,0,33743,710972,744296
168,5,edison,805000,new-hampshire,2020-11-04T00:53:10Z,345790,0.58,0.412,0,39563,710972,744296
169,5,edison,805000,new-hampshire,2020-11-04T00:53:44Z,345790,0.579,0.413,0,41235,710972,744296
170,5,edison,805000,new-hampshire,2020-11-04T00:57:17Z,345790,0.577,0.415,0,41874,710972,744296
171,5,edison,805000,new-hampshire,2020-11-04T01:00:52Z,345790,0.573,0.419,0,43714,710972,744296
172,5,edison,805000,new-hampshire,2020-11-04T01:04:54Z,345790,0.571,0.422,0,45293,710972,744296
173,5,edison,805000,new-hampshire,2020-11-04T01:06:05Z,345790,0.569,0.424,0,47480,710972,744296
174,6,edison,805000,new-hampshire,2020-11-04T01:07:46Z,345790,0.574,0.419,0,50616,710972,744296
175,6,edison,805000,new-hampshire,2020-11-04T01:08:37Z,345790,0.56,0.432,0,55644,710972,744296
176,7,edison,805000,new-hampshire,2020-11-04T01:09:24Z,345790,0.554,0.437,0,57506,710972,744296
177,7,edison,805000,new-hampshire,2020-11-04T01:09:49Z,345790,0.547,0.444,0,60388,710972,744296
178,7,edison,805000,new-hampshire,2020-11-04T01:11:49Z,345790,0.545,0.445,0,63394,710972,744296
179,7,edison,805000,new-hampshire,2020-11-04T01:14:53Z,345790,0.545,0.445,0,63437,710972,744296
180,8,edison,805000,new-hampshire,2020-11-04T01:15:19Z,345790,0.54,0.45,0,67371,710972,744296
181,8,edison,805000,new-hampshire,2020-11-04T01:16:15Z,345790,0.539,0.451,0,70285,710972,744296
182,9,edison,805000,new-hampshire,2020-11-04T01:19:38Z,345790,0.536,0.454,0,74686,710972,744296
183,9,edison,805000,new-hampshire,2020-11-04T01:21:37Z,345790,0.542,0.447,0,77164,710972,744296
184,10,edison,805000,new-hampshire,2020-11-04T01:22:08Z,345790,0.536,0.453,0,83679,710972,744296
185,10,edison,805000,new-hampshire,2020-11-04T01:26:50Z,345790,0.54,0.45,0,86227,710972,744296
186,10,edison,805000,new-hampshire,2020-11-04T01:29:12Z,345790,0.54,0.45,0,86254,710972,744296
187,10,edison,805000,new-hampshire,2020-11-04T01:29:58Z,345790,0.539,0.451,0,87621,710972,744296
188,10,edison,805000,new-hampshire,2020-11-04T01:30:00Z,345790,0.537,0.453,0,88663,710972,744296
189,10,edison,805000,new-hampshire,2020-11-04T01:32:00Z,345790,0.536,0.453,0,90247,710972,744296
190,10,edison,805000,new-hampshire,2020-11-04T01:34:22Z,345790,0.536,0.453,0,90742,710972,744296
191,11,edison,805000,new-hampshire,2020-11-04T01:40:14Z,345790,0.538,0.452,0,93285,710972,744296
192,11,edison,805000,new-hampshire,2020-11-04T01:40:50Z,345790,0.541,0.449,0,98758,710972,744296
193,11,edison,805000,new-hampshire,2020-11-04T01:43:37Z,345790,0.542,0.449,0,98779,710972,744296
194,12,edison,805000,new-hampshire,2020-11-04T01:44:42Z,345790,0.537,0.453,0,102709,710972,744296
195,13,edison,805000,new-hampshire,2020-11-04T01:45:22Z,345790,0.53,0.459,0,108606,710972,744296
196,13,edison,805000,new-hampshire,2020-11-04T01:47:37Z,345790,0.53,0.46,0,109400,710972,744296
197,13,edison,805000,new-hampshire,2020-11-04T01:56:28Z,345790,0.533,0.456,0,113293,710972,744296
198,13,edison,805000,new-hampshire,2020-11-04T01:57:45Z,345790,0.533,0.456,0,114366,710972,744296
199,13,edison,805000,new-hampshire,2020-11-04T02:00:03Z,345790,0.532,0.457,0,114661,710972,744296
200,13,edison,805000,new-hampshire,2020-11-04T02:01:23Z,345790,0.533,0.456,0,116353,710972,744296
201,14,edison,805000,new-hampshire,2020-11-04T02:01:41Z,345790,0.529,0.46,0,120455,710972,744296
202,14,edison,805000,new-hampshire,2020-11-04T02:04:24Z,345790,0.53,0.459,0,124342,710972,744296
203,14,edison,805000,new-hampshire,2020-11-04T02:06:35Z,345790,0.531,0.458,0,125143,710972,744296
204,16,edison,805000,new-hampshire,2020-11-04T02:07:25Z,345790,0.539,0.449,0,134277,710972,744296
205,16,edison,805000,new-hampshire,2020-11-04T02:11:38Z,345790,0.538,0.449,0,135495,710972,744296
206,16,edison,805000,new-hampshire,2020-11-04T02:13:20Z,345790,0.539,0.449,0,135804,710972,744296
207,16,edison,805000,new-hampshire,2020-11-04T02:14:47Z,345790,0.539,0.449,0,135810,710972,744296
208,16,edison,805000,new-hampshire,2020-11-04T02:16:10Z,345790,0.539,0.449,0,137469,710972,744296
209,16,edison,805000,new-hampshire,2020-11-04T02:17:31Z,345790,0.539,0.449,0,137477,710972,744296
210,16,edison,805000,new-hampshire,2020-11-04T02:18:05Z,345790,0.539,0.449,0,137555,710972,744296
211,16,edison,805000,new-hampshire,2020-11-04T02:18:30Z,345790,0.541,0.446,0,140977,710972,744296
212,17,edison,805000,new-hampshire,2020-11-04T02:20:19Z,345790,0.541,0.446,0,143575,710972,744296
213,17,edison,805000,new-hampshire,2020-11-04T02:22:04Z,345790,0.541,0.447,0,143784,710972,744296
214,17,edison,805000,new-hampshire,2020-11-04T02:23:02Z,345790,0.543,0.444,0,147124,710972,744296
215,17,edison,805000,new-hampshire,2020-11-04T02:24:00Z,345790,0.544,0.443,0,150043,710972,744296
216,17,edison,805000,new-hampshire,2020-11-04T02:26:19Z,345790,0.544,0.444,0,150521,710972,744296
217,18,edison,805000,new-hampshire,2020-11-04T02:27:11Z,345790,0.552,0.435,0,159947,710972,744296
218,20,edison,805000,new-hampshire,2020-11-04T02:28:57Z,345790,0.548,0.439,0,169961,710972,744296
219,20,edison,805000,new-hampshire,2020-11-04T02:31:39Z,345790,0.547,0.439,0,170850,710972,744296
220,20,edison,805000,new-hampshire,2020-11-04T02:32:03Z,345790,0.546,0.44,0,172895,710972,744296
221,20,edison,805000,new-hampshire,2020-11-04T02:33:59Z,345790,0.545,0.441,0,174587,710972,744296
222,20,edison,805000,new-hampshire,2020-11-04T02:34:22Z,345790,0.545,0.441,0,174605,710972,744296
223,21,edison,805000,new-hampshire,2020-11-04T02:37:51Z,345790,0.547,0.44,0,180159,710972,744296
224,21,edison,805000,new-hampshire,2020-11-04T02:39:35Z,345790,0.547,0.44,0,183643,710972,744296
225,21,edison,805000,new-hampshire,2020-11-04T02:43:11Z,345790,0.547,0.44,0,185842,710972,744296
226,22,edison,805000,new-hampshire,2020-11-04T02:44:22Z,345790,0.546,0.441,0,187867,710972,744296
227,22,edison,805000,new-hampshire,2020-11-04T02:44:36Z,345790,0.543,0.444,0,191919,710972,744296
228,22,edison,805000,new-hampshire,2020-11-04T02:50:46Z,345790,0.543,0.444,0,192539,710972,744296
229,23,edison,805000,new-hampshire,2020-11-04T02:52:36Z,345790,0.539,0.447,0,201427,710972,744296
230,23,edison,805000,new-hampshire,2020-11-04T02:52:42Z,345790,0.54,0.447,0,202735,710972,744296
231,24,edison,805000,new-hampshire,2020-11-04T02:54:26Z,345790,0.539,0.448,0,205684,710972,744296
232,24,edison,805000,new-hampshire,2020-11-04T02:55:46Z,345790,0.537,0.449,0,207779,710972,744296
233,24,edison,805000,new-hampshire,2020-11-04T02:56:05Z,345790,0.536,0.45,0,210567,710972,744296
234,25,edison,805000,new-hampshire,2020-11-04T02:57:39Z,345790,0.536,0.45,0,212863,710972,744296
235,25,edison,805000,new-hampshire,2020-11-04T02:58:31Z,345790,0.536,0.45,0,212867,710972,744296
236,25,edison,805000,new-hampshire,2020-11-04T02:59:49Z,345790,0.535,0.452,0,216050,710972,744296
237,26,edison,805000,new-hampshire,2020-11-04T03:00:09Z,345790,0.535,0.452,0,220863,710972,744296
238,26,edison,805000,new-hampshire,2020-11-04T03:00:36Z,345790,0.536,0.451,0,226375,710972,744296
239,26,edison,805000,new-hampshire,2020-11-04T03:04:02Z,345790,0.536,0.451,0,226787,710972,744296
240,26,edison,805000,new-hampshire,2020-11-04T03:05:54Z,345790,0.537,0.45,0,229135,710972,744296
241,28,edison,805000,new-hampshire,2020-11-04T03:10:41Z,345790,0.542,0.444,0,239471,710972,744296
242,29,edison,805000,new-hampshire,2020-11-04T03:12:41Z,345790,0.54,0.446,0,254210,710972,744296
243,29,edison,805000,new-hampshire,2020-11-04T03:14:22Z,345790,0.54,0.446,0,254779,710972,744296
244,30,edison,805000,new-hampshire,2020-11-04T03:18:22Z,345790,0.537,0.449,0,260986,710972,744296
245,31,edison,805000,new-hampshire,2020-11-04T03:21:55Z,345790,0.539,0.448,0,267982,710972,744296
246,32,edison,805000,new-hampshire,2020-11-04T03:22:03Z,345790,0.537,0.45,0,273086,710972,744296
247,33,edison,805000,new-hampshire,2020-11-04T03:22:26Z,345790,0.533,0.454,0,281940,710972,744296
248,33,edison,805000,new-hampshire,2020-11-04T03:23:42Z,345790,0.53,0.457,0,289192,710972,744296
249,34,edison,805000,new-hampshire,2020-11-04T03:24:20Z,345790,0.53,0.457,0,290833,710972,744296
250,34,edison,805000,new-hampshire,2020-11-04T03:24:34Z,345790,0.53,0.457,0,290850,710972,744296
251,34,edison,805000,new-hampshire,2020-11-04T03:25:42Z,345790,0.53,0.456,0,293760,710972,744296
252,34,edison,805000,new-hampshire,2020-11-04T03:26:32Z,345790,0.53,0.456,0,294060,710972,744296
253,35,edison,805000,new-hampshire,2020-11-04T03:26:49Z,345790,0.538,0.448,0,305872,710972,744296
254,36,edison,805000,new-hampshire,2020-11-04T03:32:19Z,345790,0.537,0.449,0,309010,710972,744296
