,eevp,eevp_source,vote_share_trd,trump2016,votes2012,votes2016,expected_votes,state,timestamp,hour_seconds,time_cat,vote_share_rep,vote_share_dem,votes,num_Trump,num_Biden,new_Trump,new_Biden,id,diff,d1_NEW,r_NEW,rabs_NEW,diff_cat,outlier,weird,
2711,64,edison,0,1202971,1797212,1924149,2200000,kentucky,2020-11-04T01:43:11Z,01:43:11Z,4-Nov,0.606,0.378,1484133,899384.598,561002.274,10569.246,6592.698,2711,0.228,8.99E-07,-0.193930969,0.193930969,high,normal,normal,
2328,33,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T01:43:11Z,01:43:11Z,4-Nov,0.445,0.538,433772,193028.54,233369.336,24.475,29.59,2328,0.093,5.99E-07,0.15200249,0.15200249,low,normal,normal,
2040,44,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T01:43:11Z,01:43:11Z,4-Nov,0.592,0.388,1337397,791739.024,518910.036,480.704,315.056,2040,0.204,4.83E-07,0.137095523,0.137095523,high,normal,normal,
3622,7,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T01:43:16Z,01:43:16Z,4-Nov,0.577,0.402,392781,226634.637,157897.962,59517.55,40887.038,3622,0.175,0.000212735,-1.646869429,1.646869429,high,normal,normal,
5592,67,edison,0,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T01:43:23Z,01:43:23Z,4-Nov,0.463,0.526,3985506,1845289.278,2096376.156,26.854,30.508,5592,0.063,5.98E-07,0.151901937,0.151901937,low,normal,normal,
3623,7,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T01:43:27Z,01:43:27Z,4-Nov,0.579,0.399,404321,234101.859,161324.079,7467.222,3426.117,3623,0.18,4.81E-07,-0.141595319,0.141595319,high,normal,normal,
257,5,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:43:29Z,01:43:29Z,4-Nov,0.7,0.277,64224,44956.8,17790.048,2660.97,481.668,257,0.423,8.05E-09,0.017958102,0.017958102,high,normal,normal,
4988,11,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-04T01:43:37Z,01:43:37Z,4-Nov,0.449,0.542,98779,44351.771,53538.218,9.429,110.14,4988,0.093,6.31E-07,0.156092326,0.156092326,low,normal,normal,
2712,64,edison,0,1202971,1797212,1924149,2200000,kentucky,2020-11-04T01:43:37Z,01:43:37Z,4-Nov,0.607,0.377,1489137,903906.159,561404.649,4521.561,402.375,2712,0.23,2.10E-07,-0.092568878,0.092568878,high,normal,normal,
5231,16,edison,0,1601933,3648263,3906723,4495000,new-jersey,2020-11-04T01:43:51Z,01:43:51Z,4-Nov,0.493,0.492,703447,346799.371,346095.924,14211.192,11475.638,5231,0.001,1.06E-06,-0.208773091,0.208773091,low,normal,normal,
3624,8,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T01:43:55Z,01:43:55Z,4-Nov,0.579,0.4,433755,251144.145,173502,17042.286,12177.921,3624,0.179,2.97E-06,-0.344038703,0.344038703,high,normal,normal,
1213,25,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T01:43:55Z,01:43:55Z,4-Nov,0.56,0.43,1320201,739312.56,567686.43,3901.663,670.157,1213,0.13,5.23E-08,-0.046090793,0.046090793,low,normal,normal,
6586,33,edison,0,180543,446049,464144,520000,rhode-island,2020-11-04T01:43:59Z,01:43:59Z,4-Nov,0.541,0.439,171060,92543.46,75095.34,2511.42,1735.9,6586,0.102,1.47E-07,0.076751271,0.076751271,low,normal,normal,
657,2,edison,0,673215,1558993,1644920,1850000,connecticut,2020-11-04T01:44:02Z,01:44:02Z,4-Nov,0.317,0.664,40679,12895.243,27010.856,764.323,753.284,657,0.347,4.89E-07,0.13825805,0.13825805,high,normal,normal,
5593,68,edison,0,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T01:44:13Z,01:44:13Z,4-Nov,0.464,0.525,4005782,1858682.848,2103035.55,13393.57,6659.394,5593,0.061,3.03E-06,-0.354226121,0.354226121,low,normal,normal,
7115,62,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T01:44:14Z,01:44:14Z,4-Nov,0.478,0.508,7195112,3439263.536,3655116.896,9308.572,9892.792,7115,0.03,2.79E-09,0.010799291,0.010799291,low,normal,normal,
2041,44,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T01:44:29Z,01:44:29Z,4-Nov,0.593,0.387,1345521,797893.953,520716.627,6154.929,1806.591,2041,0.206,4.12E-07,-0.130650798,0.130650798,high,normal,normal,
6660,15,edison,0,1155389,1964118,2103027,2525000,south-carolina,2020-11-04T01:44:31Z,01:44:31Z,4-Nov,0.513,0.474,376465,193126.545,178444.41,74381.77,50200.053,6660,0.039,0.000526666,-2.132366218,2.132366218,low,outlier,normal,
4576,2,edison,0,1594511,2757323,2827673,3090000,missouri,2020-11-04T01:44:33Z,01:44:33Z,4-Nov,0.461,0.527,75895,34987.595,39996.665,1641.812,688.391,4576,0.066,1.83E-07,0.085031471,0.085031471,low,normal,normal,
2329,34,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T01:44:36Z,01:44:36Z,4-Nov,0.443,0.54,452663,200529.709,244438.02,7501.169,11068.684,2329,0.097,6.30E-07,0.162116513,0.162116513,low,normal,normal,
2713,65,edison,0,1202971,1797212,1924149,2200000,kentucky,2020-11-04T01:44:39Z,01:44:39Z,4-Nov,0.604,0.38,1513451,914124.404,575111.38,10218.245,13706.731,2713,0.224,2.94E-07,0.110853001,0.110853001,high,normal,normal,
4989,12,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-04T01:44:42Z,01:44:42Z,4-Nov,0.453,0.537,102709,46527.177,55154.733,2175.406,1616.515,4989,0.084,2.10E-07,0.09136433,0.09136433,low,normal,normal,
1040,91,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T01:44:45Z,01:44:45Z,4-Nov,0.506,0.484,10631766,5379673.596,5145774.744,1255.892,1201.288,1040,0.022,4.15E-07,0.127812856,0.127812856,low,normal,normal,
3223,90,edison,0,335593,713180,747927,860000,maine,2020-11-06T01:44:47Z,01:44:47Z,6-Nov,0.432,0.537,770155,332706.96,413573.235,120.528,149.823,3223,0.105,2.32E-08,0.008897238,0.008897238,low,normal,normal,
6661,15,edison,0,1155389,1964118,2103027,2525000,south-carolina,2020-11-04T01:44:55Z,01:44:55Z,4-Nov,0.518,0.469,382590,198181.62,179434.71,5055.075,990.3,6661,0.049,2.43E-07,-0.099837884,0.099837884,low,normal,normal,
6086,10,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T01:44:56Z,01:44:56Z,4-Nov,0.342,0.651,694151,237399.642,451892.301,5540.272,1245.751,6086,0.309,3.35E-07,-0.117616591,0.117616591,high,normal,normal,
5770,49,edison,0,2841005,5590898,5536528,6315000,ohio,2020-11-04T01:44:56Z,01:44:56Z,4-Nov,0.439,0.549,3125729,1372195.031,1716025.221,7136.933,1911.171,5770,0.11,8.05E-07,-0.183129259,0.183129259,low,normal,normal,
5901,28,edison,0,949136,1334872,1452992,1630000,oklahoma,2020-11-04T01:44:58Z,01:44:58Z,4-Nov,0.536,0.445,448452,240370.272,199561.14,4535.894,1336.372,5901,0.091,7.68E-08,-0.056039879,0.056039879,low,normal,normal,
1691,8,edison,0,2146015,5242014,5594420,6100000,illinois,2020-11-04T01:44:59Z,01:44:59Z,4-Nov,0.427,0.553,524046,223767.642,289797.438,16453.562,7051.006,1691,0.126,6.61E-06,-0.515124881,0.515124881,low,normal,normal,
658,2,edison,0,673215,1558993,1644920,1850000,connecticut,2020-11-04T01:45:05Z,01:45:05Z,4-Nov,0.31,0.672,44756,13874.36,30076.032,979.117,3065.176,658,0.362,1.22E-06,0.218330817,0.218330817,high,normal,normal,
7447,32,edison,0,95369,299290,315067,370000,vermont,2020-11-04T01:45:08Z,01:45:08Z,4-Nov,0.308,0.658,114672,35318.976,75454.176,3985.392,7221.174,7447,0.35,1.10E-06,0.211091689,0.211091689,high,normal,normal,
7790,22,edison,0,489371,670667,721231,795000,west-virginia,2020-11-04T01:45:12Z,01:45:12Z,4-Nov,0.621,0.36,177077,109964.817,63747.72,4709.897,2292.428,7790,0.261,1.89E-08,-0.027841523,0.027841523,high,normal,normal,
1041,91,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T01:45:12Z,01:45:12Z,4-Nov,0.506,0.483,10640578,5384132.468,5139399.174,4458.872,-6375.57,1041,0.023,3.17E-06,-0.360041456,0.360041456,low,normal,normal,
5594,68,edison,0,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T01:45:19Z,01:45:19Z,4-Nov,0.465,0.524,4020983,1869757.095,2106995.092,11074.247,3959.542,5594,0.059,2.58E-06,-0.328384504,0.328384504,low,normal,normal,
4990,13,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-04T01:45:22Z,01:45:22Z,4-Nov,0.459,0.53,108606,49850.154,57561.18,3322.977,2406.447,4990,0.071,7.97E-08,0.056743694,0.056743694,low,normal,normal,
7791,23,edison,0,489371,670667,721231,795000,west-virginia,2020-11-04T01:45:50Z,01:45:50Z,4-Nov,0.623,0.357,179522,111842.206,64089.354,1877.389,341.634,7791,0.266,8.35E-08,0.057569821,0.057569821,high,normal,normal,
1042,91,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T01:45:50Z,01:45:50Z,4-Nov,0.507,0.483,10650316,5399710.212,5144102.628,15577.744,4703.454,1042,0.024,7.69E-06,-0.558482431,0.558482431,low,normal,normal,
5771,50,edison,0,2841005,5590898,5536528,6315000,ohio,2020-11-04T01:45:53Z,01:45:53Z,4-Nov,0.439,0.549,3126697,1372619.983,1716556.653,424.952,531.432,5771,0.11,5.71E-07,0.148966595,0.148966595,low,normal,normal,
2714,66,edison,0,1202971,1797212,1924149,2200000,kentucky,2020-11-04T01:45:53Z,01:45:53Z,4-Nov,0.609,0.375,1549306,943527.354,580989.75,29402.95,5878.37,2714,0.234,5.56E-05,-1.309232066,1.309232066,high,normal,normal,
2042,44,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T01:45:53Z,01:45:53Z,4-Nov,0.593,0.387,1355043,803540.499,524401.641,5646.546,3685.014,2042,0.206,1.66E-08,-0.026188218,0.026188218,high,normal,normal,
6587,33,edison,0,180543,446049,464144,520000,rhode-island,2020-11-04T01:45:58Z,01:45:58Z,4-Nov,0.541,0.439,173429,93825.089,76135.331,1281.629,1039.991,6587,0.102,3.65E-07,0.119876601,0.119876601,low,normal,normal,
9,0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:45:58Z,01:45:58Z,4-Nov,0.475,0.515,11670,5543.25,6010.05,868.778,143.002,9,0.04,2.97E-07,0.107822158,0.107822158,low,normal,normal,
6087,10,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T01:46:00Z,01:46:00Z,4-Nov,0.342,0.651,694271,237440.682,451970.421,41.04,78.12,6087,0.309,6.06E-07,0.152987694,0.152987694,high,normal,normal,
5902,29,edison,0,949136,1334872,1452992,1630000,oklahoma,2020-11-04T01:46:03Z,01:46:03Z,4-Nov,0.539,0.442,473619,255280.641,209339.598,14910.369,9778.458,5902,0.097,2.46E-06,-0.316995669,0.316995669,low,normal,normal,
3625,8,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T01:46:03Z,01:46:03Z,4-Nov,0.579,0.4,435199,251980.221,174079.6,836.076,577.6,3625,0.179,4.13E-07,0.127091241,0.127091241,high,normal,normal,
6572,96,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-07T01:46:12Z,01:46:12Z,7-Nov,0.492,0.495,6719418,3305953.656,3326111.91,171.708,172.755,6572,0.003,3.57E-07,0.013008373,0.013008373,low,normal,normal,
5595,68,edison,0,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T01:46:13Z,01:46:13Z,4-Nov,0.465,0.524,4021020,1869774.3,2107014.48,17.205,19.388,5595,0.059,5.99E-07,0.15201393,0.15201393,low,normal,normal,
2330,34,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T01:46:22Z,01:46:22Z,4-Nov,0.444,0.539,458060,203378.64,246894.34,2848.931,2456.32,2330,0.095,1.84E-07,0.086090786,0.086090786,low,normal,normal,
4577,2,edison,0,1594511,2757323,2827673,3090000,missouri,2020-11-04T01:46:24Z,01:46:24Z,4-Nov,0.463,0.525,76228,35293.564,40019.7,305.969,23.035,4577,0.062,4.74E-07,0.135498075,0.135498075,low,normal,normal,
1043,91,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T01:46:27Z,01:46:27Z,4-Nov,0.507,0.483,10650320,5399712.24,5144104.56,2.028,1.932,1043,0.024,6.00E-07,0.152191475,0.152191475,low,normal,normal,
10,0,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:46:29Z,01:46:29Z,4-Nov,0.475,0.515,11672,5544.2,6011.08,0.95,1.03,10,0.04,6.01E-07,0.152217599,0.152217599,low,normal,normal,
2043,44,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T01:46:37Z,01:46:37Z,4-Nov,0.594,0.386,1356565,805799.61,523634.09,2259.111,-767.551,2043,0.208,1.95E-09,-0.008818375,0.008818375,high,normal,normal,
7792,24,edison,0,489371,670667,721231,795000,west-virginia,2020-11-04T01:46:42Z,01:46:42Z,4-Nov,0.625,0.355,188386,117741.25,66877.03,5899.044,2787.676,7792,0.27,1.42E-07,-0.076647035,0.076647035,high,normal,normal,
1044,91,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T01:46:44Z,01:46:44Z,4-Nov,0.507,0.483,10650367,5399736.069,5144127.261,23.829,22.701,1044,0.024,5.97E-07,0.151764231,0.151764231,low,normal,normal,
5686,7,edison,0,216794,322932,344360,395000,north-dakota,2020-11-04T01:46:50Z,01:46:50Z,4-Nov,0.535,0.433,26709,14289.315,11564.997,14289.315,11564.997,5686,0.102,1.07E-06,-0.209706785,0.209706785,low,normal,normal,
4578,2,edison,0,1594511,2757323,2827673,3090000,missouri,2020-11-04T01:46:50Z,01:46:50Z,4-Nov,0.467,0.521,77084,35998.228,40160.764,704.664,141.064,4578,0.054,3.52E-07,0.11721403,0.11721403,low,normal,normal,
3626,8,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T01:46:50Z,01:46:50Z,4-Nov,0.579,0.4,439375,254398.125,175750,2417.904,1670.4,3626,0.179,1.58E-07,0.0795274,0.0795274,high,normal,normal,
2044,45,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T01:46:56Z,01:46:56Z,4-Nov,0.596,0.384,1378967,821864.332,529523.328,16064.722,5889.238,2044,0.212,7.20E-06,-0.539154678,0.539154678,high,normal,normal,
1214,26,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T01:46:56Z,01:46:56Z,4-Nov,0.555,0.435,1362223,756033.765,592567.005,16721.205,24880.575,1214,0.12,8.32E-07,0.182542004,0.182542004,low,normal,normal,
6088,10,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T01:47:01Z,01:47:01Z,4-Nov,0.343,0.65,695628,238600.404,452158.2,1159.722,187.779,6088,0.307,2.19E-07,0.092825587,0.092825587,high,normal,normal,
5903,30,edison,0,949136,1334872,1452992,1630000,oklahoma,2020-11-04T01:47:01Z,01:47:01Z,4-Nov,0.542,0.438,485087,262917.154,212468.106,7636.513,3128.508,5903,0.104,6.39E-07,-0.163266448,0.163266448,low,normal,normal,
4579,3,edison,0,1594511,2757323,2827673,3090000,missouri,2020-11-04T01:47:01Z,01:47:01Z,4-Nov,0.475,0.513,79871,37938.725,40973.823,1940.497,813.059,4579,0.038,1.33E-07,0.072783583,0.072783583,low,normal,normal,
3589,92,edison,0,1090893,3167767,3325046,3725000,massachusetts,2020-11-06T01:47:03Z,01:47:03Z,6-Nov,0.324,0.653,3416391,1106910.684,2230903.323,4.86,9.795,3589,0.329,2.92E-08,0.009971574,0.009971574,high,normal,normal,
7116,62,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T01:47:05Z,01:47:05Z,4-Nov,0.48,0.506,7244103,3477169.44,3665516.118,37905.904,10399.222,7116,0.026,0.000108508,-1.619085614,1.619085614,low,normal,normal,
2331,35,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T01:47:06Z,01:47:06Z,4-Nov,0.444,0.539,465388,206632.272,250844.132,3253.632,3949.792,2331,0.095,3.72E-07,0.122472349,0.122472349,low,normal,normal,
7793,24,edison,0,489371,670667,721231,795000,west-virginia,2020-11-04T01:47:09Z,01:47:09Z,4-Nov,0.629,0.351,194305,122217.845,68201.055,4476.595,1324.025,7793,0.278,6.90E-08,-0.053112175,0.053112175,high,normal,normal,
3284,1,edison,0,1090893,3167767,3325046,3725000,massachusetts,2020-11-04T01:47:25Z,01:47:25Z,4-Nov,0.289,0.687,29334,8477.526,20152.458,3398.753,8780.056,3284,0.398,2.34E-06,0.307289584,0.307289584,high,normal,normal,
4991,13,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-04T01:47:37Z,01:47:37Z,4-Nov,0.46,0.53,109400,50324,57982,473.846,420.82,4991,0.07,5.17E-07,0.141721368,0.141721368,low,normal,normal,
1045,91,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T01:47:45Z,01:47:45Z,4-Nov,0.507,0.483,10693181,5421442.767,5164806.423,21706.698,20679.162,1045,0.024,2.02E-06,-0.273161026,0.273161026,low,normal,normal,
2715,68,edison,0,1202971,1797212,1924149,2200000,kentucky,2020-11-04T01:47:53Z,01:47:53Z,4-Nov,0.612,0.372,1574444,963559.728,585693.168,20032.374,4703.418,2715,0.24,1.75E-05,-0.815518781,0.815518781,high,normal,normal,
1215,26,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T01:47:56Z,01:47:56Z,4-Nov,0.558,0.432,1388244,774640.152,599721.408,18606.387,7154.403,1215,0.126,1.03E-05,-0.635208385,0.635208385,low,normal,normal,
6662,15,edison,0,1155389,1964118,2103027,2525000,south-carolina,2020-11-04T01:47:57Z,01:47:57Z,4-Nov,0.52,0.467,389491,202535.32,181892.297,4353.7,2457.587,6662,0.053,1.14E-11,-0.000683387,0.000683387,low,normal,normal,
5772,50,edison,0,2841005,5590898,5536528,6315000,ohio,2020-11-04T01:47:57Z,01:47:57Z,4-Nov,0.439,0.549,3128759,1373525.201,1717688.691,905.218,1132.038,5772,0.11,5.39E-07,0.145277039,0.145277039,low,normal,normal,
7794,25,edison,0,489371,670667,721231,795000,west-virginia,2020-11-04T01:47:58Z,01:47:58Z,4-Nov,0.633,0.347,198705,125780.265,68950.635,3562.42,749.58,7794,0.286,1.34E-08,-0.023339976,0.023339976,high,normal,normal,
3627,8,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T01:48:02Z,01:48:02Z,4-Nov,0.591,0.388,477151,281996.241,185134.588,27598.116,9384.588,3627,0.203,3.51E-05,-1.064848864,1.064848864,high,normal,normal,
2909,1,edison,0,335593,713180,747927,860000,maine,2020-11-04T01:48:02Z,01:48:02Z,4-Nov,0.504,0.464,10817,5451.768,5019.088,614.808,111.589,2909,0.04,3.77E-07,0.121219844,0.121219844,low,normal,normal,
2332,35,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T01:48:03Z,01:48:03Z,4-Nov,0.445,0.537,471182,209675.99,253024.734,3043.718,2180.602,2332,0.092,1.01E-07,0.063824016,0.063824016,low,normal,normal,
3285,1,edison,0,1090893,3167767,3325046,3725000,massachusetts,2020-11-04T01:48:09Z,01:48:09Z,4-Nov,0.29,0.687,31617,9168.93,21720.879,691.404,1568.421,3285,0.397,7.86E-07,0.175067698,0.175067698,high,normal,normal,
5596,70,edison,0,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T01:48:15Z,01:48:15Z,4-Nov,0.468,0.521,4128066,1931934.888,2150722.386,62160.588,43707.906,5596,0.053,0.000240012,-1.686585387,1.686585387,low,normal,normal,
7795,25,edison,0,489371,670667,721231,795000,west-virginia,2020-11-04T01:48:16Z,01:48:16Z,4-Nov,0.635,0.346,201021,127648.335,69553.266,1868.07,602.631,7795,0.289,1.18E-07,0.068546348,0.068546348,high,normal,normal,
7796,29,edison,0,489371,670667,721231,795000,west-virginia,2020-11-04T01:48:25Z,01:48:25Z,4-Nov,0.624,0.357,232364,144995.136,82953.948,17346.801,13400.682,7796,0.267,2.46E-06,-0.312703796,0.312703796,high,normal,normal,
2045,45,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T01:48:27Z,01:48:27Z,4-Nov,0.597,0.383,1380918,824408.046,528891.594,2543.714,-631.734,2045,0.214,9.80E-09,-0.019807783,0.019807783,high,normal,normal,
5190,82,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-05T01:48:41Z,01:48:41Z,5-Nov,0.453,0.527,705942,319791.726,372031.434,7880.538,7675.002,5190,0.074,5.64E-06,-0.133907805,0.133907805,low,normal,normal,
258,5,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:48:46Z,01:48:46Z,4-Nov,0.699,0.279,67746,47354.454,18901.134,2397.654,1111.086,258,0.42,8.51E-08,0.058325543,0.058325543,high,normal,normal,
4325,95,edison,0,1323232,2936561,2945233,3415000,minnesota,2020-11-05T01:48:48Z,01:48:48Z,5-Nov,0.454,0.525,3256762,1478569.948,1709800.05,4135.486,1534.572,4325,0.071,8.38E-06,-0.163436534,0.163436534,low,normal,normal,
1046,91,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T01:48:48Z,01:48:48Z,4-Nov,0.507,0.483,10695097,5422414.179,5165731.851,971.412,925.428,1046,0.024,4.53E-07,0.133194071,0.133194071,low,normal,normal,
2716,68,edison,0,1202971,1797212,1924149,2200000,kentucky,2020-11-04T01:48:54Z,01:48:54Z,4-Nov,0.611,0.373,1591554,972439.494,593649.642,8879.766,7956.474,2716,0.238,4.19E-08,-0.04190333,0.04190333,high,normal,normal,
6089,10,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T01:48:56Z,01:48:56Z,4-Nov,0.343,0.65,696058,238747.894,452437.7,147.49,279.5,6089,0.307,6.20E-07,0.154899912,0.154899912,high,normal,normal,
5904,30,edison,0,949136,1334872,1452992,1630000,oklahoma,2020-11-04T01:49:01Z,01:49:01Z,4-Nov,0.548,0.432,495591,271583.868,214095.312,8666.714,1627.206,5904,0.116,1.91E-06,-0.282754372,0.282754372,low,normal,normal,
7734,93,edison,0,1221747,3125516,3316996,4100000,washington,2020-11-05T01:49:03Z,01:49:03Z,5-Nov,0.374,0.603,3528685,1319728.19,2127797.055,733.414,1182.483,7734,0.229,1.13E-07,0.018938075,0.018938075,high,normal,normal,
7117,62,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T01:49:06Z,01:49:06Z,4-Nov,0.48,0.506,7244113,3477174.24,3665521.178,4.8,5.06,7117,0.026,6.00E-07,0.152156637,0.152156637,low,normal,normal,
11,1,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T01:49:11Z,01:49:11Z,4-Nov,0.398,0.592,18631,7415.138,11029.552,1870.938,5018.472,11,0.194,1.51E-06,0.244996595,0.244996595,high,normal,normal,
2717,68,edison,0,1202971,1797212,1924149,2200000,kentucky,2020-11-04T01:49:15Z,01:49:15Z,4-Nov,0.612,0.372,1594532,975853.584,593165.904,3414.09,-483.738,2717,0.24,1.02E-07,-0.064109021,0.064109021,high,normal,normal,
2046,45,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T01:49:46Z,01:49:46Z,4-Nov,0.597,0.383,1389309,829417.473,532105.347,5009.427,3213.753,2046,0.214,1.67E-09,-0.008275137,0.008275137,high,normal,normal,
259,6,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:49:46Z,01:49:46Z,4-Nov,0.705,0.273,73207,51610.935,19985.511,4256.481,1084.377,259,0.432,6.13E-08,-0.049996595,0.049996595,high,normal,normal,
6090,10,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T01:49:47Z,01:49:47Z,4-Nov,0.343,0.649,701106,240479.358,455017.794,1731.464,2580.094,6090,0.306,6.11E-07,0.155519014,0.155519014,high,normal,normal,
4580,3,edison,0,1594511,2757323,2827673,3090000,missouri,2020-11-04T01:49:47Z,01:49:47Z,4-Nov,0.479,0.509,80810,38707.99,41132.29,769.265,158.467,4580,0.03,3.34E-07,0.1141826,0.1141826,low,normal,normal,
1216,27,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T01:49:55Z,01:49:55Z,4-Nov,0.559,0.431,1409056,787662.304,607303.136,13022.152,7581.728,1216,0.128,2.11E-06,-0.295905869,0.295905869,low,normal,normal,
1047,91,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T01:49:55Z,01:49:55Z,4-Nov,0.507,0.483,10695506,5422621.542,5165929.398,207.363,197.547,1047,0.024,5.67E-07,0.148167438,0.148167438,low,normal,normal,
6986,33,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:49:58Z,01:49:58Z,4-Nov,0.681,0.305,962272,655307.232,293492.96,135608.312,71945.01,6986,0.376,0.008582857,-4.799831395,4.799831395,high,outlier,normal,
6663,15,edison,0,1155389,1964118,2103027,2525000,south-carolina,2020-11-04T01:49:58Z,01:49:58Z,4-Nov,0.521,0.466,390347,203370.787,181901.702,835.467,9.405,6663,0.055,2.79E-07,0.10440086,0.10440086,low,normal,normal,
2718,69,edison,0,1202971,1797212,1924149,2200000,kentucky,2020-11-04T01:49:58Z,01:49:58Z,4-Nov,0.612,0.372,1597954,977947.848,594438.888,2094.264,1272.984,2718,0.24,1.70E-07,0.082306373,0.082306373,high,normal,normal,
5905,31,edison,0,949136,1334872,1452992,1630000,oklahoma,2020-11-04T01:49:59Z,01:49:59Z,4-Nov,0.55,0.43,508541,279697.55,218672.63,8113.682,4577.318,5905,0.12,4.22E-07,-0.132852598,0.132852598,low,normal,normal,
2047,45,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T01:50:01Z,01:50:01Z,4-Nov,0.597,0.383,1392393,831258.621,533286.519,1841.148,1181.172,2047,0.214,2.19E-07,0.093239039,0.093239039,high,normal,normal,
1048,91,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T01:50:11Z,01:50:11Z,4-Nov,0.507,0.483,10695548,5422642.836,5165949.684,21.294,20.286,1048,0.024,5.97E-07,0.151813911,0.151813911,low,normal,normal,
6987,33,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:50:18Z,01:50:18Z,4-Nov,0.681,0.305,962296,655323.576,293500.28,16.344,7.32,6987,0.376,5.95E-07,0.151580938,0.151580938,high,normal,normal,
2048,45,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T01:50:24Z,01:50:24Z,4-Nov,0.597,0.383,1393850,832128.45,533844.55,869.829,558.031,2048,0.214,3.95E-07,0.12436101,0.12436101,high,normal,normal,
2333,36,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T01:50:27Z,01:50:27Z,4-Nov,0.446,0.536,472997,210956.662,253526.392,1280.672,501.658,2333,0.09,2.46E-07,0.09840067,0.09840067,low,normal,normal,
1049,91,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T01:50:27Z,01:50:27Z,4-Nov,0.507,0.483,10695553,5422645.371,5165952.099,2.535,2.415,1049,0.024,6.00E-07,0.152181539,0.152181539,low,normal,normal,
7118,63,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T01:50:28Z,01:50:28Z,4-Nov,0.481,0.505,7292420,3507654.02,3682672.1,30479.78,17150.922,7118,0.024,2.83E-05,-0.920502836,0.920502836,low,normal,normal,
