,eevp,eevp_source,vote_share_trd,trump2016,votes2012,votes2016,expected_votes,state,timestamp,hour_seconds,time_cat,vote_share_rep,vote_share_dem,votes,num_Trump,num_Biden,new_Trump,new_Biden,id,diff,d1_NEW,r_NEW,rabs_NEW,diff_cat,outlier,weird,
692,20,edison,0,673215,1558993,1644920,1850000,connecticut,2020-11-04T03:13:04Z,03:13:04Z,4-Nov,0.41,0.575,365193,149729.13,209985.975,6309.938,3732.137,692,0.165,9.45E-08,-0.062580974,0.062580974,high,normal,normal,
5964,82,edison,0,949136,1334872,1452992,1630000,oklahoma,2020-11-04T03:13:08Z,03:13:08Z,4-Nov,0.654,0.323,1333177,871897.758,430616.171,2007.78,991.61,5964,0.331,1.45E-07,0.076042675,0.076042675,high,normal,normal,
2141,11,edison,0,800983,1582180,1566031,1825000,iowa,2020-11-04T03:13:16Z,03:13:16Z,4-Nov,0.325,0.66,206786,67205.45,136478.76,66961.325,136353.885,2141,0.335,0.00029134,1.74254518,1.74254518,high,normal,normal,
6186,25,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T03:13:18Z,03:13:18Z,4-Nov,0.531,0.455,1766286,937897.866,803660.13,112.572,-1669.614,6186,0.076,1.61E-07,0.078957875,0.078957875,low,normal,normal,
568,79,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:13:21Z,03:13:21Z,4-Nov,0.404,0.573,2584151,1043997.004,1480718.523,304.616,432.042,568,0.169,5.95E-07,0.151934793,0.151934793,high,normal,normal,
3337,18,edison,0,1090893,3167767,3325046,3725000,massachusetts,2020-11-04T03:13:24Z,03:13:24Z,4-Nov,0.317,0.661,656285,208042.345,433804.385,76.397,159.301,3337,0.344,6.15E-07,0.154194507,0.154194507,high,normal,normal,
7194,79,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T03:13:27Z,03:13:27Z,4-Nov,0.508,0.478,9153368,4649910.944,4375309.904,8014.208,7540.928,7194,0.03,1.76E-09,-0.008581059,0.008581059,low,normal,normal,
7905,31,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T03:13:28Z,03:13:28Z,4-Nov,0.509,0.474,1129435,574882.415,535352.19,508.491,473.526,7905,0.035,5.17E-07,0.141830377,0.141830377,low,normal,normal,
4447,16,edison,0,700714,1285584,1211088,1330000,mississippi,2020-11-04T03:13:33Z,03:13:33Z,4-Nov,0.587,0.397,209193,122796.291,83049.621,4499.462,995.194,4447,0.19,1.12E-07,-0.06758347,0.06758347,high,normal,normal,
7029,93,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T03:13:34Z,03:13:34Z,4-Nov,0.606,0.376,2696005,1633779.03,1013697.88,2990.61,1855.56,7029,0.23,7.22E-08,0.053887991,0.053887991,high,normal,normal,
2957,12,edison,0,335593,713180,747927,860000,maine,2020-11-04T03:13:36Z,03:13:36Z,4-Nov,0.483,0.483,103984,50224.272,50224.272,389.81,286.419,2957,0,5.13E-07,0.14119475,0.14119475,low,normal,normal,
5635,88,edison,0,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T03:13:45Z,03:13:45Z,4-Nov,0.496,0.492,5224577,2591390.192,2570491.884,587.264,582.528,5635,0.004,5.15E-07,0.141644812,0.141644812,low,normal,normal,
7599,54,edison,0,1769443,3854489,3982752,4430000,virginia,2020-11-04T03:13:46Z,03:13:46Z,4-Nov,0.53,0.452,2519409,1335286.77,1138772.868,659.32,562.288,7599,0.078,4.79E-07,0.136677656,0.136677656,low,normal,normal,
182,73,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:13:47Z,03:13:47Z,4-Nov,0.448,0.539,2329555,1043640.64,1255630.145,15903.662,8980.582,182,0.091,4.08E-06,-0.406220434,0.406220434,low,normal,normal,
6187,25,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T03:13:49Z,03:13:49Z,4-Nov,0.531,0.455,1768309,938972.079,804580.595,1074.213,920.465,6187,0.076,4.12E-07,0.127063949,0.127063949,low,normal,normal,
4668,36,edison,0,1594511,2757323,2827673,3090000,missouri,2020-11-04T03:13:49Z,03:13:49Z,4-Nov,0.577,0.408,1111616,641402.432,453539.328,1923.141,1359.864,4668,0.169,2.30E-07,0.095655004,0.095655004,high,normal,normal,
3705,29,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T03:13:52Z,03:13:52Z,4-Nov,0.548,0.433,1618052,886692.496,700616.516,6787.171,25229.726,3705,0.115,1.43E-05,0.769696277,0.769696277,low,normal,normal,
7389,34,edison,0,515231,1017440,1143601,1350000,utah,2020-11-04T03:13:54Z,03:13:54Z,4-Nov,0.481,0.489,464144,223253.264,226966.416,55553.024,18117.506,7389,0.008,0.00038022,-2.328856538,2.328856538,low,normal,normal,
7195,79,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T03:13:54Z,03:13:54Z,4-Nov,0.508,0.478,9154511,4650491.588,4375856.258,580.644,546.354,7195,0.03,5.08E-07,0.140579971,0.140579971,low,normal,normal,
2405,64,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T03:13:54Z,03:13:54Z,4-Nov,0.528,0.447,849542,448558.176,379745.274,2121.193,1078.611,2405,0.081,1.34E-07,0.072978442,0.072978442,low,normal,normal,
2142,12,edison,0,800983,1582180,1566031,1825000,iowa,2020-11-04T03:13:54Z,03:13:54Z,4-Nov,0.338,0.647,219444,74172.072,141980.268,6966.622,5501.508,2142,0.309,2.12E-08,-0.029703971,0.029703971,high,normal,normal,
3338,18,edison,0,1090893,3167767,3325046,3725000,massachusetts,2020-11-04T03:13:56Z,03:13:56Z,4-Nov,0.316,0.662,680352,214991.232,450393.024,6948.887,16588.639,3338,0.346,4.13E-06,0.414758053,0.414758053,high,normal,normal,
7906,32,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T03:14:01Z,03:14:01Z,4-Nov,0.51,0.473,1144057,583469.07,541138.961,8586.655,5786.771,7906,0.037,2.99E-07,-0.111769921,0.111769921,low,normal,normal,
569,79,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T03:14:02Z,03:14:02Z,4-Nov,0.404,0.573,2592492,1047366.768,1485497.916,3369.764,4779.393,569,0.169,5.49E-07,0.148952178,0.148952178,high,normal,normal,
86,32,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:14:02Z,03:14:02Z,4-Nov,0.591,0.397,754766,446066.706,299642.102,1719.416,649.095,86,0.194,1.58E-07,0.078982044,0.078982044,high,normal,normal,
7030,93,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T03:14:04Z,03:14:04Z,4-Nov,0.606,0.376,2696048,1633805.088,1013714.048,26.058,16.168,7030,0.23,5.94E-07,0.151374323,0.151374323,high,normal,normal,
2143,12,edison,0,800983,1582180,1566031,1825000,iowa,2020-11-04T03:14:10Z,03:14:10Z,4-Nov,0.341,0.644,222000,75702,142968,1529.928,987.732,2143,0.303,2.71E-07,0.103459602,0.103459602,high,normal,normal,
1304,52,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T03:14:17Z,03:14:17Z,4-Nov,0.558,0.431,2747420,1533060.36,1184138.02,2180.664,1684.348,1304,0.127,2.21E-07,0.093773988,0.093773988,low,normal,normal,
5038,29,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-04T03:14:22Z,03:14:22Z,4-Nov,0.446,0.54,254779,113631.434,137580.66,253.774,307.26,5038,0.094,5.80E-07,0.1498776,0.1498776,low,normal,normal,
7907,32,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T03:14:27Z,03:14:27Z,4-Nov,0.51,0.473,1144934,583916.34,541553.782,447.27,414.821,7907,0.037,5.26E-07,0.143014869,0.143014869,low,normal,normal,
2406,64,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T03:14:28Z,03:14:28Z,4-Nov,0.528,0.447,850165,448887.12,380023.755,328.944,278.481,2406,0.081,5.37E-07,0.144389237,0.144389237,low,normal,normal,
7831,72,edison,0,489371,670667,721231,795000,west-virginia,2020-11-04T03:14:30Z,03:14:30Z,4-Nov,0.658,0.323,573485,377353.13,185235.655,3902.598,1915.713,7831,0.335,3.32E-10,0.003672356,0.003672356,high,normal,normal,
6188,25,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T03:14:32Z,03:14:32Z,4-Nov,0.531,0.455,1768360,938999.16,804603.8,27.081,23.205,6188,0.076,5.95E-07,0.151596748,0.151596748,low,normal,normal,
4669,37,edison,0,1594511,2757323,2827673,3090000,missouri,2020-11-04T03:14:34Z,03:14:34Z,4-Nov,0.581,0.404,1150030,668167.43,464612.12,26764.998,11072.792,4669,0.177,2.73E-05,-0.949252961,0.949252961,high,normal,normal,
3706,29,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T03:14:34Z,03:14:34Z,4-Nov,0.549,0.433,1627212,893339.388,704582.796,6646.892,3966.28,3706,0.116,1.27E-07,-0.072658353,0.072658353,low,normal,normal,
1911,88,edison,0,2146015,5242014,5594420,6100000,illinois,2020-11-06T03:14:39Z,03:14:39Z,6-Nov,0.43,0.551,5366408,2307555.44,2956890.808,7704.529,27382.339,1911,0.121,0.000128585,0.661017507,0.661017507,low,normal,normal,
308,48,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:14:47Z,03:14:47Z,4-Nov,0.616,0.358,605752,373143.232,216859.216,7008.14,1239.692,308,0.258,9.86E-07,-0.202554299,0.202554299,high,normal,normal,
87,32,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:14:47Z,03:14:47Z,4-Nov,0.593,0.394,761603,451630.579,300071.582,5563.873,429.48,87,0.199,5.57E-07,-0.151625795,0.151625795,high,normal,normal,
183,73,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:14:48Z,03:14:48Z,4-Nov,0.449,0.539,2331561,1046870.889,1256711.379,3230.249,1081.234,183,0.09,2.05E-09,0.009091005,0.009091005,low,normal,normal,
7196,79,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T03:14:55Z,03:14:55Z,4-Nov,0.508,0.478,9156970,4651740.76,4377031.66,1249.172,1175.402,7196,0.03,4.11E-07,0.127165264,0.127165264,low,normal,normal,
7908,32,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T03:15:00Z,03:15:00Z,4-Nov,0.51,0.473,1146504,584717.04,542296.392,800.7,742.61,7908,0.037,4.72E-07,0.135732177,0.135732177,low,normal,normal,
7600,54,edison,0,1769443,3854489,3982752,4430000,virginia,2020-11-04T03:15:00Z,03:15:00Z,4-Nov,0.53,0.452,2519420,1335292.6,1138777.84,5.83,4.972,7600,0.078,5.99E-07,0.152093687,0.152093687,low,normal,normal,
4448,16,edison,0,700714,1285584,1211088,1330000,mississippi,2020-11-04T03:15:03Z,03:15:03Z,4-Nov,0.585,0.398,210558,123176.43,83802.084,380.139,752.463,4448,0.187,6.63E-07,0.160392669,0.160392669,high,normal,normal,
2407,64,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T03:15:04Z,03:15:04Z,4-Nov,0.528,0.446,850932,449292.096,379515.672,404.976,-508.083,2407,0.082,3.03E-07,0.10854276,0.10854276,low,normal,normal,
5965,83,edison,0,949136,1334872,1452992,1630000,oklahoma,2020-11-04T03:15:09Z,03:15:09Z,4-Nov,0.654,0.323,1356102,886890.708,438020.946,14992.95,7404.775,5965,0.331,4.25E-06,-0.416698082,0.416698082,high,normal,normal,
3253,6,edison,0,943169,2707327,2781446,3115000,maryland,2020-11-04T03:15:09Z,03:15:09Z,4-Nov,0.59,0.386,174915,103199.85,67517.19,25913.658,17385.606,3253,0.204,1.24E-05,-0.647637997,0.647637997,high,normal,normal,
88,32,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:15:22Z,03:15:22Z,4-Nov,0.593,0.395,769023,456030.639,303764.085,4400.06,3692.503,88,0.198,5.19E-08,0.046033178,0.046033178,high,normal,normal,
7669,99,edison,0,1769443,3854489,3982752,4430000,virginia,2020-11-06T03:15:32Z,03:15:32Z,6-Nov,0.445,0.539,4386015,1951776.675,2364062.085,6.675,8.085,7669,0.094,2.82E-08,0.009798317,0.009798317,low,normal,normal,
1305,52,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T03:15:32Z,03:15:32Z,4-Nov,0.558,0.431,2747421,1533060.918,1184138.451,0.558,0.431,1305,0.127,6.01E-07,0.15221626,0.15221626,low,normal,normal,
693,20,edison,0,673215,1558993,1644920,1850000,connecticut,2020-11-04T03:15:32Z,03:15:32Z,4-Nov,0.412,0.572,375342,154640.904,214695.624,4911.774,4709.649,693,0.16,7.97E-08,0.057189034,0.057189034,high,normal,normal,
2408,64,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T03:15:35Z,03:15:35Z,4-Nov,0.529,0.445,854801,452189.729,380386.445,2897.633,870.773,2408,0.084,9.82E-09,0.019865301,0.019865301,low,normal,normal,
1784,33,edison,0,2146015,5242014,5594420,6100000,illinois,2020-11-04T03:15:36Z,03:15:36Z,4-Nov,0.388,0.566,2056958,798099.704,1164238.228,49097.528,194515.604,1784,0.178,0.001508778,5.099648465,5.099648465,high,outlier,normal,
7197,79,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T03:15:39Z,03:15:39Z,4-Nov,0.508,0.478,9169155,4657930.74,4382856.09,6189.98,5824.43,7197,0.03,1.90E-08,0.028023525,0.028023525,low,normal,normal,
5317,56,edison,0,319667,783757,798319,920000,new-mexico,2020-11-04T03:15:46Z,03:15:46Z,4-Nov,0.431,0.55,513698,221403.838,282533.9,28676.585,36594.25,5317,0.119,4.79E-08,-0.038782661,0.038782661,low,normal,normal,
6189,25,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T03:15:47Z,03:15:47Z,4-Nov,0.533,0.454,1783181,950435.473,809564.174,11436.313,4960.374,6189,0.079,2.29E-06,-0.309246531,0.309246531,low,normal,normal,
7390,34,edison,0,515231,1017440,1143601,1350000,utah,2020-11-04T03:15:50Z,03:15:50Z,4-Nov,0.481,0.489,464146,223254.226,226967.394,0.962,0.978,7390,0.008,6.01E-07,0.152214827,0.152214827,low,normal,normal,
6454,88,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-05T03:15:51Z,03:15:51Z,5-Nov,0.508,0.479,6302995,3201921.46,3019134.605,2310.892,2178.971,6454,0.029,3.27E-07,-0.032270964,0.032270964,low,normal,normal,
5421,31,edison,0,2819534,7073151,7721453,8930000,new-york,2020-11-04T03:15:56Z,03:15:56Z,4-Nov,0.306,0.684,2599321,795392.226,1777935.564,1301.112,2908.368,5421,0.378,9.51E-07,0.193479979,0.193479979,high,normal,normal,
2409,64,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T03:15:59Z,03:15:59Z,4-Nov,0.53,0.445,856535,453963.55,381158.075,1773.821,771.63,2409,0.085,1.65E-07,0.080743783,0.080743783,low,normal,normal,
3707,29,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T03:16:05Z,03:16:05Z,4-Nov,0.549,0.432,1627520,893508.48,703088.64,169.092,-1494.156,3707,0.117,1.77E-07,0.08271429,0.08271429,low,normal,normal,
4861,39,edison,0,495961,794379,844227,945000,nebraska,2020-11-04T03:16:18Z,03:16:18Z,4-Nov,0.51,0.468,372964,190211.64,174547.152,39.78,36.504,4861,0.042,5.94E-07,0.151395921,0.151395921,low,normal,normal,
89,34,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:16:18Z,03:16:18Z,4-Nov,0.596,0.392,804036,479205.456,315182.112,23174.817,11418.027,89,0.204,1.48E-05,-0.72828344,0.72828344,high,normal,normal,
4449,16,edison,0,700714,1285584,1211088,1330000,mississippi,2020-11-04T03:16:19Z,03:16:19Z,4-Nov,0.582,0.402,219227,127590.114,88129.254,4413.684,4327.17,4449,0.18,1.22E-07,0.070631128,0.070631128,high,normal,normal,
5966,83,edison,0,949136,1334872,1452992,1630000,oklahoma,2020-11-04T03:16:31Z,03:16:31Z,4-Nov,0.654,0.323,1356932,887433.528,438289.036,542.82,268.09,5966,0.331,4.45E-07,0.131632972,0.131632972,high,normal,normal,
7601,54,edison,0,1769443,3854489,3982752,4430000,virginia,2020-11-04T03:16:32Z,03:16:32Z,4-Nov,0.531,0.452,2526406,1341521.586,1141935.512,6228.986,3157.672,7601,0.079,1.58E-07,-0.080886271,0.080886271,low,normal,normal,
1785,33,edison,0,2146015,5242014,5594420,6100000,illinois,2020-11-04T03:16:32Z,03:16:32Z,4-Nov,0.389,0.565,2062042,802134.338,1165053.73,4034.634,815.502,1785,0.176,5.65E-08,-0.04794998,0.04794998,high,normal,normal,
184,73,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:16:33Z,03:16:33Z,4-Nov,0.448,0.539,2331651,1044579.648,1256759.889,-2291.241,48.51,184,0.091,2.21E-06,0.28637688,0.28637688,low,normal,normal,
6831,30,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:16:35Z,03:16:35Z,4-Nov,0.65,0.324,123860,80509,40130.64,4458.34,1221,6831,0.326,7.72E-08,-0.056179441,0.056179441,high,normal,normal,
2862,42,edison,0,1178638,1994065,2029032,2150000,louisiana,2020-11-04T03:16:35Z,03:16:35Z,4-Nov,0.624,0.36,966779,603270.096,348040.44,4177.056,2409.84,2862,0.264,1.42E-09,0.00759924,0.00759924,high,normal,normal,
6190,26,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T03:16:36Z,03:16:36Z,4-Nov,0.52,0.467,1890649,983137.48,882933.083,32702.007,73368.909,6190,0.053,5.12E-05,1.199826294,1.199826294,low,normal,normal,
3708,30,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T03:16:42Z,03:16:42Z,4-Nov,0.548,0.433,1710559,937386.332,740672.047,43877.852,37583.407,3708,0.115,3.81E-05,-0.876394366,0.876394366,low,normal,normal,
90,35,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:16:42Z,03:16:42Z,4-Nov,0.605,0.383,832953,503936.565,319020.999,24731.109,3838.887,90,0.222,3.63E-05,-1.121222552,1.121222552,high,normal,normal,
4142,32,edison,0,1323232,2936561,2945233,3415000,minnesota,2020-11-04T03:16:50Z,03:16:50Z,4-Nov,0.361,0.619,1107728,399889.808,685683.632,228.874,392.446,4142,0.258,6.18E-07,0.154721434,0.154721434,high,normal,normal,
309,48,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:16:50Z,03:16:50Z,4-Nov,0.617,0.357,611464,377273.288,218292.648,4130.056,1433.432,309,0.26,2.03E-08,-0.028741155,0.028741155,high,normal,normal,
1090,94,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T03:16:51Z,03:16:51Z,4-Nov,0.512,0.478,10951964,5607405.568,5235038.792,74.752,69.788,1090,0.034,5.88E-07,0.150709259,0.150709259,low,normal,normal,
7909,32,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T03:16:53Z,03:16:53Z,4-Nov,0.511,0.472,1150829,588073.619,543191.288,3356.579,894.896,7909,0.039,7.90E-10,-0.005650961,0.005650961,low,normal,normal,
7198,79,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T03:16:53Z,03:16:53Z,4-Nov,0.508,0.478,9169166,4657936.328,4382861.348,5.588,5.258,7198,0.03,6.00E-07,0.152119089,0.152119089,low,normal,normal,
4450,17,edison,0,700714,1285584,1211088,1330000,mississippi,2020-11-04T03:16:53Z,03:16:53Z,4-Nov,0.572,0.411,227405,130075.66,93463.455,2485.546,5334.201,4450,0.161,1.23E-06,0.222161557,0.222161557,high,normal,normal,
1306,52,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T03:16:53Z,03:16:53Z,4-Nov,0.558,0.43,2751910,1535565.78,1183321.3,2504.862,-817.151,1306,0.128,1.56E-08,-0.024981955,0.024981955,low,normal,normal,
5422,31,edison,0,2819534,7073151,7721453,8930000,new-york,2020-11-04T03:16:59Z,03:16:59Z,4-Nov,0.306,0.685,2611554,799135.524,1788914.49,3743.298,10978.926,5422,0.379,3.47E-06,0.375355076,0.375355076,high,normal,normal,
4670,37,edison,0,1594511,2757323,2827673,3090000,missouri,2020-11-04T03:17:05Z,03:17:05Z,4-Nov,0.581,0.404,1153537,670204.997,466028.948,2037.567,1416.828,4670,0.177,2.10E-07,0.09133096,0.09133096,high,normal,normal,
7199,79,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T03:17:12Z,03:17:12Z,4-Nov,0.508,0.477,9177048,4661940.384,4377451.896,4004.056,-5409.452,7199,0.031,2.14E-06,-0.295158083,0.295158083,low,normal,normal,
4451,18,edison,0,700714,1285584,1211088,1330000,mississippi,2020-11-04T03:17:23Z,03:17:23Z,4-Nov,0.578,0.405,234022,135264.716,94778.91,5189.056,1315.455,4451,0.173,2.17E-07,-0.094563691,0.094563691,high,normal,normal,
6832,30,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:17:27Z,03:17:27Z,4-Nov,0.649,0.325,125292,81314.508,40719.9,805.508,589.26,6832,0.324,4.28E-07,0.12932137,0.12932137,high,normal,normal,
7391,34,edison,0,515231,1017440,1143601,1350000,utah,2020-11-04T03:17:31Z,03:17:31Z,4-Nov,0.481,0.489,464720,223530.32,227248.08,276.094,280.686,7391,0.008,5.62E-07,0.147526879,0.147526879,low,normal,normal,
5251,57,edison,0,1601933,3648263,3906723,4495000,new-jersey,2020-11-04T03:17:31Z,03:17:31Z,4-Nov,0.413,0.574,2566563,1059990.519,1473207.162,113.575,157.85,5251,0.161,5.98E-07,0.151991296,0.151991296,high,normal,normal,
5423,31,edison,0,2819534,7073151,7721453,8930000,new-york,2020-11-04T03:17:36Z,03:17:36Z,4-Nov,0.307,0.684,2627132,806529.524,1796958.288,7394,8043.798,5423,0.377,5.37E-08,0.047317399,0.047317399,high,normal,normal,
2144,14,edison,0,800983,1582180,1566031,1825000,iowa,2020-11-04T03:17:36Z,03:17:36Z,4-Nov,0.357,0.629,262953,93874.221,165397.437,18172.221,22429.437,2144,0.272,1.56E-11,0.00078316,0.00078316,high,normal,normal,
91,36,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T03:17:36Z,03:17:36Z,4-Nov,0.609,0.379,845228,514743.852,320341.412,10807.287,1320.413,91,0.23,4.19E-06,-0.418535046,0.418535046,high,normal,normal,
5318,56,edison,0,319667,783757,798319,920000,new-mexico,2020-11-04T03:17:42Z,03:17:42Z,4-Nov,0.431,0.55,514638,221808.978,283050.9,405.14,517,5318,0.119,5.76E-07,0.149532527,0.149532527,low,normal,normal,
3339,19,edison,0,1090893,3167767,3325046,3725000,massachusetts,2020-11-04T03:17:45Z,03:17:45Z,4-Nov,0.314,0.663,708490,222465.86,469728.87,7474.628,19335.846,3339,0.349,5.86E-06,0.494299658,0.494299658,high,normal,normal,
4671,37,edison,0,1594511,2757323,2827673,3090000,missouri,2020-11-04T03:17:52Z,03:17:52Z,4-Nov,0.582,0.403,1157421,673619.022,466440.663,3414.025,411.715,4671,0.179,1.98E-08,-0.028290834,0.028290834,high,normal,normal,
1307,52,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T03:17:54Z,03:17:54Z,4-Nov,0.558,0.43,2760835,1540545.93,1187159.05,4980.15,3837.75,1307,0.128,8.22E-09,0.018371422,0.018371422,low,normal,normal,
185,73,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:17:55Z,03:17:55Z,4-Nov,0.448,0.538,2332883,1045131.584,1255091.054,551.936,-1668.835,185,0.09,7.39E-08,0.05363772,0.05363772,low,normal,normal,
5636,88,edison,0,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T03:18:00Z,03:18:00Z,4-Nov,0.497,0.491,5228122,2598376.634,2567007.902,6986.442,-3483.982,5636,0.006,3.66E-06,-0.390229472,0.390229472,low,normal,normal,
3709,30,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T03:18:00Z,03:18:00Z,4-Nov,0.548,0.433,1711403,937848.844,741037.499,462.512,365.452,3709,0.115,5.05E-07,0.140160842,0.140160842,low,normal,normal,
3254,10,edison,0,943169,2707327,2781446,3115000,maryland,2020-11-04T03:18:00Z,03:18:00Z,4-Nov,0.449,0.53,298321,133946.129,158110.13,30746.279,90592.94,3254,0.081,0.000134778,2.001576345,2.001576345,low,normal,normal,
7200,79,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T03:18:07Z,03:18:07Z,4-Nov,0.51,0.476,9221187,4702805.37,4389285.012,40864.986,11833.116,7200,0.034,0.000135829,-1.732499793,1.732499793,low,normal,normal,
5637,88,edison,0,2362631,4505372,4741564,5600000,north-carolina,2020-11-04T03:18:07Z,03:18:07Z,4-Nov,0.497,0.491,5228124,2598377.628,2567008.884,0.994,0.982,5637,0.006,6.00E-07,0.15221314,0.15221314,low,normal,normal,
5424,31,edison,0,2819534,7073151,7721453,8930000,new-york,2020-11-04T03:18:07Z,03:18:07Z,4-Nov,0.307,0.683,2632720,808245.04,1798147.76,1715.516,1189.472,5424,0.376,2.57E-07,0.100819965,0.100819965,high,normal,normal,
4452,18,edison,0,700714,1285584,1211088,1330000,mississippi,2020-11-04T03:18:14Z,03:18:14Z,4-Nov,0.578,0.406,237312,137166.336,96348.672,1901.62,1569.762,4452,0.172,2.79E-07,0.105291832,0.105291832,high,normal,normal,
7602,54,edison,0,1769443,3854489,3982752,4430000,virginia,2020-11-04T03:18:15Z,03:18:15Z,4-Nov,0.531,0.452,2527725,1342221.975,1142531.7,700.389,596.188,7602,0.079,4.72E-07,0.135663835,0.135663835,low,normal,normal,
6191,26,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T03:18:15Z,03:18:15Z,4-Nov,0.52,0.467,1892468,984083.36,883782.556,945.88,849.473,6191,0.053,4.42E-07,0.131629374,0.131629374,low,normal,normal,
5704,40,edison,0,216794,322932,344360,395000,north-dakota,2020-11-04T03:18:15Z,03:18:15Z,4-Nov,0.605,0.361,157056,95018.88,56697.216,11816.718,3903.966,5704,0.244,3.34E-06,-0.373447669,0.373447669,high,normal,normal,
2410,65,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T03:18:15Z,03:18:15Z,4-Nov,0.531,0.443,860328,456834.168,381125.304,2870.618,-32.771,2410,0.088,5.39E-09,-0.014714,0.014714,low,normal,normal,
1091,94,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T03:18:15Z,03:18:15Z,4-Nov,0.512,0.478,10957826,5610406.912,5237840.828,3001.344,2802.036,1091,0.034,2.06E-07,0.091123801,0.091123801,low,normal,normal,
186,73,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:18:15Z,03:18:15Z,4-Nov,0.447,0.539,2346888,1049058.936,1264972.632,3927.352,9881.578,186,0.092,2.53E-06,0.320845767,0.320845767,low,normal,normal,
2863,46,edison,0,1178638,1994065,2029032,2150000,louisiana,2020-11-04T03:18:18Z,03:18:18Z,4-Nov,0.632,0.351,1044714,660259.248,366694.614,56989.152,18654.174,2863,0.281,0.000417332,-2.390285682,2.390285682,high,normal,normal,
7201,79,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T03:18:22Z,03:18:22Z,4-Nov,0.51,0.476,9225528,4705019.28,4391351.328,2213.91,2066.316,7201,0.034,2.88E-07,0.107132862,0.107132862,low,normal,normal,
5039,30,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-04T03:18:22Z,03:18:22Z,4-Nov,0.449,0.537,260986,117182.714,140149.482,3551.28,2568.822,5039,0.088,6.19E-08,0.050064989,0.050064989,low,normal,normal,
